 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),21782,14186,38771,28989,18055,37949,33628,26446, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),115,83,66,62,25,91,18,77, 
 收到的其他与经营活动有关的现金(万元),2269,1918,1317,859,646,1090,2054,1215, 
 经营活动现金流入小计(万元),24166,16186,40155,29910,18726,39130,35700,27738, 
 购买商品、接受劳务支付的现金(万元),12367,7744,24998,18872,11423,21476,24455,16487, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3459,2629,4063,3093,2305,3644,3112,2431, 
 支付的各项税费(万元),3508,2331,4857,3179,2076,4242,1746,723, 
 支付的其他与经营活动有关的现金(万元),3683,2604,4239,2955,2115,4048,3986,1896, 
 经营活动现金流出小计(万元),23018,15307,38157,28099,17918,33409,33300,21538, 
 经营活动产生的现金流量净额(万元),1148,879,1998,1811,807,5721,2400,6200, 
 收回投资所收到的现金(万元),--,--,--,--,--,1930,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,3470,11,6, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),556,556,439,4,4,0,15,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,1145,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),556,556,439,4,4,6545,26,7, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),669,387,2884,2279,293,310,1067,1200, 
 投资所支付的现金(万元),--,--,--,--,--,--,99,2638, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,355,1140,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),669,387,2884,2279,293,665,2307,3839, 
