 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),80149,50178,26110,100599,65536,40282,24684,102975,65506,39811,23173,86856,77947,46455,31087, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,38,--,--,--,34,--,--,--,14,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1748,1912,519,1649,1079,434,263,1281,918,608,186,1488,1392,2089,1859, 
 经营活动现金流入小计(万元),81897,52129,26629,102248,66616,40750,24947,104257,66424,40433,23359,88343,79340,48544,32946, 
 购买商品、接受劳务支付的现金(万元),45253,31554,11986,45388,35804,21394,11188,52862,38910,25653,13128,42849,34693,20903,15100, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12070,8181,5251,20117,14304,9799,5338,19731,15054,10183,5376,15614,14984,11850,5261, 
 支付的各项税费(万元),858,570,218,1140,887,603,257,1471,1170,778,248,1138,2066,517,580, 
 支付的其他与经营活动有关的现金(万元),4279,2506,1587,3832,4254,1409,1319,2816,2285,1306,829,3417,4089,4061,2235, 
 经营活动现金流出小计(万元),62460,42812,19042,70477,55248,33205,18102,76880,57419,37920,19582,63019,55833,37330,23176, 
 经营活动产生的现金流量净额(万元),19437,9317,7587,31771,11367,7544,6845,27377,9006,2513,3777,25324,23507,11214,9770, 
 收回投资所收到的现金(万元),13500,13500,13500,64500,47000,10000,--,--,--,--,--,--,82,--,1440, 
 取得投资收益所收到的现金(万元),38,38,38,200,130,12,--,--,--,--,--,--,--,--,532, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),977,633,70,75,89,80,24,10,570,19,13,154,279,131,81, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,4757, 
 收到的其他与投资活动有关的现金(万元),1796,300,--,212,--,--,--,2365,204,200,194,215,1914,3567,2766, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16311,14472,13609,64987,47218,10093,24,2375,774,219,207,369,2275,3698,9941, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),94430,55733,22771,69520,38369,21650,8618,28378,22487,12642,6049,16301,19839,55993,37944, 
 投资所支付的现金(万元),--,6000,6000,72000,--,35000,--,--,--,--,--,--,--,80,36, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),6021,21,30,--,54086,73,73,--,--,0,--,702,--,1026,317, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),100451,61753,28801,141520,92455,56723,8691,28378,22487,12642,6049,17003,19839,57100,38297, 
 投资活动产生的现金流量净额(万元),-84139,-47282,-15193,-76533,-45237,-46630,-8667,-26003,-21713,-12424,-5842,-16634,-17564,-53402,-28357, 
 吸收投资收到的现金(万元),6589,2430,--,58991,58991,58991,--,--,--,--,--,--,--,375,12000, 
