 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),17981,71606,48784,34629,14387,39698,27095,17775,9718,33988,23148,16517,8579,36527,21672,15202,34942,32761,26970, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,3314,3314,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19, 
 收到的其他与经营活动有关的现金(万元),1522,1567,802,225,360,411,367,363,145,212,155,39,35,118,59,43,82,237,200, 
 经营活动现金流入小计(万元),19503,73172,52900,38167,14747,40109,27462,18138,9863,34200,23303,16556,8614,36646,21731,15245,35023,32999,27189, 
 购买商品、接受劳务支付的现金(万元),15346,51688,30469,18076,10681,22527,15194,10509,6217,28410,22267,14754,7861,20148,16882,9616,22923,18600,14296, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2010,6380,5037,3405,1928,3353,2287,1501,660,2942,2214,1488,719,2776,2071,1407,2699,2169,1882, 
 支付的各项税费(万元),1131,7766,9850,8405,4635,2844,2111,1517,596,3213,2511,2014,1162,3046,2328,1617,2867,2576,2490, 
 支付的其他与经营活动有关的现金(万元),3394,7528,5685,3835,2120,5002,3537,2462,487,3549,3276,2291,1072,3180,1801,1581,2618,2583,2171, 
 经营活动现金流出小计(万元),21881,73361,51042,33721,19363,33726,23129,15989,7960,38115,30267,20546,10815,29151,23082,14221,31107,25929,20838, 
 经营活动产生的现金流量净额(万元),-2378,-189,1858,4446,-4616,6383,4333,2149,1903,-3915,-6964,-3991,-2200,7495,-1352,1024,3916,7070,6351, 
 收回投资所收到的现金(万元),240,--,--,--,--,4000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2,1,--,--,--,31,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,9,5,3,1,0,--,0,--,38,5,0,0,--,--,--,1,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),243,10,5,3,26,4031,0,0,0,38,5,0,0,0,0,0,1,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2076,13474,10192,8428,4825,2202,844,646,123,16745,7680,4383,1361,8987,7200,5010,4852,2218,3617, 
 投资所支付的现金(万元),30,1250,1010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,37526,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,0,--,--,--,80,103,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2106,14724,11202,8428,4825,39728,924,748,123,16745,7680,4383,1361,8987,7200,5010,4852,2218,3617, 
