 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),58035,32706,16549,64498,43903,28991,12968,57867,40863,45957,39713,33074,22035, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1525,1237,304,764,195,195,--,1642,544,483,1579,140,88, 
 经营活动现金流入小计(万元),59560,33944,16853,65262,44098,29186,12968,59509,41407,46440,41292,33214,22122, 
 购买商品、接受劳务支付的现金(万元),48361,27309,13202,50031,36283,20275,9461,39202,31268,29578,26395,24667,19163, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5340,4210,2512,5011,3347,3253,1740,4494,2754,3516,2745,1624,1146, 
 支付的各项税费(万元),5438,3218,1259,6681,5343,3680,2134,5520,4749,5526,4969,3212,2174, 
 支付的其他与经营活动有关的现金(万元),5312,3439,1319,5241,2933,2857,1080,5682,4002,4813,3929,3441,2061, 
 经营活动现金流出小计(万元),64452,38176,18292,66963,47906,30065,14416,54898,42773,43433,38039,32944,24544, 
 经营活动产生的现金流量净额(万元),-4891,-4232,-1440,-1702,-3808,-879,-1448,4611,-1366,3007,3254,270,-2422, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,256,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
