 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),194394,126887,53409,230775,177252,105221,49992,202000,133620,85439,51734,172465,112475,72676,35906,162560,103462,60359,32522,222500,146212,86517,41998,175393,165902,98937,62376,157865,102571,68060,22967,142018,107094,64145,141088,82345,143033,147925, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),--,--,--,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),2839,4734,1267,12735,1143,1243,1036,6527,1826,2878,2649,8789,3880,11478,1052,11721,13075,11565,920,9630,6979,1572,63,4660,3327,2486,914,4154,4956,457,1543,21460,3017,1193,2912,5168,4329,264, 
 经营活动现金流入小计(万元),197234,131621,54676,243540,178395,106464,51028,208527,135446,88317,54383,181255,116355,84155,36958,174281,116537,71924,33443,232130,153190,88089,42061,180053,169229,101423,63290,162019,107527,68516,24509,163478,110111,65338,144000,87512,147362,148189, 
 购买商品、接受劳务支付的现金(万元),114750,84471,45402,148757,126272,77245,46829,121904,82895,40708,29004,124576,77179,60661,36960,113715,79586,63005,35046,160113,124627,56351,33564,140811,132375,85956,36708,155687,106151,82371,36241,113909,79132,51818,94515,58377,117163,125616, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),10405,7066,3297,15717,11987,8032,4084,13372,9445,6335,3257,12370,8876,5811,2935,11930,9160,6125,3043,13449,10076,6581,2945,11485,8396,5089,2486,10683,7670,4975,2326,9411,6685,4387,8669,5755,4775,3384, 
 支付的各项税费(万元),10318,6098,3412,16600,13087,8523,2850,9134,5862,3885,1929,6972,5403,3487,1253,7212,5884,4135,1768,11759,9792,6805,3567,13584,12102,8990,5554,15749,12079,9319,5921,12364,8876,5596,7513,3393,6691,3876, 
 支付的其他与经营活动有关的现金(万元),21686,16326,10177,38955,16540,9035,7375,21697,11620,7819,1861,13347,9359,14196,2566,18695,7456,6660,3418,27548,5098,10503,1605,20239,12616,6063,4234,14566,14706,7435,4576,13129,14302,7024,22866,19525,13799,15745, 
 经营活动现金流出小计(万元),157158,113961,62288,220029,167887,102836,61138,166106,109822,58747,36052,157265,100818,84156,43714,151553,102085,79927,43274,212869,149593,80240,41681,186120,165489,106099,48983,196686,140607,104099,49064,148814,108996,68825,133563,87050,142427,148622, 
 经营活动产生的现金流量净额(万元),40075,17660,-7612,23511,10509,3628,-10110,42421,25624,29570,18331,23989,15537,-1,-6756,22729,14452,-8003,-9831,19261,3597,7849,380,-6067,3740,-4676,14307,-34667,-33080,-35583,-24554,14664,1115,-3487,10437,462,4935,-433, 
 收回投资所收到的现金(万元),182745,144619,78537,236074,170161,114239,57212,200591,167885,130501,69769,283137,179585,87400,34200,92300,16186,--,--,76000,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,32,0, 
 取得投资收益所收到的现金(万元),3023,2990,250,4221,3630,659,178,3540,2892,379,311,5041,4769,4512,235,2874,1494,597,--,376,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,5,151, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,0,--,--,--,95,--,--,--,--,16,32,--,12,--,--,--,--,8,8,--,32,--,--,--,7,--,7,--,--,0,0,4287,0,80,18, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,-187, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2404,2404,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),185768,147609,78787,240296,173791,114898,57390,204227,170776,130880,70080,288178,184371,91944,34435,95186,20083,3000,0,76376,8,8,0,32,0,0,0,7,0,7,0,0,0,0,4287,0,117,-18, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),24792,15643,4971,39714,23926,14368,6128,13033,4404,3372,2489,12781,7815,4926,1198,8759,5587,4149,1958,14707,10264,5527,2409,9526,9609,2976,4573,18565,14508,5691,1271,18718,7779,5698,6375,2560,4346,926, 
 投资所支付的现金(万元),191591,144993,68589,214273,164193,108998,46639,199095,158426,124376,68510,267465,185157,95807,44540,114703,--,--,--,162598,107488,93890,3831,828,828,--,--,690,--,--,--,150,150,150,2108,0,1012,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,7474,--,--,--,49403,--,--,--,15023,--,733,--,-601,-601,-601,--,1984,2434,2434,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),216383,160636,73560,261461,188119,123366,52767,261782,162829,127748,70999,295269,192972,101465,45738,122860,4986,3547,1958,179288,120186,101852,6241,10354,10437,2976,4573,19255,14508,5691,1271,18868,7929,5848,8483,2560,5358,926, 
 投资活动产生的现金流量净额(万元),-30615,-13027,5228,-21166,-14328,-8468,4623,-57555,7947,3132,-919,-7092,-8601,-9521,-11303,-27675,15097,-547,-1958,-102912,-120179,-101844,-6241,-10322,-10437,-2976,-4573,-19248,-14508,-5684,-1271,-18868,-7929,-5848,-4196,-2560,-5242,-944, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,59150,58950,400,--,1133,1133,733,733,--,--,--,--,--,--,--,--,--,--,--,--,164996,164115,164996,164996,--,0,0,0,0,3160,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得借款收到的现金(万元),48800,44800,24800,60015,46613,43743,10000,63014,48514,30000,10000,84203,74203,46824,25000,68000,63000,50000,8800,125000,120000,60000,--,28000,15000,10000,5000,5000,--,--,--,52000,32000,15000,33500,28500,22400,24000, 
