 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),220000,123218,60177,222613,169732,90310,46529,222118,216495,216078,281508, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1055,743,302,859,667,326,82,1008,567,544,470, 
 收到的其他与经营活动有关的现金(万元),5651,3999,5944,16828,3898,3573,4111,6563,5828,5387,4787, 
 经营活动现金流入小计(万元),226706,127960,66424,240299,174296,94209,50722,229689,222890,222009,286765, 
 购买商品、接受劳务支付的现金(万元),165119,106588,44964,162750,116405,65848,42573,164946,149848,166837,224759, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16974,10546,4899,19584,14694,9411,5302,23412,25591,23446,17914, 
 支付的各项税费(万元),5488,3153,817,9421,6503,3674,1903,10887,10796,10883,15342, 
 支付的其他与经营活动有关的现金(万元),12227,7497,3981,18642,11482,6946,938,19600,23514,13906,12963, 
 经营活动现金流出小计(万元),199808,127784,54661,210398,149084,85879,50715,218846,209749,215072,270977, 
 经营活动产生的现金流量净额(万元),26898,176,11763,29902,25212,8330,7,10844,13141,6937,15788, 
 收回投资所收到的现金(万元),20143,--,--,--,--,--,--,1495,469,218,739, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,5,12, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),136,2,3,219,111,70,28,415,237,59,329, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,3558,3558,2688,--,399,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),20279,2,3,3777,3669,2758,28,2310,705,282,1080, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2607,793,329,1554,1310,815,212,2780,2981,7338,8862, 
 投资所支付的现金(万元),95950,30000,--,--,--,--,--,--,326,228,746, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,3990,500, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),98557,30793,329,1554,1310,815,212,2780,3307,11557,10109, 
 投资活动产生的现金流量净额(万元),-78278,-30792,-326,2223,2358,1943,-183,-470,-2602,-11275,-9029, 
 吸收投资收到的现金(万元),27269,27269,--,--,--,--,--,--,--,--,300, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,3200,3200,3200,3200,7000,14000,7500,11500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),27269,27269,0,3200,3200,3200,3200,7000,14000,7500,11800, 
 偿还债务支付的现金(万元),--,--,--,2000,2000,2000,--,9000,19500,7500,14000, 
 分配股利、利润或偿付利息所支付的现金(万元),7,6,--,3872,2339,2329,2015,3237,2005,5267,4003, 
