 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),35894,141969,100274,58585,25644,101322,79268,49033,22317,100361,73737,53152,26135,107065,75137,46311,18236,73735,52190,32245,15189,60954,42331,28420,17573, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4782,13883,11565,7624,4741,9244,9074,3407,2074,9823,7912,3553,1496,6219,5185,2947,1496,5592,3987,2970,1473,3067,1672,1260,357, 
 收到的其他与经营活动有关的现金(万元),645,2328,1697,1431,1028,1529,2376,1145,1178,1178,3103,2742,491,1237,1304,550,253,898,1214,469,196,436,590,102,63, 
 经营活动现金流入小计(万元),41321,158180,113536,67640,31413,112095,90718,53584,25569,111363,84752,59447,28122,114521,81627,49807,19985,80224,57390,35684,16857,64458,44593,29782,17992, 
 购买商品、接受劳务支付的现金(万元),35883,101038,70615,47880,23612,74923,62558,41814,20978,85538,67841,47930,27168,74285,50332,31429,14163,46439,30006,20215,10816,35802,28355,19951,8987, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5305,17900,12594,8474,4227,13032,9492,5829,2820,12913,8901,6089,3123,10032,7790,5124,2503,9137,6583,4015,2218,6634,4640,2647,1938, 
 支付的各项税费(万元),1276,3385,2736,2062,657,5124,4934,3212,1626,3640,3376,2748,1138,2882,2445,2528,1828,2932,2257,1268,1502,2265,1644,527,509, 
 支付的其他与经营活动有关的现金(万元),4936,17141,13878,7637,3720,11929,10827,7101,4682,11646,11336,8865,4363,8565,8242,4896,2337,4780,5574,3203,1168,6891,3189,2348,1665, 
 经营活动现金流出小计(万元),47400,139464,99823,66053,32216,105009,87811,57956,30106,113736,91454,65631,35792,95764,68810,43977,20831,63288,44420,28700,15703,51593,37828,25473,13099, 
 经营活动产生的现金流量净额(万元),-6078,18716,13713,1587,-804,7086,2907,-4372,-4537,-2374,-6701,-6183,-7670,18756,12817,5831,-846,16936,12970,6984,1154,12865,6765,4309,4894, 
 收回投资所收到的现金(万元),32000,98374,76374,52074,22574,56829,25300,10600,9500,147230,121500,85000,44000,83800,62300,34500,15500,1000,--,--,--,--,--,1000,--, 
 取得投资收益所收到的现金(万元),289,195,113,48,13,166,154,39,31,739,645,503,321,384,313,195,88,7,--,--,--,--,--,6,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,38,41,41,0,8,--,--,--,21,--,--,--,2,--,--,1,21,--,2,--,--,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,0,--,--,--,150,--,--,--,--,--,--,--,--,--,--,--,100,--,--,--,--,10,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),32289,98607,76527,52162,22586,57153,25454,10639,9531,147989,122145,85503,44321,84186,62613,34695,15589,1128,0,2,0,0,10,1007,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),722,10691,1466,432,206,16012,15411,2123,777,5323,4761,3679,3448,16510,7265,3708,2295,6371,7328,3750,2118,2954,4010,1921,179, 
 投资所支付的现金(万元),22000,104339,91947,48317,23317,60158,23520,13820,9220,122730,103500,77000,34479,101300,66300,30500,9000,11500,--,--,--,--,--,--,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,1658,1612,2400,--,171,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,2523,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22722,115030,93413,48750,23523,76170,38931,15943,9997,129711,109872,83079,40450,117982,73565,34208,11295,17871,7328,3750,2118,2954,4010,1921,1179, 
 投资活动产生的现金流量净额(万元),9567,-16423,-16886,3413,-937,-19017,-13478,-5304,-466,18279,12273,2424,3870,-33796,-10952,487,4294,-16743,-7328,-3748,-2118,-2954,-4000,-914,-1179, 
 吸收投资收到的现金(万元),--,1824,1851,--,--,--,--,--,--,470,470,470,-2400,31661,26066,--,--,--,--,--,--,--,2300,--,500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
