 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),53972,109004,78832,63491,50253,79558,66290,47406,25472,75547,74531,53891,26153,68014,55862,40161,20547,57715,48252,36321,18988,56917,43693,32050,16115,66602,52243,35837,15443,61480,46335,32555,13879,45126,34830,25336,41594,32384,38499,27728, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 收到的税费返还(万元),--,--,45,45,45,--,--,--,--,58,58,53,40,40,40,27,14,18,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),16753,69370,50254,29270,2887,4096,1907,974,570,4836,1754,1406,597,5068,11396,1960,922,7403,6000,2314,1079,7403,5576,4942,582,5930,3756,3387,606,2698,529,331,507,675,1429,548,2234,109,894,85, 
 经营活动现金流入小计(万元),70726,178374,129131,92806,53185,83654,68197,48380,26042,80442,76343,55350,26790,73122,67298,42148,21484,65136,54252,38635,20066,64319,49270,36993,16697,72533,55999,39224,16049,64178,46864,32886,14386,45801,36259,25884,43828,32493,39393,27813, 
 购买商品、接受劳务支付的现金(万元),39255,33523,21191,14969,20270,23063,21762,15415,8566,26678,32750,23353,10778,25453,24479,18846,8520,25227,19242,14364,7909,22622,18451,13204,6896,26029,19677,13445,7439,23243,17225,10981,2065,14205,7738,6738,15137,14298,14997,13786, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),8158,24435,17160,12391,6783,20374,13689,9724,5629,18481,14124,10052,5416,19399,13633,9575,5050,17934,13659,9555,5270,17508,13003,8660,5067,14108,10162,6861,3957,12102,8681,6001,2635,7999,5926,4703,7778,4546,6171,4653, 
 支付的各项税费(万元),3163,10906,7688,4170,1755,6283,6706,4560,1609,5572,7176,4514,1508,3019,3245,9866,140,6767,5338,3526,1798,6119,5869,3403,1344,7925,6691,3438,1286,5704,4572,2399,316,4923,3771,2087,3727,3035,2007,1166, 
 支付的其他与经营活动有关的现金(万元),1922,58904,43562,29544,3575,1413,918,621,258,5521,1470,1140,1127,4880,1222,950,714,3316,2180,813,299,2306,908,648,456,1422,401,242,94,1304,707,575,4460,1051,4190,517,1014,706,760,601, 
 经营活动现金流出小计(万元),52498,127768,89601,61074,32383,51132,43075,30321,16063,56252,55520,39059,18829,52750,42579,39237,14425,53244,40419,28258,15276,48555,38231,25915,13763,49485,36933,23985,12775,42353,31184,19955,9476,28179,21625,14045,27657,22585,23935,20206, 
 经营活动产生的现金流量净额(万元),18228,50606,39530,31732,20803,32521,25122,18059,9979,24190,20823,16292,7961,20372,24720,2911,7059,11892,13833,10377,4790,15764,11039,11078,2934,23048,19066,15239,3274,21825,15680,12931,4909,17622,14634,11839,16171,9908,15459,7606, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2005,--,3002,--,0,0,0,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,686,644,644,686,1002,760,359,367,2733,2733,502,18,479,198,--,--,225,225,225,225,--,-2,--,--,11,11,--,--,398,398,398,398,1,1,1,154,154,187,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,1517,--,--,--,--,1200,1200,1200,1200,--,--,--,--,--,64,--,--,--,--,--,--,1721,--,--,--,--,3002,3002,3002,0,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),0,686,644,644,2203,1002,760,359,367,3933,3933,1702,1218,479,198,0,0,225,290,225,225,0,-2,0,0,1732,11,2005,0,3400,3400,3400,3400,1,1,1,154,154,187,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13778,5090,4731,4531,4674,7653,7713,4785,4430,16346,16296,14291,10052,49169,47826,23205,20521,56709,40880,30556,29182,21548,17253,5198,2299,5945,5527,2064,133,12749,9160,7119,2629,6641,3314,2684,2984,2420,5229,3932, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,--,--,--,--,3601,5606,4011,--,3000,--,0,0,0,0,0,0,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,1270,--,0,--,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,9,9,9,--,3026,3021,3000,0,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),13778,5090,6001,4531,4674,7653,7713,4785,4430,16346,16296,14291,10052,49169,47826,23205,20521,56711,40880,30556,29382,21548,17253,5198,2299,9546,11142,6084,141,15749,12186,10140,5629,6641,3314,2684,2984,2420,5229,3932, 
 投资活动产生的现金流量净额(万元),-13778,-4404,-5357,-3887,-2471,-6651,-6954,-4426,-4063,-12413,-12363,-12589,-8835,-48690,-47629,-23205,-20521,-56486,-40590,-30330,-29156,-21548,-17255,-5198,-2299,-7814,-11131,-4078,-141,-12349,-8786,-6740,-2229,-6640,-3313,-2683,-2830,-2266,-5042,-3932, 
 吸收投资收到的现金(万元),--,4662,4662,4662,4662,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,128488,0,0,0,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,14100,9900,6300,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,2188,1650,1650,6260,10860,4440,4100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,1517,1517,1517,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102,102,--,--,334,334,--,--,301,301,--,--,989,989,0,0,0,0,0,0,0,0, 
 筹资活动现金流入小计(万元),0,6178,6178,6178,4662,0,0,0,0,0,0,0,0,14100,9900,6300,3000,0,102,102,0,0,334,334,0,0,301,301,0,0,989,989,0,130676,1650,1650,6260,10860,4440,4100, 
 偿还债务支付的现金(万元),--,2130,1065,1065,--,2260,1000,1000,--,3000,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5488,5488,5488,5488,8300,8300,0,3850,4600,5100,6635, 
 分配股利、利润或偿付利息所支付的现金(万元),74,1798,1711,1624,97,1609,1500,1383,139,1490,1324,1142,167,1730,1730,1730,--,6388,6388,6388,--,13104,13094,13094,--,12285,12275,12275,--,9493,9494,9494,51,5269,5265,5084,9208,3120,5902,3938, 
