 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),11693,5214,2789,26425,15119,11471,4468,17636,10865,26286,25424,15490,8219, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),964,564,540,1416,801,378,242,1119,949,1072,1329,637,130, 
 收到的其他与经营活动有关的现金(万元),1200,466,321,389,428,345,245,733,333,1198,750,76,37, 
 经营活动现金流入小计(万元),13856,6244,3650,28230,16348,12194,4955,19488,12147,28556,27503,16203,8386, 
 购买商品、接受劳务支付的现金(万元),18819,10418,4978,10224,7435,5228,2435,11691,8378,12496,14036,9347,5836, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3896,2662,1593,4168,3112,1961,1100,3496,2696,2789,1991,1113,691, 
 支付的各项税费(万元),2343,1452,1035,4101,2701,1886,1329,2360,1901,3328,2838,1282,973, 
 支付的其他与经营活动有关的现金(万元),1804,1148,582,1797,1374,674,346,1575,1613,1604,1547,826,545, 
 经营活动现金流出小计(万元),26862,15680,8189,20290,14623,9749,5210,19122,14588,20218,20412,12568,8045, 
 经营活动产生的现金流量净额(万元),-13005,-9436,-4539,7940,1725,2446,-255,366,-2441,8338,7091,3635,341, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,33, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,0,0,0,2,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),723,312,--,6036,6036,6036,--,14634,12805,8014,609,--,1880, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),723,312,0,6036,6036,6036,0,14634,12805,8014,611,0,1913, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2091,1428,990,3985,3765,2802,1790,5836,4980,10230,376,4890,152, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),8500,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),15600,24000,--,6000,6000,6000,--,8000,6000,12560,--,--,1500, 
