 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),104444,67618,132922,94123,105109,87403,59136, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1780,1765,2822,1818,4035,686,2077, 
 经营活动现金流入小计(万元),106224,69383,135744,95941,109144,88090,61212, 
 购买商品、接受劳务支付的现金(万元),46087,28166,60097,44604,51906,44102,32843, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5708,3907,6459,4613,5776,4354,2798, 
 支付的各项税费(万元),11373,6974,12069,9054,9274,7052,4926, 
 支付的其他与经营活动有关的现金(万元),38731,26566,42518,29631,38734,31708,7078, 
 经营活动现金流出小计(万元),101900,65614,121143,87903,105689,87215,47644, 
 经营活动产生的现金流量净额(万元),4325,3769,14601,8038,3455,874,13568, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,18,17,1075,10,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,11,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,15900,--,29729,29954,1100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,15918,17,30804,29975,1111, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2082,1508,2855,1222,4233,11221,8758, 
 投资所支付的现金(万元),--,--,--,--,--,728,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,15900,--,12050,44649,3784, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2082,1508,18755,1222,16283,56598,12542, 
 投资活动产生的现金流量净额(万元),-2082,-1508,-2838,-1205,14521,-26623,-11432, 
 吸收投资收到的现金(万元),--,--,--,--,480,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,480,--,--, 
 取得借款收到的现金(万元),--,--,4787,2000,7970,39643,15409, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,2740,4380, 
 筹资活动现金流入小计(万元),0,0,4787,2000,8450,42383,19789, 
 偿还债务支付的现金(万元),3894,3792,8508,2806,12021,7887,19616, 
 分配股利、利润或偿付利息所支付的现金(万元),1205,839,1844,1405,14791,2053,716, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,5677,3478, 
 筹资活动现金流出小计(万元),5099,4631,10352,4211,26812,15618,23810, 
 筹资活动产生的现金流量净额(万元),-5099,-4631,-5565,-2211,-18362,26765,-4021, 
 汇率变动对现金及现金等价物的影响(万元),-2,-1,3,--,--,--,--, 
 现金及现金等价物净增加额(万元),-2858,-2371,6201,4622,-386,1017,-1884, 
 加:期初现金及现金等价物余额(万元),--,9103,2903,--,3288,2272,4156, 
 期末现金及现金等价物余额(万元),--,6732,9103,--,2903,3288,2272, 
 净利润(万元),--,7074,13584,--,6040,3920,3232, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,273,292,--,255,194,-129, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,928,1849,--,1764,1202,980, 
 无形资产摊销(万元),--,736,1270,--,1073,561,359, 
 长期待摊费用摊销(万元),--,--,26,--,22,22,22, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,82,30,--,18,-5,-1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
