 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),37577,24551,38853,28259,18306,34512,37412,34311, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3109,1978,2903,2445,1743,2824,2265,2337, 
 收到的其他与经营活动有关的现金(万元),426,374,203,181,27,156,153,335, 
 经营活动现金流入小计(万元),41112,26904,41959,30884,20076,37491,39830,36984, 
 购买商品、接受劳务支付的现金(万元),21510,13240,16674,12124,6520,15655,17851,17255, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5624,3908,6145,4749,3366,5694,5509,4868, 
 支付的各项税费(万元),4824,2978,4732,3762,2423,4454,4882,4222, 
 支付的其他与经营活动有关的现金(万元),2441,1629,3202,2398,1584,2579,2579,2663, 
 经营活动现金流出小计(万元),34400,21755,30752,23033,13893,28381,30821,29008, 
 经营活动产生的现金流量净额(万元),6713,5149,11207,7851,6183,9110,9009,7975, 
 收回投资所收到的现金(万元),69406,51097,101954,73115,49485,100413,111285,39969, 
 取得投资收益所收到的现金(万元),100,100,90,90,177,145,90,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,2,40,27,9,145,5,24, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,0,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,703,700,700,--,--,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),69512,51199,102787,73933,50371,100703,111381,40493, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4293,2794,5587,4625,4238,4886,4754,3664, 
 投资所支付的现金(万元),69625,50250,101123,72812,40562,104426,116731,44030, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,100,100,100,750,350,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),73918,53044,106810,77537,44900,110062,121835,47694, 
 投资活动产生的现金流量净额(万元),-4406,-1845,-4024,-3604,5470,-9358,-10454,-7200, 
 吸收投资收到的现金(万元),--,--,270,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,270,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,1800,1844,1977, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,180, 
 筹资活动现金流入小计(万元),0,0,270,0,0,1800,1844,2157, 
 偿还债务支付的现金(万元),--,--,900,900,900,900,1894,3427, 
 分配股利、利润或偿付利息所支付的现金(万元),2500,2500,5704,3060,3060,2055,2581,2051, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,189,45,45,45,48,40, 
 支付其他与筹资活动有关的现金(万元),102,33,359,180,180,--,--,--, 
 筹资活动现金流出小计(万元),2602,2533,6963,4140,4140,2955,4476,5478, 
 筹资活动产生的现金流量净额(万元),-2602,-2533,-6693,-4140,-4140,-1155,-2631,-3321, 
 汇率变动对现金及现金等价物的影响(万元),67,76,121,121,85,140,-164,-25, 
 现金及现金等价物净增加额(万元),-229,846,611,228,7599,-1264,-4240,-2571, 
 加:期初现金及现金等价物余额(万元),1808,1808,1197,1197,1197,2461,6700,9271, 
 期末现金及现金等价物余额(万元),1579,2654,1808,1425,8796,1197,2461,6700, 
 净利润(万元),--,6373,8242,--,--,9074,8490,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,55,57,--,--,129,63,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1163,1761,--,--,1240,1121,--, 
 无形资产摊销(万元),--,53,109,--,--,108,105,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,95,--,--,-87,12,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,-64,--,--,64,-1,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-76,-110,--,--,-129,197,--, 
 投资损失(万元),--,-518,-544,--,--,-934,-313,--, 
 递延所得税资产减少(万元),--,14,-3,--,--,-27,-19,--, 
 递延所得税负债增加(万元),--,--,--,--,--,-0,0,--, 
 存货的减少(万元),--,-1469,-920,--,--,340,785,--, 
 经营性应收项目的减少(万元),--,-2014,-1017,--,--,-1084,-1980,--, 
 经营性应付项目的增加(万元),--,1577,2430,--,--,458,613,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,-12,1172,--,--,-42,-65,--, 
 经营活动产生现金流量净额(万元),--,5149,11207,--,--,9110,9009,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1579,2654,1808,1425,8796,1197,2461,6700, 
 现金的期初余额(万元),1808,1808,1197,1197,1197,2461,6700,9271, 
