 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),30050,120997,83372,51474,16546,81409,55383,34908,12094,76667,50787,31348,13232,81650,86769,87909,81043,61175,51174,40077, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,40,--,63,24,644,1989,1587, 
 收到的其他与经营活动有关的现金(万元),3918,3813,3134,2303,641,3130,1675,1345,538,1846,1374,575,396,1536,1489,885,1326,1655,2362,3566, 
 经营活动现金流入小计(万元),33969,124810,86506,53777,17187,84539,57058,36253,12632,78513,52161,31922,13627,83226,88258,88857,82393,63474,55525,45229, 
 购买商品、接受劳务支付的现金(万元),15377,57263,40283,24737,11771,32930,24355,15526,7365,25593,20495,13142,6167,37719,39228,41090,39290,27259,20333,23946, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5253,18061,13149,7901,3917,12048,8715,5854,2741,10939,8210,5398,2742,10703,9815,8266,7301,6265,5251,4638, 
 支付的各项税费(万元),2789,12287,10339,6779,2232,10161,7682,5356,1388,10646,8253,5778,2186,11775,10756,9618,8489,7980,7713,4656, 
 支付的其他与经营活动有关的现金(万元),8569,21557,16795,10805,5110,14806,10026,6156,2759,11592,8481,4529,2396,11440,11997,11770,12606,9028,8303,6069, 
 经营活动现金流出小计(万元),31988,109169,80567,50222,23030,69945,50777,32891,14254,58770,45438,28847,13492,71638,71796,70744,67686,50533,41600,39309, 
 经营活动产生的现金流量净额(万元),1981,15641,5939,3555,-5843,14594,6281,3361,-1622,19744,6723,3075,135,11588,16462,18112,14707,12941,13926,5921, 
 收回投资所收到的现金(万元),33035,97120,52520,39020,3400,26700,26700,21000,--,--,--,--,--,--,--,--,113,0,0,66, 
 取得投资收益所收到的现金(万元),216,2058,1684,1608,808,941,938,122,6,268,228,228,76,19,147,141,379,98,328,70, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,8,7,7,5,265,262,262,3,30,24,17,7,139,41,7,213,322,172,299, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,25,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,421,--, 
