 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),12056,9325,17933,10211,6546,14776,9660,9739, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),753,489,985,547,321,213,--,--, 
 收到的其他与经营活动有关的现金(万元),3193,2995,6911,7671,6974,296,374,252, 
 经营活动现金流入小计(万元),16002,12810,25829,18429,13841,15286,10035,9990, 
 购买商品、接受劳务支付的现金(万元),11373,8850,10735,6138,5011,11939,4737,2120, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1211,951,1735,1218,853,1148,1131,682, 
 支付的各项税费(万元),3800,2462,3947,2685,2140,1607,655,402, 
 支付的其他与经营活动有关的现金(万元),1796,409,1467,615,419,7481,787,1330, 
 经营活动现金流出小计(万元),18181,12672,17884,10656,8424,22176,7310,4534, 
 经营活动产生的现金流量净额(万元),-2179,137,7946,7773,5417,-6890,2725,5456, 
 收回投资所收到的现金(万元),1530,1640,--,576,1200,--,--,--, 
 取得投资收益所收到的现金(万元),14,13,21,62,9,59,3,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,33,--,--,958,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
