 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),32619,21625,11034,38316,28198,19679,9943,33115,25675,8717,24056,18934,16039, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1834,556,214,2531,2425,1190,78,2534,2034,859,562,805,702, 
 经营活动现金流入小计(万元),34454,22181,11248,40847,30623,20869,10021,35648,27708,9575,24618,19739,16741, 
 购买商品、接受劳务支付的现金(万元),20287,13223,7324,20211,15866,10824,6025,17662,13665,4738,13139,10923,9417, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4390,2955,1728,4787,3477,2512,1105,3734,2856,1176,3148,2655,2338, 
 支付的各项税费(万元),2496,1860,1133,3807,2658,1931,1110,3325,2646,829,2045,1758,1381, 
 支付的其他与经营活动有关的现金(万元),5737,4546,1120,4838,3868,2952,732,5660,3935,1074,3506,1987,1780, 
 经营活动现金流出小计(万元),32911,22583,11305,33643,25869,18219,8973,30381,23103,7816,21839,17323,14916, 
 经营活动产生的现金流量净额(万元),1544,-402,-57,7204,4754,2650,1048,5267,4605,1759,2779,2416,1826, 
