 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),14427,47431,39065,20514,7581,31292,23381,14471,4919,34230,26547,15146,5726,31533,23232,15885,4984,24384,21241,15626, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),181,478,279,161,--,52,39,2,--,41,31,17,8,24,17,2,2,45,34,50, 
 收到的其他与经营活动有关的现金(万元),349,1267,624,387,107,4419,152,128,52,121,248,231,102,2197,1255,1114,138,428,622,987, 
 经营活动现金流入小计(万元),14957,49176,39967,21062,7688,35763,23572,14601,4971,34391,26826,15394,5835,33754,24503,17001,5124,24857,21897,16663, 
 购买商品、接受劳务支付的现金(万元),8749,31000,31473,14093,7729,21568,19560,9911,5420,26919,21441,10370,7188,21947,17975,10576,7098,14718,12487,9058, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2712,9637,6913,4267,1851,6035,4674,3264,1848,5192,3940,2594,1471,4555,3426,2268,1272,3685,2836,1850, 
 支付的各项税费(万元),1804,5086,4224,1743,502,3403,2906,1191,597,3450,3154,2003,905,2663,2401,1478,775,2568,1771,1569, 
 支付的其他与经营活动有关的现金(万元),4249,5619,3430,2332,787,7070,3395,1374,757,2189,2059,1447,816,2146,1806,1368,692,2281,2247,2851, 
 经营活动现金流出小计(万元),17514,51342,46041,22435,10868,38076,30535,15740,8622,37750,30594,16415,10380,31312,25608,15691,9838,23251,19341,15328, 
 经营活动产生的现金流量净额(万元),-2557,-2166,-6074,-1373,-3180,-2313,-6963,-1138,-3651,-3359,-3768,-1021,-4545,2442,-1104,1311,-4714,1606,2556,1336, 
 收回投资所收到的现金(万元),12700,26905,16105,5345,2900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),26,137,20,26,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,13,0,--,--,20,20,20,--,--,--,--,--,16,16,15,0,2,--,538, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,0,600,500,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12726,27055,16125,5371,2901,20,20,20,0,0,0,0,0,16,16,85,0,602,500,538, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),435,2447,1644,1444,1246,1783,1702,1080,843,8438,6763,1393,788,1515,1234,1020,712,2024,6313,2017, 
 投资所支付的现金(万元),11500,23200,14100,1700,999,2900,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),811,12532,12532,7921,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),12746,38180,28276,11064,2245,4683,1702,1080,843,8438,6763,1393,788,1515,1234,1020,712,2524,6313,2017, 
 投资活动产生的现金流量净额(万元),-20,-11125,-12151,-5694,655,-4663,-1682,-1060,-843,-8438,-6763,-1393,-788,-1499,-1218,-936,-712,-1923,-5813,-1479, 
 吸收投资收到的现金(万元),--,29877,29877,29877,--,--,--,--,--,25693,25693,25693,25693,--,--,--,--,--,--,5800, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),128,1968,1905,884,--,--,--,--,--,1500,1500,1500,1500,9118,7350,3550,3550,3670,1900,300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,142,53,25,3,489,395,11,--,49,36,21,88,185,57,148,421,--,--,1684, 
 筹资活动现金流入小计(万元),128,31987,31835,30786,3,489,395,11,0,27242,27229,27214,27281,9302,7406,3698,3970,3670,1900,7784, 
