 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),88316,254977,171942,90130,15121,69260,53277,34996,18947,60743,46353,28140,17270,49614,37768,25618,46944,39236,36649, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),612,644,359,29,22,--,6,--,--,--,23,23,7,--,19,--,520,--,361, 
 收到的其他与经营活动有关的现金(万元),42,763,642,519,236,1083,485,393,273,850,330,306,73,407,443,220,331,444,177, 
 经营活动现金流入小计(万元),88970,256384,172943,90679,15380,70343,53768,35388,19221,61593,46706,28470,17349,50022,38230,25837,47795,39680,37186, 
 购买商品、接受劳务支付的现金(万元),49285,147438,90982,43335,9998,29258,18382,12565,5236,23853,13729,9157,6631,19187,13538,9323,20261,13865,23280, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20164,64537,37452,19222,2598,10007,6359,4374,2313,8007,5391,3730,2210,6980,4814,3420,5510,3847,2774, 
 支付的各项税费(万元),7800,19571,14346,7836,1896,7049,5224,3728,1602,10613,8427,5060,1944,7457,6478,4058,6803,6291,5693, 
 支付的其他与经营活动有关的现金(万元),9152,20660,21859,9443,1559,4206,3511,2804,1381,3029,3372,2443,1010,2517,3235,1086,2208,2293,2196, 
 经营活动现金流出小计(万元),86402,252205,164640,79836,16051,50521,33475,23471,10532,45502,30919,20391,11794,36141,28064,17887,34782,26297,33944, 
 经营活动产生的现金流量净额(万元),2569,4179,8304,10843,-672,19822,20293,11917,8688,16091,15787,8079,5555,13880,10165,7951,13013,13383,3242, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),75,50,59,36,12,9,9,7,1,31,16,6,6,27,27,27,0,2,24, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,30,30,30,336,286,--,--,619,658,235,56,844,370,15,489,2961,150, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),75,50,89,66,42,345,295,7,1,650,674,241,62,871,397,42,489,2987,174, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16045,33587,24093,11352,6216,17650,10183,8464,2456,13049,3227,1481,934,3661,3344,2765,7145,5803,2495, 
 投资所支付的现金(万元),--,1294,11294,11294,--,--,--,--,--,--,--,--,--,--,--,--,1956,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,-13942,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,858,700,--,--,--,--,--,--,--,8,--,--,219,--,--,--,240,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16045,21798,36087,22646,6216,17650,10183,8464,2456,13049,3235,1481,934,3880,3344,2765,9100,6043,2495, 
 投资活动产生的现金流量净额(万元),-15970,-21749,-35998,-22580,-6174,-17305,-9888,-8457,-2455,-12399,-2561,-1240,-872,-3009,-2947,-2724,-8611,-3055,-2320, 
 吸收投资收到的现金(万元),--,18290,111990,111990,18290,--,--,--,--,67285,67285,68405,--,1000,1000,1000,--,--,6563, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1000,--,1000,--,--,1400, 
 取得借款收到的现金(万元),15503,123931,16518,12275,--,--,--,--,--,--,--,--,--,3000,--,--,3000,3000,3350, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,8083,--,--,--,--,--,--,--,1145,1120,--,--,115,115,115,300,50,--, 
 筹资活动现金流入小计(万元),15503,150305,128508,124265,18290,0,0,0,0,68430,68405,68405,0,4115,1115,1115,3300,3050,9913, 
 偿还债务支付的现金(万元),--,182991,181254,174582,--,--,--,--,--,3000,3000,3000,--,3700,500,200,3000,3350,6000, 
 分配股利、利润或偿付利息所支付的现金(万元),3616,10563,10043,9859,--,10000,10000,10000,--,3716,3819,3819,3790,4044,4168,4131,2909,2410,2526, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,575,300,300,--,116,8,8,--,1601,366,--,143,307,100,100,--,285,72, 
 筹资活动现金流出小计(万元),3616,194130,191597,184741,0,10116,10008,10008,0,8317,7185,6819,3933,8051,4768,4431,5909,6045,8598, 
 筹资活动产生的现金流量净额(万元),11887,-43825,-63089,-60476,18290,-10116,-10008,-10008,0,60113,61220,61586,-3933,-3936,-3653,-3316,-2609,-2995,1315, 
 汇率变动对现金及现金等价物的影响(万元),-141,-46,43,-540,3,40,59,46,-11,-35,-31,-1,1,37,45,10,-1,-8,2, 
 现金及现金等价物净增加额(万元),-1655,-61442,-90741,-72753,11447,-7559,457,-6502,6223,63770,74416,68424,751,6972,3611,1921,1791,7325,2240, 
 加:期初现金及现金等价物余额(万元),29661,91286,116036,116036,91286,98845,98845,98845,99383,35075,35246,35246,35075,28104,28104,28104,26312,18987,16748, 
 期末现金及现金等价物余额(万元),28006,29844,25295,43283,102733,91286,99301,92343,105607,98845,109662,103670,35826,35075,31714,30024,28104,26312,18987, 
 净利润(万元),--,13357,--,6572,--,11279,--,6421,--,13527,--,8507,--,13469,--,8384,13108,12339,11774, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-165,--,--,7,18,-43, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,342,--,41,--,-186,--,-14,--,1159,--,416,--,624,--,450,121,78,348, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,7388,--,4581,--,3929,--,1669,--,2820,--,1253,--,2485,--,1146,1746,1514,1408, 
 无形资产摊销(万元),--,1316,--,570,--,288,--,313,--,350,--,134,--,259,--,123,230,180,70, 
 长期待摊费用摊销(万元),--,451,--,1563,--,169,--,81,--,94,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,37,--,27,--,-167,--,-2,--,147,--,-9,--,-18,--,-18,0,-0,-1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,5870,--,1317,--,-38,--,12,--,67,--,69,--,193,--,102,184,229,95, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-246,--,-246,--,--,--, 
 递延所得税资产减少(万元),--,-2009,--,--,--,-547,--,--,--,-540,--,69,--,-238,--,-212,-620,-121,-259, 
 递延所得税负债增加(万元),--,-271,--,--,--,-54,--,--,--,-58,--,--,--,182,--,-8,--,--,--, 
 存货的减少(万元),--,-29291,--,-36562,--,-3214,--,-697,--,214,--,-271,--,-1530,--,-1267,-1406,590,-5231, 
