 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),28532,18429,9958,21604,14073,9662,4608,15329,11846,7935,4432,18592,6977,2740,26042,28536,14705, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,114,16,13,--,--,--,--,28,27,116, 
 收到的其他与经营活动有关的现金(万元),804,348,178,817,795,332,102,1793,1363,1047,996,245,116,28,529,572,1952, 
 经营活动现金流入小计(万元),29336,18777,10137,22421,14869,9993,4709,17236,13225,8996,5429,18837,7092,2767,26599,29135,16773, 
 购买商品、接受劳务支付的现金(万元),7270,5944,3403,9558,7568,4434,1975,5071,4352,3070,1726,4557,2255,1422,7074,9584,5443, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9955,6672,3011,9507,6339,4045,2112,8280,6534,4519,2605,6755,3243,1718,8873,5756,3383, 
 支付的各项税费(万元),4181,2547,1264,5541,4003,2490,1161,1727,968,982,630,4183,1365,478,5213,5010,1829, 
 支付的其他与经营活动有关的现金(万元),4121,2107,864,1753,2041,1225,441,1502,1695,1242,340,2498,860,486,2416,1842,2715, 
 经营活动现金流出小计(万元),25526,17270,8541,26359,19952,12195,5689,16579,13550,9813,5300,17993,7723,4104,23575,22192,13369, 
 经营活动产生的现金流量净额(万元),3810,1506,1595,-3937,-5083,-2202,-980,656,-325,-818,129,844,-630,-1337,3023,6943,3404, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),41,18,--,7,--,--,--,17,3,3,3,0,0,0,10,4,13, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,555,130,130,--,300,--,--,400,200,200, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),41,18,0,7,0,0,0,572,133,133,3,300,0,0,410,204,213, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8721,3731,1420,11434,8706,5694,1028,2171,1427,920,138,779,359,254,2459,4633,4765, 
 投资所支付的现金(万元),100,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),512,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9333,3831,1520,11434,8706,5694,1028,2171,1427,920,138,779,359,254,2459,4633,4765, 
 投资活动产生的现金流量净额(万元),-9292,-3813,-1520,-11426,-8706,-5694,-1028,-1600,-1294,-787,-135,-479,-359,-254,-2049,-4429,-4553, 
 吸收投资收到的现金(万元),--,--,--,22169,16761,16761,16761,--,--,--,0,--,--,--,--,0,8291, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),5000,2000,--,--,--,--,--,--,--,--,--,83,--,--,491,2680,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,539,539,539,539,--,--,--,0,--,--,--,--,458,45, 
 筹资活动现金流入小计(万元),5000,2000,0,22708,17300,17300,17300,0,0,0,0,83,0,0,491,3138,11336, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,83,83,83,--,491,--,--,1180,3500,3500, 
 分配股利、利润或偿付利息所支付的现金(万元),2377,2301,--,46,42,42,35,1502,1502,1502,1501,28,18,10,2030,177,2685, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,539,504,504,25,--,--,0,0,--,--,--,--,--,30, 
 筹资活动现金流出小计(万元),2377,2301,0,585,545,545,61,1584,1584,1584,1501,519,18,10,3210,3677,6215, 
 筹资活动产生的现金流量净额(万元),2623,-301,0,22123,16755,16755,17239,-1584,-1584,-1584,-1501,-437,-18,-10,-2719,-539,5122, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,-5,--,--,--,--,--,--,--,--,--,--,--,--,--, 
