 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),144402,88366,42334,198100,136692,88435,38373,103464,60080,39636,17333,69265,49003,24782,11004,62096,46908,31677,9269,42345,30598,20169,8783,35651,24833,15620,6851,29716,16578,9625,4102,18351,13515,8724,3010,15352,11160,12851,10992, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),4288,3041,1526,3999,3772,2779,1309,3069,2432,1632,645,2184,1637,1003,561,2741,1861,974,500,2071,1509,826,511,2592,1895,847,499,1721,1551,1071,3,688,427,193,42,280,62,321,250, 
 收到的其他与经营活动有关的现金(万元),8070,6243,1141,6143,6726,3447,1441,1977,1172,504,142,1700,1776,1558,723,1454,1106,535,538,1120,689,436,324,951,1195,498,361,1450,1510,645,187,2285,2035,728,94,879,484,504,277, 
 经营活动现金流入小计(万元),156760,97650,45002,208243,147190,94661,41123,108510,63684,41772,18121,73149,52416,27343,12288,66291,49876,33186,10307,45535,32796,21432,9618,39194,27923,16966,7711,32887,19640,11341,4292,21324,15976,9645,3146,16511,11705,13675,11519, 
 购买商品、接受劳务支付的现金(万元),70466,47893,23845,95012,69993,49588,19595,58449,39257,24824,10228,41851,31884,15393,6936,40594,34392,22324,6677,27099,21921,14210,6097,24806,18007,11136,5509,27683,18109,11069,4839,12483,8490,5129,2519,9404,6810,9538,7761, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),36151,23925,11668,42347,29697,18889,8724,21396,12580,8652,4319,16155,10779,6433,3044,13652,9749,6165,2364,9684,6495,4261,2096,8542,6312,4289,2147,7154,4828,3030,1309,4059,3160,1994,844,2918,2173,2517,1909, 
 支付的各项税费(万元),14802,11088,6858,15690,13639,10382,6285,3405,1509,1303,409,1493,1363,846,350,1650,974,721,265,1119,729,505,174,901,661,438,227,687,406,249,106,347,275,166,109,362,289,323,236, 
 支付的其他与经营活动有关的现金(万元),19363,13947,5284,15624,14999,8752,4695,8539,5891,4173,1989,5829,5242,3055,2066,5757,3468,2433,792,5173,2732,2028,990,3951,3155,1759,847,3327,2434,1162,546,2381,992,604,500,1123,1094,871,1141, 
