 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),9871,38237,26721,16564,7987,15749,8333,3718,1576,30788,25625,18690,4053,14400,9990,6939,3664,11426,8222,5054,1617,9577,5790,3937,1749,10139,5977,3344,1423,7635,5950,4184,2527,11027,6806,4787,2669,10961,6812,4055,1809,6362,3711,2509,1104,5265,6310,5250,2404,8732,2266,1611,861, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 收到的税费返还(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,35,--,--,--,--,--,--,33,33,33,33,--,--,--,--,--,--,--,--,--,--,0,--,4,4,--,--,50,39,0,--,787,33,0,0, 
 收到的其他与经营活动有关的现金(万元),347,2112,1986,1478,737,639,476,326,165,1047,1125,1083,581,1552,1397,1219,611,6986,6229,2972,866,3022,1211,602,249,1206,638,554,160,3173,730,547,311,1607,1389,987,781,1930,950,552,116,1792,1272,1015,576,5688,5690,4099,195,23326,8777,3081,87, 
 经营活动现金流入小计(万元),10217,40349,28707,18042,8724,16388,8810,4044,1740,31835,26750,19773,4634,15952,11388,8158,4275,18447,14487,8026,2484,12599,7001,4539,1998,11378,6648,3932,1617,10808,6680,4731,2838,12634,8196,5774,3449,12891,7763,4607,1925,8158,4986,3524,1679,11003,12039,9349,2599,32845,11076,4692,949, 
 购买商品、接受劳务支付的现金(万元),1512,5136,3135,2162,1093,5641,3109,2024,1272,6939,4748,3611,1727,8734,5638,4361,2312,9990,5611,3607,1712,6066,4430,2390,977,4360,3290,1826,613,2803,2173,1620,941,8516,5039,4043,1797,3793,2525,1874,936,3663,1456,1075,423,3365,2383,845,452,3681,1098,603,307, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),583,2082,1410,934,383,1273,1050,775,391,1719,1296,956,498,1483,1278,953,492,1607,1188,841,500,1851,1289,808,449,1670,1282,849,394,1497,1047,662,371,1353,918,615,331,1063,875,600,276,1192,896,626,294,908,732,458,235,925,591,384,207, 
 支付的各项税费(万元),1731,5392,3948,2628,1362,1779,864,372,183,3294,2648,1569,455,2281,1855,1497,998,1778,1190,789,475,1581,968,633,276,1706,1131,691,375,1073,801,538,184,1412,1120,731,464,854,769,489,240,523,425,246,123,869,662,573,300,479,304,232,115, 
 支付的其他与经营活动有关的现金(万元),5995,33070,20457,11871,4998,6250,3344,1456,892,5090,4625,3132,1839,2528,3197,1997,1656,5625,6854,3561,795,5205,3024,1753,768,1886,1263,966,347,3499,1287,799,340,2527,1919,896,375,2522,1153,864,214,2637,1671,1173,686,6556,5623,5863,2436,27118,5683,1453,2381, 
