 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),81791,346537,212575,129334,44309,194789,112201,68225,34255,107977,58854,29387,20782,82445,40826,19489,17192,41601,32617,20101,16014,30987,22126,46013,33211, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),88,3429,3746,88,49,312,88,64,32,173,92,67,24,124,81,--,--,--,--,--,--,11,--,--,--, 
 收到的其他与经营活动有关的现金(万元),19435,8984,47466,24210,20097,7519,25913,16997,16363,5434,26400,13431,7455,2952,5949,2152,18955,917,927,1312,9739,2714,2609,2852,3379, 
 经营活动现金流入小计(万元),101314,358950,263787,153632,64455,202620,138202,85287,50650,113584,85345,42885,28261,85521,46857,21641,36148,42518,33544,21412,25753,33712,24734,48865,36591, 
 购买商品、接受劳务支付的现金(万元),60751,246408,160153,94872,37363,138021,84804,55901,32639,86217,54402,27942,19527,59337,35768,24421,15141,42400,31279,18119,11527,44540,32967,38618,30871, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10310,30379,21742,14402,6757,22136,14636,9762,5381,14329,9787,6539,3643,10672,7338,4795,2749,8547,6425,4324,2355,6673,4955,4527,3430, 
 支付的各项税费(万元),3701,16209,11312,7124,3303,10165,7332,4933,2936,7236,2977,2346,1077,4285,2531,2053,1046,2968,1919,1461,948,3708,2844,3714,2853, 
 支付的其他与经营活动有关的现金(万元),20726,33745,56005,31122,30770,22142,38716,19629,23832,16908,45848,31186,12119,12526,31095,21559,25132,11746,11854,5682,15848,6009,2835,5382,6462, 
 经营活动现金流出小计(万元),95488,326741,249212,147521,78193,192464,145488,90225,64788,124689,113015,68013,36366,86821,76732,52829,44068,65661,51477,29586,30678,60929,43601,52241,43617, 
 经营活动产生的现金流量净额(万元),5826,32210,14574,6111,-13738,10156,-7286,-4939,-14139,-11106,-27669,-25128,-8104,-1300,-29876,-31188,-7920,-23143,-17933,-8174,-4926,-27218,-18867,-3376,-7026, 
 收回投资所收到的现金(万元),--,1553,7004,5254,1800,1913,2650,1500,550,2029,1529,1529,--,--,--,--,--,1350,1350,1350,--,--,--,7000,--, 
 取得投资收益所收到的现金(万元),--,67,83,58,7,61,9,6,3,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,4903,9,3,6,29,7,--,--,30,26,26,--,--,--,--,--,21,6,6,--,1,1,1,0, 
 处置子公司及其他营业单位收到的现金净额(万元),3610,4035,--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,266,218,200,16550,2738,2739,2387,441,--,--,--,--,--,--,--,52,274,260,--,69,60,1325,41, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3611,10558,7362,5538,2014,18552,5404,4245,2940,2517,1555,1555,0,0,0,0,0,1422,1630,1616,0,70,61,8326,42, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),23942,104649,78544,45584,20259,62637,26385,14301,7221,23322,12200,4433,2198,10866,3888,899,362,14330,9861,1732,109,1405,748,5454,3506, 
 投资所支付的现金(万元),--,4902,11677,6590,7038,3459,18451,15302,810,13704,11592,5798,4140,8571,3108,--,--,1550,1550,1550,1550,--,--,340,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),483,38757,37106,10863,649,23512,12537,12537,12537,--,--,--,--,16956,--,--,--,524,524,524,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),30,2000,734,2,2,6375,1100,1100,100,2500,--,--,--,9000,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),24455,150309,128061,63039,27948,95984,58473,43240,20668,39527,23793,10232,6338,45393,6996,899,362,16403,11935,3806,1659,1405,748,5794,3506, 
 投资活动产生的现金流量净额(万元),-20844,-139750,-120699,-57501,-25934,-77431,-53069,-38995,-17727,-37009,-22237,-8676,-6338,-45393,-6996,-899,-362,-14981,-10304,-2190,-1659,-1335,-687,2532,-3464, 
 吸收投资收到的现金(万元),3031,157,3789,272,135,3533,1658,1560,424,14444,13444,10913,--,700,700,700,--,70601,--,--,--,70,--,250,27720, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,157,--,--,--,2397,--,--,--,3531,--,--,--,700,700,700,--,--,--,--,--,70,--,250,1800, 
 取得借款收到的现金(万元),58055,230859,181703,134543,88582,159418,107845,73177,65177,54326,45286,21326,14000,87090,67810,41810,6800,61389,44286,19370,12500,17186,9000,100,11865, 
 发行债券收到的现金(万元),59760,83200,83200,--,--,--,--,--,--,35000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),830,9323,200,--,0,--,980,--,--,225,34878,34878,34878,--,4972,4972,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),121676,323539,268892,134815,88717,162951,110484,74737,65601,103995,93607,67116,48878,87790,73482,47482,6800,131990,44286,19370,12500,17256,9000,350,39585, 
 偿还债务支付的现金(万元),55094,166419,133116,76816,62589,82213,72036,57336,56123,39975,43414,30014,28014,94199,84242,58185,58175,17000,12000,3000,--,186,--,1765,12100, 
 分配股利、利润或偿付利息所支付的现金(万元),3550,12451,9182,6211,1888,9037,5389,3930,833,5142,3238,2648,583,3546,2898,604,322,2564,1604,921,341,214,15,55,410, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,1088,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2400,18221,200,--,--,4140,--,--,--,189,16,16,--,590,75,75,75,20,12,9,--,33,6,5,30, 
 筹资活动现金流出小计(万元),61044,197091,142498,83027,64477,95391,77425,61265,56956,45305,46669,32678,28596,98335,87215,58864,58572,19583,13616,3930,341,434,21,1825,12541, 
 筹资活动产生的现金流量净额(万元),60632,126448,126394,51788,24240,67561,33059,13472,8645,58690,46938,34438,20281,-10545,-13733,-11382,-51772,112407,30670,15440,12159,16822,8979,-1475,27045, 
 汇率变动对现金及现金等价物的影响(万元),--,71,--,--,--,1,--,--,--,12,--,--,--,18,--,--,--,30,-6,-6,--,2,-0,2,-12, 
 现金及现金等价物净增加额(万元),45614,18978,20270,398,-15432,286,-27295,-30461,-23221,10587,-2968,635,5839,-57220,-50604,-43469,-60054,74313,2427,5070,5575,-11728,-10576,-2316,16543, 
 加:期初现金及现金等价物余额(万元),54147,35169,35169,35169,35169,34883,34883,34883,34883,24297,25638,24297,24297,81517,81517,81517,81517,7203,7203,7203,7213,18931,18931,21248,4705, 
 期末现金及现金等价物余额(万元),99761,54147,55439,35567,19737,35169,7588,4422,11663,34883,22670,24931,30135,24297,30912,38048,21462,81517,9630,12273,12787,7203,8356,18931,21248, 
 净利润(万元),--,39680,--,18927,--,24028,--,8768,--,16389,--,3659,--,10649,--,1553,--,11545,--,1739,--,13688,--,14185,12488, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,4976,--,-271,--,1441,--,-1034,--,1569,--,1131,--,1430,--,460,--,-298,--,-630,--,976,--,-370,403, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,5736,--,2443,--,3187,--,1258,--,1222,--,505,--,921,--,453,--,829,--,394,--,748,--,365,182, 
 无形资产摊销(万元),--,2291,--,1124,--,1644,--,628,--,1597,--,445,--,867,--,490,--,43,--,15,--,1,--,--,--, 
 长期待摊费用摊销(万元),--,123,--,58,--,60,--,24,--,14,--,9,--,1,--,--,--,--,--,--,--,--,--,2,21, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-617,--,-38,--,36,--,66,--,90,--,61,--,-16,--,0,--,-16,--,-5,--,68,--,7,1, 
 固定资产报废损失(万元),--,--,--,--,--,581,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,9591,--,4958,--,6075,--,2680,--,4329,--,1846,--,2502,--,-753,--,-2530,--,-1114,--,-920,--,-500,-319, 
 投资损失(万元),--,-5016,--,-1476,--,-3066,--,-1181,--,-2564,--,-854,--,61,--,62,--,25,--,27,--,-2,--,4,--, 
 递延所得税资产减少(万元),--,310,--,-40,--,-409,--,153,--,-180,--,-157,--,29,--,20,--,-24,--,-26,--,-157,--,-57,-63, 
 递延所得税负债增加(万元),--,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-41460,--,-26794,--,-19432,--,-18843,--,-35834,--,-19673,--,-34524,--,-18887,--,-15725,--,6203,--,-11196,--,-17246,-14504, 
 经营性应收项目的减少(万元),--,-7988,--,-25419,--,3219,--,-18048,--,-29321,--,-20674,--,-5753,--,-17620,--,-28881,--,-11701,--,-35522,--,-15998,-12291, 
 经营性应付项目的增加(万元),--,24634,--,32639,--,-7274,--,20592,--,31997,--,8576,--,22398,--,3032,--,11727,--,-3240,--,5330,--,15542,7450, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-71,--,--,--,66,--,--,--,-413,--,--,--,133,--,--,--,164,--,164,--,-232,--,692,-394, 
 经营活动产生现金流量净额(万元),--,32210,--,6111,--,10156,--,-4939,--,-11106,--,-25128,--,-1300,--,-31188,--,-23143,--,-8174,--,-27218,--,-3376,-7026, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),99761,54147,55439,35567,19737,35169,7588,4422,11663,34883,22670,24931,30135,24297,30912,38048,21462,81517,9630,12273,12787,7203,8356,18931,21248, 
 现金的期初余额(万元),54147,35169,35169,35169,35169,34883,34883,34883,34883,24297,25638,24297,24297,81517,81517,81517,81517,7203,7203,7203,7213,18931,18931,21248,4705, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),45614,18978,20270,398,-15432,286,-27295,-30461,-23221,10587,-2968,635,5839,-57220,-50604,-43469,-60054,74313,2427,5070,5575,-11728,-10576,-2316,16543, 

