 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),20307,9489,45350,23471,16163,6218,34771,21192,13533,5920,30769,19173,12619,5435,27207,17311,10270,4243,23353,19636,15670, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收到的其他与经营活动有关的现金(万元),1157,1078,1810,783,535,304,1635,638,392,134,1498,928,783,236,557,198,111,57,872,960,1228, 
 经营活动现金流入小计(万元),21465,10567,47160,24254,16697,6522,36406,21830,13925,6054,32267,20101,13403,5671,27764,17509,10381,4300,24225,20596,16898, 
 购买商品、接受劳务支付的现金(万元),12250,6213,21310,14945,11471,5298,16741,13295,9096,3784,18457,14062,7512,4303,12738,10410,6083,3221,11268,10696,9938, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6538,4227,9220,7140,5024,3158,7220,5662,4017,2666,5185,3839,2633,1471,4089,3048,2105,1192,3422,2884,2063, 
 支付的各项税费(万元),2321,1905,4227,2660,2005,1409,3109,2237,1807,1643,2826,2292,1509,1222,2926,2377,1358,1127,2426,2033,2421, 
 支付的其他与经营活动有关的现金(万元),3444,2639,6615,3760,3183,1526,5903,3775,2214,1010,4866,3489,2093,698,3644,2590,1622,736,2834,2599,2133, 
 经营活动现金流出小计(万元),24552,14984,41372,28506,21683,11391,32972,24969,17134,9103,31334,23683,13747,7693,23397,18425,11169,6276,19949,18211,16554, 
