 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),163652,886402,508807,327069,113915,819346,479421,307877,117209,690754,437922,318842,93515,574594,352197,229865,79721,460276,256315,169939,53582,370189,195032,131775,67569,361491,189640,131389,41265,282417,160626,125505,40857,254682,147410,115989,247901,233377,209241, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的税费返还(万元),229,--,3,--,--,60,74,74,--,601,205,204,204,9854,6742,3951,1070,98,70,23,--,5079,4450,3056,566,1272,103,93,93,2866,2260,1703,873,796,253,107,874,6353,5235, 
 收到的其他与经营活动有关的现金(万元),10809,18924,20805,6835,5505,18483,9932,6826,4431,15562,10672,5099,3953,14256,8468,5412,4221,11580,6704,4185,2201,8066,6294,3979,1533,7060,4993,3459,1311,4647,3903,1986,1129,4287,4570,1927,5084,4663,2328, 
 经营活动现金流入小计(万元),174690,905326,529615,333904,119421,837889,489426,314777,121641,706917,448800,324145,97672,598705,367406,239228,85012,471954,263088,174147,55783,383335,205776,138810,69668,369823,194736,134941,42669,289930,166789,129194,42859,259764,152233,118023,253859,244392,216804, 
 购买商品、接受劳务支付的现金(万元),133626,771501,481756,291127,97229,672920,404153,239687,86256,567107,367519,248821,74202,459941,298224,178107,51529,353742,194316,127329,37869,251489,128609,77642,29268,258814,144933,97912,45105,192890,126533,71617,35786,191380,140793,108711,157697,183069,145479, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),20548,60465,44148,30743,18785,58689,42879,30446,19137,53646,38289,27035,15126,45488,30552,20850,11840,38361,25952,17855,10201,38136,25521,15043,8397,32466,20845,13861,6995,25196,16011,10451,5322,26241,16083,10564,25234,27034,22599, 
 支付的各项税费(万元),3307,8474,6537,4079,2292,8175,9457,4716,2577,7511,7245,3902,2151,5966,4937,3156,1689,16429,10860,7731,2571,12204,8760,5923,2611,16574,11069,8568,2708,8700,5663,4520,1395,12030,8279,5109,11391,7228,15833, 
 支付的其他与经营活动有关的现金(万元),17560,50748,42300,19124,11881,42404,26854,18945,12498,39254,26144,16528,7432,37265,30155,13057,7194,32020,25088,14514,6415,30872,19402,13750,7879,30063,19995,14513,4627,27464,19110,12568,5777,24972,17792,10194,19103,18062,15344, 
 经营活动现金流出小计(万元),175042,891187,574742,345073,130187,782188,483343,293794,120468,667519,439197,296287,98912,548660,363869,215170,72252,440552,256217,167430,57057,332701,182291,112359,48156,337917,196842,134854,59435,254249,167317,99156,48280,254623,182946,134577,213426,235393,199255, 
 经营活动产生的现金流量净额(万元),-352,14139,-45127,-11169,-10766,55701,6083,20982,1173,39398,9604,27859,-1240,50044,3538,24058,12760,31402,6872,6717,-1274,50635,23485,26452,21512,31906,-2106,86,-16766,35680,-528,30038,-5422,5141,-30713,-16554,40432,8999,17549, 
 收回投资所收到的现金(万元),93990,129368,180949,120447,24996,126574,66256,69441,33556,236402,97511,37258,33041,177704,121494,28802,20238,319949,208631,172477,96000,200922,172731,139057,96473,165044,10000,--,--,1995,1931,1838,429,1202,461,0,0,3543,2238, 
 取得投资收益所收到的现金(万元),2747,8141,6713,6074,1131,11673,14567,13424,2223,20398,22015,19412,643,11993,3322,2286,330,10167,5955,2536,1612,7612,1698,2695,880,1336,18,6,--,4,137,66,--,0,191,80,1026,3926,263, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),55535,51914,36616,36621,36851,49957,439,438,2,67,1512,1454,0,45,82,72,52,142,11,10,8,35,28,21,37,798,760,267,125,41,40,18,14,171,122,119,125,291,355, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,877,877,877,0,0,0, 
 收到的其他与投资活动有关的现金(万元),6310,10483,5090,5631,548,8809,6855,4068,2109,7253,2965,2559,2065,6756,3847,3180,1481,5604,3856,3039,452,4232,3740,3052,574,5641,3385,2806,619,2714,2005,1162,537,1452,1070,753,1551,2411,1495, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 投资活动现金流入小计(万元),158582,199906,229368,168773,63525,197013,88117,87371,37889,264119,124003,60683,35749,196498,128745,34339,22102,335862,218453,178062,98072,212801,178198,144825,97964,172820,14163,3079,744,4754,4112,3084,979,3702,2721,1829,2702,10170,4350, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11425,26816,21194,16803,8680,27955,14177,11597,4587,14659,8361,3901,1574,7351,4676,3419,2466,10541,6098,3961,1984,10407,4257,2766,1166,8522,4623,3807,2548,4369,2844,1946,1270,4236,4057,2334,8974,9948,12882, 
 投资所支付的现金(万元),124796,195032,250793,157478,52248,184632,64581,49166,17804,206457,180683,150976,1300,191460,176080,91200,32500,320298,254298,225898,106298,265658,240524,181399,122554,235982,72700,800,--,686,892,671,320,1034,160,0,63,9801,6492, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,64674,--,--,--,--,--,--,--,15258,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),2327,32,1241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 投资活动现金流出小计(万元),138548,286554,273227,174281,60928,212586,78758,60762,22391,236374,189043,154877,2874,198811,180756,94619,34966,331091,260396,229859,108282,276065,244782,184165,123720,244505,77323,4607,2548,5055,3737,2617,1590,5269,4217,2334,9037,19749,19374, 
 投资活动产生的现金流量净额(万元),20034,-86648,-43859,-5508,2597,-15574,9359,26609,15498,27746,-65040,-94193,32876,-2313,-52011,-60280,-12864,4771,-41943,-51797,-10210,-63264,-66584,-39340,-25756,-71684,-63160,-1528,-1804,-301,375,467,-611,-1567,-1496,-506,-6335,-9579,-15024, 
 吸收投资收到的现金(万元),--,6599,40,40,40,197139,196745,--,--,103,103,103,103,450,450,--,--,675,675,675,650,1425,675,675,--,100,110,110,110,131860,125806,125806,125806,0,--,0,700,0,23, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,6599,40,40,40,1234,840,--,--,103,103,103,103,450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,700,0,23, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23284,23284,23284,17000,5000,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,10500,9132,8032,--,1250,--,--,--,229,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,177,902, 
