 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),34110,25048,33263,17675,30635,32191,36205, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),274,274,--,--,41,--,21, 
 收到的其他与经营活动有关的现金(万元),177,129,309,209,442,132,1714, 
 经营活动现金流入小计(万元),34561,25451,33572,17884,31119,32324,37941, 
 购买商品、接受劳务支付的现金(万元),20599,12395,10396,5612,16232,12394,15675, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7498,4672,9692,7215,9131,8324,7020, 
 支付的各项税费(万元),3525,2325,3273,2835,3340,2729,3372, 
 支付的其他与经营活动有关的现金(万元),2809,1729,2911,2356,3060,4207,3435, 
 经营活动现金流出小计(万元),34431,21121,26273,18019,31763,27654,29503, 
 经营活动产生的现金流量净额(万元),130,4330,7299,-135,-645,4670,8438, 
 收回投资所收到的现金(万元),--,--,110,110,30,60,--, 
 取得投资收益所收到的现金(万元),--,--,0,0,0,0,257, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),765,765,3,3,17,84,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),765,765,113,113,47,144,257, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),259,130,638,517,2389,3214,7020, 
 投资所支付的现金(万元),190,190,190,--,330,60,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,14, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),449,320,828,517,2719,3274,7033, 
 投资活动产生的现金流量净额(万元),316,445,-715,-404,-2671,-3130,-6777, 
 吸收投资收到的现金(万元),--,--,--,--,3300,--,4089, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),13417,13417,22775,18475,26390,16681,21629, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,6019,--,--, 
 筹资活动现金流入小计(万元),13417,13417,22775,18475,35708,16681,25719, 
 偿还债务支付的现金(万元),15820,11982,23910,17456,26948,15314,13299, 
 分配股利、利润或偿付利息所支付的现金(万元),698,484,970,710,2599,1392,13129, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),100,65,217,167,6180,--,--, 
 筹资活动现金流出小计(万元),16618,12531,25098,18333,35727,16705,26429, 
 筹资活动产生的现金流量净额(万元),-3201,886,-2323,142,-18,-24,-710, 
