 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),3216,16494,10469,5993,2278,14426,9255,6497,2740,14227,8508,5240,2361,12472,7454,4874,2209,10013,6434,4215,1648,10960,6950,4750,2414,10403,7004,4730,9390,7168,4079, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),147,267,234,145,145,464,248,135,93,489,313,175,131,377,305,144,96,546,387,387,161,224,224,118,2,441,182,182,297,85,42, 
 收到的其他与经营活动有关的现金(万元),231,1006,706,436,74,1390,558,531,5,1877,601,414,126,2310,657,398,239,3403,641,384,135,1745,735,642,112,1138,1443,693,740,580,393, 
 经营活动现金流入小计(万元),3594,17768,11409,6574,2497,16280,10062,7163,2838,16593,9422,5829,2618,15159,8417,5416,2543,13963,7462,4986,1945,12928,7909,5509,2528,11982,8629,5605,10428,7833,4514, 
 购买商品、接受劳务支付的现金(万元),1851,5065,4486,3236,1233,4018,3547,2744,1129,4242,3284,2423,1381,4565,3777,2366,1119,5285,3448,2250,996,4946,3450,2202,1007,4470,3821,2760,4133,1710,1281, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1644,5492,3623,2851,1463,4861,3759,2506,1470,4899,3419,2242,1076,4639,3236,2190,1223,3918,2632,1764,995,3624,2475,1714,978,3169,2279,1625,2174,1401,1037, 
 支付的各项税费(万元),163,1984,1430,961,573,1977,1608,1121,608,2373,1666,1116,715,1753,1227,809,499,1445,956,674,458,1814,1359,1091,819,1777,1236,837,1782,1666,678, 
 支付的其他与经营活动有关的现金(万元),988,3148,2756,911,853,2819,1688,1440,557,3671,2136,1237,507,3542,1561,944,618,2988,1848,1064,437,1756,1722,1256,561,1227,1569,799,1680,1368,859, 
 经营活动现金流出小计(万元),4646,15688,12296,7959,4122,13676,10602,7810,3764,15185,10505,7018,3679,14500,9801,6309,3458,13637,8884,5752,2886,12140,9006,6264,3365,10643,8904,6020,9769,6144,3854, 
