 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),30934,14438,4536,35409,31917,14819,4834,30939,28420,12240,3947,30733,28291,12474,4236,28664,26192,11332,3687,25036,21945,10647,2800,20548,17755,6857,2041,15534,13431,4850,1548,12540,10698,4166,1396,11886,10208,3771,1240,10962,9190,3354,1069,11369,8673,3377,1090,9629,7880,3215,1211, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,0,--,9,8,8,--,3,2,--,--,--,2,--,--,--,2,--,--,223,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,1,0,0, 
 收到的其他与经营活动有关的现金(万元),843,580,379,660,750,501,140,818,680,579,200,856,883,739,314,805,1985,401,287,5514,5889,720,351,1510,1341,563,378,345,1052,559,90,2661,1669,1574,84,3931,46,3024,3027,908,1526,296,11,464,4245,3121,671,502,775,270,135, 
 经营活动现金流入小计(万元),31777,15018,4915,36078,32675,15328,4974,31760,29102,12818,4147,31588,29176,13214,4550,29469,28179,11732,3974,30773,27835,11366,3151,22058,19097,7421,2418,15879,14484,5409,1638,15201,12367,5740,1480,15818,10254,6795,4268,11870,10716,3650,1080,11832,12919,6498,1760,10131,8655,3485,1346, 
 购买商品、接受劳务支付的现金(万元),4771,2878,1442,6961,5365,3281,1571,6683,4816,3068,1496,6539,4529,2647,1071,7011,4627,3171,1626,6019,3789,2539,1328,5023,3039,1664,557,3806,2363,1415,957,4121,2578,1593,505,3605,2296,1260,541,2725,2263,1297,696,4008,1700,945,489,3258,1886,982,509, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7300,4928,2917,9643,7290,4909,2767,8529,6010,4021,2368,7181,5122,3265,1777,6203,4341,2759,1498,4361,3254,1987,1004,3800,2422,1273,585,2802,1911,1166,610,1909,1351,790,367,1358,1035,659,356,1441,944,579,334,1598,957,633,336,1932,923,589,331, 
 支付的各项税费(万元),3581,2657,867,3811,3607,2258,999,3465,2691,1805,611,2971,2255,1434,476,2768,2123,1386,415,1763,1163,644,251,1814,972,437,181,775,669,272,126,713,630,312,92,716,512,285,71,835,653,357,272,504,237,124,66,257,199,113,56, 
 支付的其他与经营活动有关的现金(万元),3942,5103,3183,5167,3307,1782,837,4249,3239,1944,715,3161,2828,1712,521,3287,4574,1984,1109,4119,3572,856,476,3809,4907,1936,448,3465,4603,1563,507,1911,2611,1817,1215,7067,756,668,751,3201,4541,1266,2765,1456,4386,1547,1620,2365,1871,1077,374, 
 经营活动现金流出小计(万元),19594,15567,8409,25581,19568,12230,6174,22926,16757,10838,5190,19851,14734,9059,3844,19269,15665,9300,4648,16262,11778,6026,3060,14445,11339,5309,1771,10848,9546,4415,2199,8654,7169,4512,2179,12746,4599,2872,1719,8202,8401,3499,4067,7565,7280,3249,2511,7812,4878,2760,1270, 
 经营活动产生的现金流量净额(万元),12183,-549,-3494,10496,13107,3098,-1200,8834,12346,1981,-1043,11737,14442,4155,705,10200,12514,2432,-675,14511,16057,5341,92,7613,7758,2111,648,5030,4937,994,-561,6548,5198,1228,-700,3072,5655,3924,2548,3668,2315,151,-2987,4267,5638,3249,-750,2319,3777,724,76, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4000,4000,4000,--,3000,--,--,--,--,--,--,--,2600,0,--,--,935,35,--,--,1300,700,592,--,4,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,50,50,--,--,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,320,320,320,320,320,320,320,--,320,320,320,0,420,320,320,--,382,263,83,--,--,4,4,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),31,31,8,3538,97,84,86,2309,171,142,142,244,98,85,85,276,18,--,--,38,52,51,--,355,--,--,--,287,3000,--,3000,157,--,--,--,41,0,--,--,64,--,--,--,350,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),-616,--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,0,3000,--,-0,-0,-0,--,0,0,--,--,-901,--,--,--,247,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,297,--,--,163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,--,--,200,--,--,--,850,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,112,9,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),-585,31,8,3835,97,84,249,2359,221,142,142,344,198,85,85,276,18,0,0,38,52,51,0,4355,4040,4000,0,3806,3320,3320,3320,1327,320,320,--,2961,320,320,0,518,355,320,--,2279,963,675,--,116,13,4,--, 
