 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),17688,10969,20425,14693,8790,17992,17086,8929, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),45,45,75,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),202,135,132,79,62,266,176,99, 
 经营活动现金流入小计(万元),17936,11149,20633,14773,8852,18258,17262,9028, 
 购买商品、接受劳务支付的现金(万元),8579,5869,9384,7561,4576,7101,7903,4438, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2605,1757,2269,1731,1170,1896,1320,564, 
 支付的各项税费(万元),2105,1411,2563,1969,1282,2446,2479,1182, 
 支付的其他与经营活动有关的现金(万元),2122,1312,2586,1657,1208,1248,1195,761, 
 经营活动现金流出小计(万元),15411,10348,16801,12918,8235,12691,12897,6945, 
 经营活动产生的现金流量净额(万元),2524,801,3832,1855,616,5567,4365,2084, 
 收回投资所收到的现金(万元),52256,36048,67267,50466,35486,50608,17864,28585, 
 取得投资收益所收到的现金(万元),270,186,348,261,182,217,76,88, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,92,92,92,17,6,--, 
 处置子公司及其他营业单位收到的现金净额(万元),104,104,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,0,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),52629,36337,67707,50818,35760,50842,17946,28673, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),515,349,2091,293,349,286,296,740, 
 投资所支付的现金(万元),53625,34027,67621,49810,36520,56742,20566,28880, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,300,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),54140,34376,69712,50403,36869,57028,20861,29620, 
 投资活动产生的现金流量净额(万元),-1511,1961,-2005,415,-1109,-6186,-2915,-947, 
 吸收投资收到的现金(万元),--,--,500,--,200,2600,--,630, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,500,--,--,200,--,--, 
 取得借款收到的现金(万元),--,--,300,--,--,--,600,5, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
