 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),37821,24017,11503,48006,37061,24323,12920,45946,34532,24273,12741,54740,44558,38195,25273, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3008,2092,1308,2413,1758,927,585,2664,2028,1443,646,2823,2492,2506,2215, 
 收到的其他与经营活动有关的现金(万元),143,99,74,153,95,65,184,78,1707,27,28,242,137,103,115, 
 经营活动现金流入小计(万元),40971,26208,12884,50572,38913,25315,13690,48688,38267,25743,13415,57805,47188,40803,27602, 
 购买商品、接受劳务支付的现金(万元),29250,18265,7479,32358,23237,13763,5800,31898,23304,15272,6528,36400,32037,29716,21545, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5402,3882,2257,6312,4719,3320,1898,5837,4396,3154,1572,5814,4841,3548,1973, 
 支付的各项税费(万元),1795,1210,731,2120,1877,1240,824,1657,1480,884,400,2509,1569,978,1250, 
 支付的其他与经营活动有关的现金(万元),2464,1665,843,2999,2144,1113,754,2696,2789,1293,820,2799,2829,2532,2101, 
 经营活动现金流出小计(万元),38912,25022,11310,43789,31977,19436,9276,42088,31969,20603,9319,47522,41277,36773,26869, 
 经营活动产生的现金流量净额(万元),2059,1187,1574,6784,6937,5879,4414,6601,6298,5140,4096,10283,5911,4029,733, 
 收回投资所收到的现金(万元),49839,38380,--,12212,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,114,--,101,24,--,117,--,125,83,42,77,103,430, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),121,39,-14,49,8,28,--,0,9,0,0,2,31,1,58, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,663,--,--,--,12,--,12,12,468,5,--,1103, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),49960,38419,100,12924,109,51,0,128,9,136,95,512,113,104,1591, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1050,413,323,1301,476,327,196,990,260,263,92,1950,5841,1133,2420, 
 投资所支付的现金(万元),44825,31600,--,33580,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2100,3000, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,6,--,--,--,--,52,--,5,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),45875,32013,323,34881,476,327,202,990,260,263,92,2002,5841,3238,5420, 
 投资活动产生的现金流量净额(万元),4085,6406,-224,-21957,-367,-276,-202,-861,-251,-126,3,-1490,-5727,-3134,-3829, 
 吸收投资收到的现金(万元),--,--,--,35063,34947,34947,--,--,--,--,--,--,--,--,2700, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,6200,6201,6201,2701,32081,17233,15697,5726,43565,45240,31057,27952, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,154,154,154,--,9,--,9,--,9,26,19,--, 
 筹资活动现金流入小计(万元),0,0,0,41417,41301,41301,2701,32091,17233,15706,5726,43574,45266,31076,30652, 
 偿还债务支付的现金(万元),--,--,--,19349,19214,18951,2551,33137,22945,18438,8505,47232,39215,30995,24158, 
 分配股利、利润或偿付利息所支付的现金(万元),5005,5000,--,241,234,248,139,8216,3918,3938,781,3851,3952,851,3315, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1595,1595,1595,47,137,96,49,47,193,200,--,--, 
 筹资活动现金流出小计(万元),5005,5000,0,21185,21043,20793,2737,41490,26959,22425,9334,51276,43367,31846,27473, 
 筹资活动产生的现金流量净额(万元),-5005,-5000,0,20232,20258,20508,-36,-9399,-9727,-6719,-3608,-7703,1900,-770,3179, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,176,--,--,--,82,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1139,2593,1351,5235,26827,26111,4176,-3578,-3679,-1705,490,1091,2083,126,84, 
 加:期初现金及现金等价物余额(万元),6459,6459,6459,1224,1224,1224,1224,4802,4814,4802,4802,3711,1628,1502,1419, 
 期末现金及现金等价物余额(万元),7598,9052,7810,6459,28052,27336,5400,1224,1134,3097,5293,4802,3711,1628,1502, 
 净利润(万元),--,3014,--,6738,--,3501,--,6600,--,3193,--,6502,5198,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,76,--,98,--,-58,--,515,--,294,--,325,382,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,476,--,967,--,496,--,1013,--,507,--,870,838,--,--, 
 无形资产摊销(万元),--,87,--,174,--,87,--,174,--,87,--,173,79,--,--, 
 长期待摊费用摊销(万元),--,22,--,45,--,22,--,61,--,27,--,42,38,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,9,--,29,--,4,--,1,--,0,--,2,15,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,57,--,-49,--,-40,--,4,--,-79,--,118,-95,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,223,--,36,--,235,--,529,--,347,--,910,934,--,--, 
 投资损失(万元),--,-225,--,-453,--,3,--,-117,--,-125,--,9,-77,--,--, 
 递延所得税资产减少(万元),--,-3,--,-81,--,27,--,-45,--,-14,--,-95,-59,--,--, 
 递延所得税负债增加(万元),--,-5,--,-5,--,--,--,-5,--,5,--,23,12,--,--, 
 存货的减少(万元),--,341,--,-2653,--,1121,--,575,--,1308,--,418,223,--,--, 
 经营性应收项目的减少(万元),--,-2707,--,1442,--,249,--,-3793,--,-919,--,899,-2602,--,--, 
 经营性应付项目的增加(万元),--,-76,--,664,--,291,--,1108,--,524,--,97,1052,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-102,--,-167,--,-58,--,-19,--,-14,--,-10,-26,--,--, 
 经营活动产生现金流量净额(万元),--,1187,--,6784,--,5879,--,6601,--,5140,--,10283,5911,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),7598,9052,7810,6459,28052,27336,5400,1224,1134,3097,5293,4802,3711,1628,1502, 
 现金的期初余额(万元),6459,6459,6459,1224,1224,1224,1224,4802,4814,4802,4802,3711,1628,1502,1419, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
