 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),16423,7360,36642,25876,16228,7203,31595,24065,16157,7278,33237,26348,16568,7961,32813,23288,30547,28190,23239, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),24,24,128,96,46,3,175,68,61,61,46,46,44,44,311,264,564,793,185, 
 收到的其他与经营活动有关的现金(万元),402,79,491,466,300,101,454,374,161,91,325,189,117,89,151,66,214,97,21, 
 经营活动现金流入小计(万元),16849,7463,37262,26438,16574,7307,32223,24506,16378,7430,33607,26582,16729,8094,33276,23618,31324,29080,23445, 
 购买商品、接受劳务支付的现金(万元),11685,5791,22146,14781,9292,4861,18617,14421,8801,4283,20516,15084,10048,4951,20999,16502,20447,20139,16036, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1673,866,2983,2233,1473,751,2728,1919,1287,668,2330,1752,1139,575,2133,1590,1898,1474,1225, 
 支付的各项税费(万元),942,391,1768,1294,861,350,1824,1542,1149,427,1828,1315,920,335,1515,1156,1153,859,2283, 
 支付的其他与经营活动有关的现金(万元),1588,732,3023,2723,1604,912,3018,2189,1590,503,2580,1624,1080,688,1434,1180,1365,800,1054, 
 经营活动现金流出小计(万元),15888,7779,29920,21031,13229,6873,26187,20070,12827,5881,27254,19775,13187,6549,26082,20428,24863,23272,20597, 
 经营活动产生的现金流量净额(万元),961,-316,7341,5407,3345,434,6036,4436,3551,1549,6354,6808,3543,1545,7194,3190,6461,5808,2848, 
 收回投资所收到的现金(万元),21000,16000,81200,--,--,--,48300,--,--,0,--,--,--,0,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),178,121,844,567,389,238,448,359,110,5,--,--,--,0,--,--,--,--,--, 
