 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),107886,61317,116269,72498,99659,76126,74766, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),764,97,3204,1751,781,453,479, 
 经营活动现金流入小计(万元),108650,61414,119473,74249,100440,76579,75245, 
 购买商品、接受劳务支付的现金(万元),66180,34656,81180,50820,71855,61381,53390, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13299,9760,9233,7056,5994,4484,3494, 
 支付的各项税费(万元),8181,3524,8180,6497,7597,3648,3080, 
 支付的其他与经营活动有关的现金(万元),10799,6487,9371,6620,8886,6868,6330, 
 经营活动现金流出小计(万元),98459,54428,107965,70993,94332,76381,66293, 
 经营活动产生的现金流量净额(万元),10191,6986,11509,3256,6109,197,8952, 
 收回投资所收到的现金(万元),82,82,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),428,185,336,288,474,691,461, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,--,22,2,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),86500,40500,56935,42635,64550,46665,21740, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),87018,40767,57293,42924,65025,47356,22201, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1131,548,1012,925,17444,645,4755, 
 投资所支付的现金(万元),--,--,100,--,3062,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,100,--,--,--, 
 支付的其他与投资活动有关的现金(万元),83300,42500,61000,41000,63200,49550,28640, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),84431,43048,62112,42025,83707,50195,33395, 
 投资活动产生的现金流量净额(万元),2587,-2281,-4819,899,-18682,-2839,-11194, 
 吸收投资收到的现金(万元),--,--,--,--,9620,2050,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,4976,--,1720, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,2, 
 筹资活动现金流入小计(万元),0,0,0,0,14596,2050,1722, 
 偿还债务支付的现金(万元),628,419,837,628,997,215,161, 
