 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),27700,17022,38396,28892,37325,16468,7815,6224, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1733,1552,1930,1452,990,348,32,143, 
 收到的其他与经营活动有关的现金(万元),1778,1530,1782,1341,2049,1054,1036,784, 
 经营活动现金流入小计(万元),31211,20103,42109,31685,40364,17869,8883,7150, 
 购买商品、接受劳务支付的现金(万元),14167,12009,23940,18014,18549,12490,3721,3390, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5505,4014,7217,5431,4835,3526,1677,1561, 
 支付的各项税费(万元),5723,2618,4829,3634,3175,2112,2481,2853, 
 支付的其他与经营活动有关的现金(万元),5692,2565,6859,5161,6485,3036,1908,1086, 
 经营活动现金流出小计(万元),31088,21207,42844,32239,33044,21164,9788,8890, 
 经营活动产生的现金流量净额(万元),124,-1103,-736,-554,7320,-3295,-904,-1740, 
 收回投资所收到的现金(万元),--,--,--,--,250,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,48,138,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,13,--,--,15,--,7,100, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,147,--,155,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13,13,147,0,468,138,7,100, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1890,1826,643,374,1413,887,597,1522, 
 投资所支付的现金(万元),--,--,--,--,250,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,-73,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,449,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1890,1826,643,374,1663,1264,597,1522, 
 投资活动产生的现金流量净额(万元),-1877,-1813,-497,-374,-1195,-1125,-590,-1422, 
 吸收投资收到的现金(万元),--,--,--,--,30,--,6000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,30,--,--,--, 
 取得借款收到的现金(万元),7500,7500,6000,6000,7500,--,3000,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),7500,7500,6000,6000,7530,0,9000,4000, 
 偿还债务支付的现金(万元),6000,6000,7500,7500,5400,800,800,--, 
 分配股利、利润或偿付利息所支付的现金(万元),275,168,404,304,432,476,302,99, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),6275,6168,7904,7804,5832,1276,1102,99, 
 筹资活动产生的现金流量净额(万元),1225,1332,-1904,-1804,1698,-1276,7898,3901, 
 汇率变动对现金及现金等价物的影响(万元),-74,-119,216,162,--,--,--,--, 
