 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),31412,25956,12896,26490,19908,9025,4432,24308,17555,12666,5355,40192,30363,20666,8189,44379,29550,18039,7163,32682,22116,46322,43916,32005,38070,49605, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),301,278,144,991,652,--,--,114,1275,113,23,1782,1555,1419,0,223,71,71,0,67,64,164,10,125,632,1282, 
 收到的其他与经营活动有关的现金(万元),2052,707,170,5660,3745,2446,1231,4788,3122,2179,2568,5830,1566,642,396,5832,5115,3319,344,3538,2862,2708,3474,6223,2755,10080, 
 经营活动现金流入小计(万元),33765,26941,13210,33141,24305,11471,5664,29210,21952,14959,7946,47804,33484,22728,8585,50433,34736,21430,7507,36287,25043,49195,47399,38354,41457,60967, 
 购买商品、接受劳务支付的现金(万元),27038,16083,6141,16526,12801,6210,3040,20063,15194,9574,2904,21429,14903,11285,3977,24149,15748,11421,3550,15754,12576,32402,24239,20572,26897,46354, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5995,4148,2501,7066,5499,3953,2412,9139,6906,4899,2892,9345,6876,4926,3199,8348,7052,4714,2780,8813,6449,7515,7090,6049,5904,5005, 
 支付的各项税费(万元),969,802,198,913,924,435,268,2864,2698,2546,2268,4497,3288,1207,389,5310,3809,2244,1222,6620,4611,4431,3945,2417,3109,1829, 
 支付的其他与经营活动有关的现金(万元),2666,1549,978,5007,2525,1426,482,3789,3430,2053,2972,6968,3773,2221,1425,4925,3174,2430,1100,4522,3230,4968,6374,6780,3806,4365, 
