 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),12835,94943,67496,37720,14190,102282,71605,17139,9848,57133,34890,26969,10434,42744,26805,9729,4143,29946,17354,17324, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,5,5,5,--,26,26,--,--,12,13,--,2,16,16,--,56,19,--,10, 
 收到的其他与经营活动有关的现金(万元),117,4611,1728,1482,155,2104,13116,1775,44,1377,905,732,9,1052,623,538,1500,1233,1330,772, 
 经营活动现金流入小计(万元),12952,99558,69229,39207,14345,104412,84747,18914,9892,58521,35808,27701,10444,43813,27444,10266,5698,31198,18684,18106, 
 购买商品、接受劳务支付的现金(万元),13281,100514,79842,59853,28684,101868,66249,29416,25333,59437,30455,23375,10606,44927,32537,18995,10685,29589,23129,12536, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1661,6675,4543,2864,1569,4206,2956,1770,810,1755,1292,804,449,1252,1003,652,271,1060,860,483, 
 支付的各项税费(万元),1664,2559,2052,1935,1464,4004,5247,1707,1642,6861,6311,3763,2107,2799,2762,2546,1448,2475,3475,1251, 
 支付的其他与经营活动有关的现金(万元),1924,7768,4514,2965,1837,11776,20580,17277,959,2948,2399,1497,1082,1739,1238,751,3178,2574,1352,2932, 
 经营活动现金流出小计(万元),18530,117515,90951,67617,33554,121854,95031,50170,28745,71001,40457,29438,14245,50717,37541,22944,15582,35699,28816,17203, 
 经营活动产生的现金流量净额(万元),-5578,-17957,-21722,-28410,-19209,-17442,-10284,-31256,-18853,-12480,-4649,-1737,-3800,-6904,-10097,-12678,-9883,-4501,-10131,904, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,51,6,6,--,1,--,--,--,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30, 
 收到的其他与投资活动有关的现金(万元),697,54,10,10,10,1338,--,459,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),697,54,10,10,10,1338,0,459,0,51,6,6,0,1,0,0,0,0,0,30, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16,4673,4148,4134,671,11589,6780,7938,53,595,478,205,60,119,51,51,5,232,116,208, 
 投资所支付的现金(万元),3400,7257,5417,347,347,1527,--,794,--,--,--,--,--,--,--,--,--,--,--,179, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1000,4700,--,--,--,5950,2408,1750,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
