 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),15644,71977,49972,30941,16833,31676,22763,16493,6714,28531,21995,14436,6584,28120,21352,13118,5826,22711,16598,11207,4471,19924,15469,10269,4426,23949,17438,11916,4525,30816,21728,14328,6141,27064,16860,11241,5340,24539,16941,11814,23143,7614,20373,15590, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),--,20,0,0,0,26,26,26,4,--,--,0,0,32,32,31,31,0,0,--,--,17,25,--,0,--,--,--,--,--,--,--,0,468,427,427,427,656,651,651,627,--,0,0, 
 收到的其他与经营活动有关的现金(万元),6014,2094,1236,831,692,1594,1279,931,788,1607,1384,843,618,1286,898,566,254,2274,1501,1217,1046,1166,903,634,204,2581,1322,964,708,2448,1357,851,514,2420,1455,1020,479,1248,632,454,1915,633,3686,2071, 
 经营活动现金流入小计(万元),21658,74091,51208,31772,17525,33296,24069,17450,7506,30138,23379,15279,7203,29438,22282,13714,6111,24985,18099,12424,5517,21106,16397,10903,4630,26530,18760,12880,5234,33263,23085,15178,6655,29952,18742,12687,6246,26442,18224,12919,25685,8247,24059,17661, 
 购买商品、接受劳务支付的现金(万元),7064,29021,21519,13767,6222,14089,10203,6753,3096,13695,9604,6966,4002,14229,10276,7213,2848,9657,6870,4968,3004,11514,9537,7290,3152,13760,10091,7445,3521,16594,11792,7767,3628,12480,8730,4919,2245,13726,10367,8144,11317,5084,8357,10008, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),5724,22147,16270,11178,5880,11413,8225,5452,2721,11216,8649,6026,3180,10679,8101,5440,2709,10140,7266,4965,2604,10211,7381,5031,2625,10275,7726,5249,2639,9814,7148,4754,2278,9473,6548,4119,1973,9418,6887,4621,8711,3486,6906,5642, 
 支付的各项税费(万元),1499,6393,4910,3309,1589,2742,2147,1589,614,1599,1228,999,402,1865,1285,971,249,1728,1046,887,594,1863,1156,892,352,2167,1699,1409,741,1719,1309,985,487,1526,1221,833,390,1772,1128,1019,1787,899,1816,1239, 
 支付的其他与经营活动有关的现金(万元),1004,2914,2448,1570,742,2438,1363,747,355,1813,1330,792,466,1957,1654,1128,577,2262,1642,1082,684,2240,1683,1046,670,2423,1943,1183,607,2391,1905,1212,738,1982,2165,1828,1058,2748,3252,2112,2752,1741,4077,2211, 
 经营活动现金流出小计(万元),15292,60476,45147,29824,14433,30682,21938,14541,6785,28324,20811,14783,8049,28730,21317,14752,6382,23786,16825,11902,6886,25828,19757,14259,6799,28626,21459,15286,7508,30518,22153,14718,7131,25461,18664,11699,5666,27664,21634,15896,24567,11210,21156,19101, 
