 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),47466,28087,12056,59094,50639,25672,11253,52537,37280,49254,33604,44812,43140,39685, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,353,261,256,196,46,--,--,--,70,95,563, 
 收到的其他与经营活动有关的现金(万元),820,665,459,637,576,569,230,295,121,371,269,535,475,791, 
 经营活动现金流入小计(万元),48287,28751,12516,60084,51475,26497,11680,52878,37401,49626,33873,45417,43710,41039, 
 购买商品、接受劳务支付的现金(万元),34283,19851,8940,35184,35650,16374,8581,25061,22094,30615,22986,29692,28229,27909, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7350,5045,2902,7841,5630,3775,1781,7579,4776,6257,4781,5136,3972,3251, 
 支付的各项税费(万元),3015,2096,1478,4146,2775,1596,767,3325,2340,4111,3106,2975,2644,1490, 
 支付的其他与经营活动有关的现金(万元),4032,2227,1482,4106,2927,2191,1198,3928,2844,3693,2552,2963,2091,1920, 
 经营活动现金流出小计(万元),48679,29219,14801,51277,46982,23936,12327,39893,32054,44676,33426,40765,36936,34570, 
 经营活动产生的现金流量净额(万元),-393,-467,-2286,8807,4493,2561,-647,12985,5347,4950,447,4652,6774,6469, 
 收回投资所收到的现金(万元),31452,5500,3500,38181,27810,20291,12450,50269,36680,11306,8100,7000,14100,5100, 
 取得投资收益所收到的现金(万元),2444,21,5,1319,538,332,99,152,57,36,36,8,22,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,6,--,2,1,0,--,246,267,3,1,14,10,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,1158,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,5621,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),33901,5527,3505,39502,28349,20622,12549,50668,37003,11345,8137,13801,14132,5113, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10044,5073,1827,5456,4316,2235,605,4793,5113,6057,5609,6775,6090,2503, 
 投资所支付的现金(万元),49550,27250,3150,40103,30190,22300,17463,50270,42380,11720,8100,7000,14100,5100, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,2018,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),59594,32323,4977,45558,34506,24535,18068,55062,47493,17777,13709,15793,20190,7603, 
 投资活动产生的现金流量净额(万元),-25693,-26796,-1472,-6056,-6156,-3912,-5519,-4395,-10489,-6431,-5572,-1992,-6059,-2489, 
 吸收投资收到的现金(万元),38844,38844,38844,--,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,2008,1990,2743,368,4631,5912,3429, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,426,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),38844,38844,38844,426,0,0,0,2008,1990,2743,368,4631,5912,3429, 
 偿还债务支付的现金(万元),1559,794,401,1395,1014,668,329,1034,714,450,338,5287,6706,5924, 
 分配股利、利润或偿付利息所支付的现金(万元),3081,61,29,2636,2618,2584,2536,140,143,56,42,159,174,257, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3882,3882,3882,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),8522,4736,4311,4031,3631,3252,2865,1173,857,506,380,5446,6880,6181, 
 筹资活动产生的现金流量净额(万元),30323,34108,34533,-3605,-3631,-3252,-2865,835,1133,2237,-13,-815,-968,-2752, 
 汇率变动对现金及现金等价物的影响(万元),-296,-87,-6,64,57,95,3,147,150,-27,-55,-69,-22,-11, 
 现金及现金等价物净增加额(万元),3941,6758,30769,-790,-5238,-4509,-9028,9573,-3859,728,-5192,1776,-275,1217, 
 加:期初现金及现金等价物余额(万元),18016,18016,18016,18807,18807,18807,18807,9234,9234,8505,8505,6730,7005,5788, 
 期末现金及现金等价物余额(万元),21957,24774,48785,18016,13569,14298,9778,18807,5375,9234,3313,8505,6730,7005, 
 净利润(万元),--,4075,--,9899,7328,4104,--,6978,5024,7137,--,6810,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,112,--,226,335,168,--,321,68,511,--,307,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1251,--,2247,1641,1082,--,1895,1366,1429,--,1091,--,--, 
 无形资产摊销(万元),--,58,--,101,72,48,--,102,78,91,--,90,--,--, 
 长期待摊费用摊销(万元),--,51,--,46,31,29,--,80,53,101,--,147,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,42,--,18,7,-0,--,122,85,1,--,28,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,462,--,-806,-582,-329,--,26,7,79,--,2,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,142,--,55,55,-12,--,238,178,85,--,229,--,--, 
 投资损失(万元),--,-787,--,-1321,-559,-332,--,-109,-65,-38,--,-204,--,--, 
 递延所得税资产减少(万元),--,-74,--,18,-68,-39,--,-12,-24,-157,--,-67,--,--, 
 递延所得税负债增加(万元),--,-57,--,169,70,21,--,207,242,48,--,80,--,--, 
 存货的减少(万元),--,-179,--,-1035,385,705,--,1490,2157,-1021,--,-139,--,--, 
 经营性应收项目的减少(万元),--,-2262,--,-1827,-4677,-611,--,1254,-3901,-1490,--,-2528,--,--, 
 经营性应付项目的增加(万元),--,-3301,--,1016,456,-2275,--,394,77,-1826,--,-1193,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-467,--,8807,4493,2561,--,12985,5347,4950,--,4652,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),21957,24774,48785,18016,13569,14298,9778,18807,5375,9234,3313,8505,6730,7005, 
 现金的期初余额(万元),18016,18016,18016,18807,18807,18807,18807,9234,9234,8505,8505,6730,7005,5788, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),3941,6758,30769,-790,-5238,-4509,-9028,9573,-3859,728,-5192,1776,-275,1217, 

