 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),36037,204067,122963,76407,32669,134342,99626,68380,32480,171312,131667,87192,37619,165634,121926,79858,28449,173676,118832,78518,29212,160529,110545,74070,154583,112766,84482, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),49,--,9,--,--,--,--,--,--,--,54,--,--,--,--,--,--,454,--,--,--,0,--,--,171,297,98, 
 收到的其他与经营活动有关的现金(万元),18832,9900,31776,3155,3134,6957,5558,5860,4286,23983,19038,17811,14952,3232,5550,3041,4244,6185,35047,2986,3037,5257,27080,2942,5492,2759,2766, 
 经营活动现金流入小计(万元),54919,213966,154747,79561,35803,141299,105184,74240,36766,195295,150760,105004,52571,168866,127476,82898,32693,180316,153879,81504,32249,165786,137625,77012,160246,115822,87346, 
 购买商品、接受劳务支付的现金(万元),36905,141671,102221,58726,27988,89114,72700,43423,23379,137948,116105,79434,40612,124264,112977,70272,34209,136634,108973,63954,24416,133972,94703,55805,123843,97585,71582, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4560,17686,13280,8916,4419,15969,12121,8330,4631,16278,12810,8571,4656,15323,11621,7866,4083,13288,9889,6519,3242,9985,7440,4779,8205,4495,3249, 
 支付的各项税费(万元),2352,12332,8711,5991,3976,10858,7416,3905,1980,8861,4899,3886,1290,8733,5840,3704,1328,9617,7294,4270,1334,9016,6422,3832,7418,4287,2988, 
 支付的其他与经营活动有关的现金(万元),29665,21709,45163,14532,10958,13341,19173,16999,4876,15263,14817,9841,5320,28102,11368,6831,4450,17977,33708,5986,6283,14278,31497,7380,9523,6620,6576, 
 经营活动现金流出小计(万元),73482,193397,169374,88165,47342,129282,111410,72657,34866,178350,148631,101732,51878,176422,141806,88672,44069,177517,159863,80729,35275,167251,140063,71796,148989,112987,84396, 
 经营活动产生的现金流量净额(万元),-18563,20569,-14627,-8604,-11539,12017,-6227,1583,1899,16945,2128,3272,693,-7556,-14330,-5774,-11376,2799,-5984,775,-3026,-1465,-2438,5216,11257,2834,2951, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,53,51,38,25,54,--,36,--,12,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3000,461,461,4,--,771,733,502,36,147,17,4,--,119,--,--,--,3,1,0,--,0,0,1,5,0,37, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1851,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),102,7600,5273,3679,3100,6420,7530,7530,--,--,183,--,--,--,--,--,--,--,--,0,0,--,2900,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3102,9966,5785,3721,3125,7245,8263,8068,36,159,200,4,0,119,0,0,0,3,1,0,0,0,2900,1,5,0,37, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),807,45759,42933,2063,1391,12058,2079,1960,1396,7864,11837,10303,2873,13930,12480,9112,8458,22914,17144,11985,10706,21196,15364,8256,17000,9885,4241, 
 投资所支付的现金(万元),--,--,--,--,--,--,6000,--,--,--,--,--,--,--,--,--,--,1103,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,6000,7800,7800,11,4320,2266,2266,--,8030,--,--,--,--,--,0,--,--,8,0,0,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),807,51759,50733,9863,1401,16378,10346,4227,1396,15894,11837,10303,2873,13930,12480,9112,8458,24017,17152,11985,10706,21196,15364,8256,17000,9885,4241, 
 投资活动产生的现金流量净额(万元),2295,-41794,-44948,-6142,1724,-9134,-2083,3841,-1360,-15735,-11637,-10299,-2873,-13811,-12480,-9112,-8458,-24014,-17150,-11985,-10705,-21196,-12464,-8254,-16995,-9885,-4204, 
 吸收投资收到的现金(万元),--,54089,54089,54089,54100,2500,--,--,--,--,--,--,--,--,600,600,--,--,--,--,--,44346,44346,--,240,4432,4100, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,6230,6230,6230,6230,--,--,--,--,--,--,--,--,--,600,600,--,--,--,--,--,--,320,--,240,2007,900, 
 取得借款收到的现金(万元),17340,66326,59682,46225,7750,85210,83599,51952,21217,94806,61961,58861,20841,86780,49141,36941,18911,57500,38380,28660,6020,51280,36120,20720,38980,22380,8650, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),5180,28733,--,--,100,106,5,4,2,476,70,57,33,234,275,84,66,545,418,354,119,167,75,57,134,51,35, 
 筹资活动现金流入小计(万元),22520,149148,113771,100314,61950,87816,83604,51955,21219,95283,62031,58918,20874,87014,50016,37625,18977,58045,38798,29014,6139,95793,80541,20777,39354,26863,12785, 
 偿还债务支付的现金(万元),28370,83770,60532,39224,6500,82806,71370,55634,23090,92801,55261,50961,14561,66430,27945,23025,6445,44230,29320,14820,5840,43180,30320,18020,22380,11580,7150, 
 分配股利、利润或偿付利息所支付的现金(万元),935,4190,3063,2138,793,10665,2983,1929,7968,9554,8478,2309,1151,6712,5021,3838,855,9712,9853,8928,742,2729,1928,1086,1680,934,942, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),43,26998,74,0,--,--,10241,9620,--,--,135,433,--,--,5784,--,6490,--,5049,2981,--,741,5045,104,228,13,13, 
 筹资活动现金流出小计(万元),29348,114958,63670,41362,7293,93471,84594,67183,31058,102355,63875,53703,15712,73142,38750,26863,13790,53942,44221,26729,6582,46650,37293,19210,24288,12527,8105, 
 筹资活动产生的现金流量净额(万元),-6829,34190,50101,58952,54657,-5656,-990,-15228,-9839,-7073,-1843,5215,5162,13872,11266,10762,5187,4103,-5423,2285,-443,49143,43248,1567,15066,14336,4680, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-23096,12965,-9473,44206,44841,-2773,-9299,-9804,-9299,-5863,-11352,-1813,2983,-7495,-15543,-4124,-14646,-17112,-28557,-8925,-14175,26482,28346,-1472,9328,7286,3427, 
 加:期初现金及现金等价物余额(万元),29993,17028,17028,17028,17028,19800,19800,19800,19800,25663,25663,25663,25663,33158,33158,33158,33158,50270,50270,50270,50270,23788,25311,23788,14460,7174,3747, 
 期末现金及现金等价物余额(万元),6897,29993,7554,61234,61869,17028,10502,9996,10502,19800,14311,23850,28646,25663,17615,29034,18512,33158,21713,41346,36095,50270,53658,22317,23788,14460,7174, 
 净利润(万元),--,11732,--,299,--,4872,--,374,--,1903,--,1530,--,1876,--,4213,--,9041,--,5286,--,11413,--,--,10215,3851,4481, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,4872,--,504,--,1834,--,92,--,1187,--,396,--,1489,--,3,--,895,--,66,--,706,--,--,438,217,-124, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,7639,--,3513,--,7169,--,3699,--,6887,--,3295,--,5567,--,2827,--,4142,--,1898,--,3185,--,--,2393,1841,1448, 
 无形资产摊销(万元),--,1189,--,664,--,772,--,270,--,400,--,209,--,373,--,180,--,328,--,117,--,271,--,--,236,84,28, 
 长期待摊费用摊销(万元),--,82,--,6,--,63,--,55,--,48,--,12,--,60,--,20,--,37,--,41,--,33,--,--,150,99,6, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-220,--,8,--,66,--,-375,--,--,--,1,--,154,--,4,--,11,--,-0,--,4,--,--,1,--,28, 
 固定资产报废损失(万元),--,25,--,--,--,--,--,--,--,-18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,3773,--,1368,--,3330,--,2282,--,4531,--,2641,--,4981,--,2158,--,3140,--,1213,--,2280,--,--,1593,896,509, 
 投资损失(万元),--,-6679,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,685,--,-515,--,-221,--,8,--,-930,--,-47,--,-238,--,44,--,-603,--,-17,--,-158,--,--,-139,-73,-29, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 存货的减少(万元),--,4513,--,-8367,--,25,--,-3374,--,852,--,-5368,--,-1728,--,-4037,--,-1538,--,-483,--,-5913,--,--,-2682,-8247,-1082, 
 经营性应收项目的减少(万元),--,-13250,--,-8965,--,-3157,--,-2156,--,12482,--,743,--,-36499,--,-16379,--,-14125,--,-10176,--,-5199,--,--,-5959,-3282,-328, 
 经营性应付项目的增加(万元),--,5904,--,2882,--,-2605,--,706,--,-10199,--,-140,--,16497,--,5192,--,1428,--,2830,--,-8088,--,--,5011,4051,-1987, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,303,--,--,--,-131,--,--,--,-199,--,--,--,-86,--,--,--,44,--,--,--,--,--,--,--,3353,--, 
 经营活动产生现金流量净额(万元),--,20569,--,-8604,--,12017,--,1583,--,16945,--,3272,--,-7556,--,-5774,--,2799,--,775,--,-1465,--,--,11257,2834,2951, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,631,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),6897,29993,7554,61234,61869,17028,10502,9996,10502,19800,14311,23850,28646,25663,17615,29034,18512,33158,21713,41346,36095,50270,53658,22317,23788,14460,7174, 
 现金的期初余额(万元),29993,17028,17028,17028,17028,19800,19800,19800,19800,25663,25663,25663,25663,33158,33158,33158,33158,50270,50270,50270,50270,23788,25311,23788,14460,7174,3747, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-23096,12965,-9473,44206,44841,-2773,-9299,-9804,-9299,-5863,-11352,-1813,2983,-7495,-15543,-4124,-14646,-17112,-28557,-8925,-14175,26482,28346,-1472,9328,7286,3427, 

