 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),67332,41892,14184,48861,31494,17606,6720,41515,29358,23254,11072,20635,13623,3751,1699,16018,4325,3673,6079,4375,2061,980,2955,1247,631, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2848,1375,1009,2586,1342,756,136,2420,1148,1008,476,1529,633,93,2,1166,63,--,369,65,65,37,197,165,--, 
 收到的其他与经营活动有关的现金(万元),3311,2507,1566,2370,948,536,264,1869,1456,1364,732,1300,500,211,134,594,258,124,277,151,138,12,368,623,110, 
 经营活动现金流入小计(万元),73492,45774,16759,53817,33783,18898,7119,45804,31962,25627,12280,23463,14756,4055,1834,17778,4647,3797,6725,4591,2265,1029,3520,2035,742, 
 购买商品、接受劳务支付的现金(万元),39335,23987,14340,23390,15796,8629,4420,20476,16515,11307,7154,14039,9643,5711,2381,7357,2350,623,3126,2019,904,358,972,658,555, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12854,9165,5571,12710,9789,6944,4331,10125,7509,4905,2938,5781,4366,2820,1608,2293,944,528,1033,758,599,279,683,294,41, 
 支付的各项税费(万元),6987,3471,2187,5826,2633,1732,854,5451,4172,2931,1445,2858,1971,584,335,2290,653,578,953,640,266,197,454,175,37, 
 支付的其他与经营活动有关的现金(万元),9055,6577,3285,7889,4310,2656,1481,5745,4760,3390,2237,4449,2285,1313,592,1227,648,218,646,976,730,772,414,478,877, 
 经营活动现金流出小计(万元),68231,43200,25383,49816,32528,19961,11087,41796,32956,22532,13773,27127,18265,10428,4916,13167,4595,1947,5758,4393,2499,1606,2522,1605,1511, 
 经营活动产生的现金流量净额(万元),5260,2575,-8624,4001,1255,-1063,-3968,4007,-995,3094,-1493,-3664,-3509,-6373,-3082,4611,52,1850,967,199,-234,-577,997,431,-769, 
 收回投资所收到的现金(万元),31210,16700,1700,--,--,--,--,--,--,--,--,20150,20150,20150,16950,45545,17295,2875,4100,2800,2300,1300,3600,--,--, 
 取得投资收益所收到的现金(万元),80,34,2,--,--,--,--,--,--,--,--,74,74,74,68,172,85,7,21,13,7,2,21,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),51,42,--,--,--,--,--,5,5,5,5,--,--,--,--,29,14,--,38,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,150,150,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,884,--,--,--,199,--,--,--,--,--,--,793,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),31341,16776,1702,0,0,0,0,5,5,5,5,21257,20373,20224,17018,45945,17394,2882,4159,2813,2307,1302,4413,--,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3528,2930,2384,765,360,311,283,1999,1996,1556,1225,3982,4173,3370,1613,1489,325,224,453,324,147,81,339,207,42, 
 投资所支付的现金(万元),41210,16700,4700,--,--,--,--,--,39,--,--,20150,20150,20150,16950,45545,17295,6230,4100,4100,2880,1300,3600,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,137,137,137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,--,--,--,--,--,--,510,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),44738,19630,7084,765,360,311,283,2136,2171,1693,1225,24132,24323,23520,18563,47082,17620,6454,4553,4424,3027,1381,4449,207,42, 
 投资活动产生的现金流量净额(万元),-13397,-2854,-5382,-765,-360,-311,-283,-2131,-2166,-1688,-1220,-2875,-3950,-3297,-1545,-1137,-226,-3572,-394,-1611,-720,-79,-35,-207,-42, 
 吸收投资收到的现金(万元),8654,--,--,36800,--,--,--,490,490,396,--,397,--,--,--,10,--,--,20,20,--,--,--,2150,900, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,490,--,--,--,397,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2590,2321,1000,9408,9384,6855,2556,15971,10400,7000,3800,7500,4500,3000,--,500,--,--,--,--,--,--,--,400,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1988,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,989,--,--,--,50,--,--,--,55,25,25,--,--,--,--,500,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),11244,2321,1000,47198,9384,6855,2556,16511,10890,7396,3800,7952,4525,3025,0,510,0,0,2508,20,0,0,0,2550,900, 
 偿还债务支付的现金(万元),6989,5374,2840,12997,5724,4050,1900,12566,7234,3900,900,4100,1100,500,--,--,--,--,--,--,--,--,200,280,--, 
 分配股利、利润或偿付利息所支付的现金(万元),3326,3300,43,572,454,332,163,578,307,188,77,1804,1393,1322,1293,136,--,--,--,--,--,--,5,6,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),60,50,50,813,258,200,--,245,77,55,--,404,25,25,--,89,40,40,500,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),10374,8724,2933,14381,6436,4582,2063,13390,7617,4143,977,6308,2519,1848,1293,225,40,40,500,0,0,0,205,286,--, 
 筹资活动产生的现金流量净额(万元),869,-6404,-1933,32817,2947,2273,493,3121,3273,3253,2823,1644,2007,1178,-1293,285,-40,-40,2008,20,0,0,-205,2264,900, 
 汇率变动对现金及现金等价物的影响(万元),16,19,25,27,30,60,17,-18,-3,2,-2,-3,0,-0,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-7251,-6664,-15915,36080,3873,959,-3741,4979,109,4661,108,-4897,-5452,-8492,-5920,3759,-215,-1762,2581,-1393,-955,-656,757,2487,89, 
 加:期初现金及现金等价物余额(万元),45870,45870,45872,9791,9791,9791,9869,4811,4811,4811,4811,9709,9709,9709,9709,5950,5950,5950,3370,3370,3370,3370,2612,132,42, 
 期末现金及现金等价物余额(万元),38619,39206,29957,45870,13663,10750,6128,9791,4920,9473,4920,4811,4257,1217,3789,9709,5735,4188,5950,1977,2415,2713,3370,2619,132, 
 净利润(万元),--,5060,--,9002,--,2528,--,7741,--,--,--,5150,--,--,--,4964,--,--,2483,--,--,--,--,743,407, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-75,--,787,--,500,--,316,--,--,--,490,--,--,--,46,--,--,88,--,--,--,--,16,59, 
