 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),501370,364411,197291,461018,342862,229547,129766,408062,297824,327289,146317,248137,60514,229229,151491,94597,50087,172559,121593,146680,143725,130165, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4929,3127,1925,6306,5622,2673,1231,5858,4516,5100,2487,4254,1040,3476,2269,1653,557,4031,2777,2993,1233,90, 
 收到的其他与经营活动有关的现金(万元),8180,5974,1777,7286,4801,4260,2423,6679,4763,5064,4005,6353,3983,5194,15680,7456,1255,3648,8849,15246,20856,13551, 
 经营活动现金流入小计(万元),514478,373513,200993,474610,353285,236481,133420,420600,307102,337452,152809,258744,65537,237900,169440,103706,51898,180239,133219,164919,165814,143807, 
 购买商品、接受劳务支付的现金(万元),257879,171167,89839,250934,175591,110670,59256,218263,155847,166651,79853,141251,35107,124892,86629,57043,26591,114123,81818,97989,94574,97404, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),105932,65026,33928,117710,79896,50745,25791,102479,72771,74177,30211,49074,12316,50786,31023,19571,10341,34302,20470,23448,13950,11600, 
 支付的各项税费(万元),23869,17425,9818,32742,19073,13430,7369,28103,20035,23341,10938,19061,6212,12534,9839,7295,5361,8083,6031,8482,7138,5719, 
 支付的其他与经营活动有关的现金(万元),37441,21091,13725,46741,24215,17804,8879,29435,23921,27129,12694,22631,7720,18774,36391,18648,8963,14109,23060,27292,23280,22398, 
 经营活动现金流出小计(万元),425121,274710,147310,448126,298774,192648,101295,378281,272574,291298,133696,232017,61355,206986,163882,102557,51256,170617,131378,157211,138942,137121, 
 经营活动产生的现金流量净额(万元),89357,98803,53683,26484,54510,43832,32125,42319,34528,46154,19113,26727,4182,30914,5558,1150,642,9622,1841,7708,26873,6685, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),491,255,--,--,--,--,--,195,195,582,414,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),108,44,44,258,242,21,4,440,267,170,84,1522,20,112,466,50,6,176,131,1114,214,531, 
 处置子公司及其他营业单位收到的现金净额(万元),8418,1895,--,--,--,--,--,250,100,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),108400,41000,--,1071,705,205,18,1951,700,--,--,909,--,300,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),117417,43195,44,1329,947,226,22,2836,1262,752,498,2431,20,412,466,50,6,176,131,1114,214,531, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),61600,39844,22989,80335,62512,37679,24693,57703,44597,42970,20591,16967,3566,11538,8447,3736,3129,17453,12125,17134,7562,6696, 
 投资所支付的现金(万元),1890,1890,--,300,300,300,--,1520,1430,--,--,500,--,--,--,--,--,--,--,1608,5800,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,900,900,900,900,--,--,--,--,10,--,--,--,--,--,--,--,--,5550,--, 
 支付的其他与投资活动有关的现金(万元),236809,109400,--,754,754,540,318,196,35,--,--,--,--,--,--,--,--,--,--,--,6,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),300299,151134,22989,82289,64466,39419,25911,59419,46062,42970,20591,17477,3566,11538,8447,3736,3129,17453,12125,18742,18918,6696, 
 投资活动产生的现金流量净额(万元),-182882,-107939,-22945,-80960,-63519,-39193,-25889,-56583,-44800,-42218,-20093,-15047,-3546,-11127,-7980,-3686,-3123,-17277,-11993,-17628,-18703,-6165, 
 吸收投资收到的现金(万元),877,877,125,140621,--,--,--,--,--,124,--,108,--,--,--,--,--,--,--,--,3064,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),877,877,125,--,--,--,--,--,--,124,--,108,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),143765,76904,35643,279350,208148,117611,46765,202982,133292,127414,60791,118791,25776,132508,94221,58132,29600,93826,54349,72465,30584,67703, 
 发行债券收到的现金(万元),--,--,--,79200,--,--,--,--,--,--,--,--,--,11928,12000,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,7880,7880,7880,7880,--,--,--,--,--,--,318,--,286,500,5982,5730,207,--,2034, 
