 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),364702,236137,102117,324053,263655,153185,289782,123358,251823,161411,97092, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),511,293,--,793,604,604,692,4,673,358,416, 
 收到的其他与经营活动有关的现金(万元),11470,12033,4192,36072,31761,33767,13969,10110,15294,11582,12174, 
 经营活动现金流入小计(万元),376684,248463,106309,360917,296020,187555,304443,133472,267790,173351,109683, 
 购买商品、接受劳务支付的现金(万元),114520,78083,36632,151472,150663,84961,96736,52281,109405,101124,68807, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),30301,19467,10390,32970,21752,16025,29306,12742,23174,21344,13609, 
 支付的各项税费(万元),59434,39086,17495,44845,35382,22638,24597,11044,24025,14641,11173, 
 支付的其他与经营活动有关的现金(万元),28321,25974,9379,38739,24342,23252,58571,23741,29487,28784,25646, 
 经营活动现金流出小计(万元),232576,162610,73895,268027,232138,146877,209210,99809,186092,165892,119235, 
 经营活动产生的现金流量净额(万元),144108,85854,32413,92891,63882,40679,95233,33664,81699,7458,-9552, 
 收回投资所收到的现金(万元),--,--,--,3000,3000,3000,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,7,3,50,47,--,34,2,197,771,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,3039,3039,3039,--,--,432,--,--, 
 收到的其他与投资活动有关的现金(万元),50124,50000,7769,2687,2512,1949,2903,2242,20,3822,126, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),50131,50007,7772,8775,8597,7988,2937,2245,648,4593,126, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),91483,47674,12965,54629,40486,22507,66439,23205,38601,22097,21690, 
 投资所支付的现金(万元),749,749,--,329,329,--,--,--,--,--,4050, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,5451,--,996,10000,--, 
 支付的其他与投资活动有关的现金(万元),167248,94815,17932,50128,23417,6241,667,401,2872,20,5903, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),259480,143239,30897,105087,64232,28748,72557,23606,42468,32117,31643, 
 投资活动产生的现金流量净额(万元),-209349,-93232,-23125,-96312,-55635,-20760,-69620,-21362,-41819,-27523,-31517, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,100,600,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,100,600,--, 
 取得借款收到的现金(万元),169080,122220,56910,150140,110300,85000,228800,150750,107290,152318,61720, 
 发行债券收到的现金(万元),41379,--,--,19660,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),16650,17328,7471,23701,23701,23701,42501,45543,64542,48926,105047, 
 筹资活动现金流入小计(万元),227109,139548,64381,193501,134001,108701,271301,196293,171932,201843,166767, 
 偿还债务支付的现金(万元),130180,107760,68510,145390,112090,84500,161550,100831,142369,106859,61150, 
 分配股利、利润或偿付利息所支付的现金(万元),19182,10601,2513,12408,9856,7347,12158,4756,9704,9167,10763, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),14548,11515,4358,32363,22046,33206,116231,72600,62398,62562,57242, 
 筹资活动现金流出小计(万元),163909,129876,75381,190161,143992,125053,289939,178186,214472,178588,129155, 
 筹资活动产生的现金流量净额(万元),63199,9672,-11000,3340,-9991,-16352,-18638,18107,-42540,23256,37612, 
 汇率变动对现金及现金等价物的影响(万元),-117,-49,-11,94,60,47,54,10,25,-21,12, 
 现金及现金等价物净增加额(万元),-2159,2244,-1722,12,-1684,3614,7028,30420,-2635,3170,-3445, 
 加:期初现金及现金等价物余额(万元),10876,10876,10876,10863,10863,10863,3835,3827,6470,3210,6655, 
 期末现金及现金等价物余额(万元),8717,13120,9154,10876,9179,14477,10863,34247,3835,6380,3210, 
 净利润(万元),--,--,27750,66176,--,--,25763,--,17404,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,796,-80,--,--,12083,--,419,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,12033,47548,--,--,44697,--,34302,--,--, 
 无形资产摊销(万元),--,--,273,1078,--,--,804,--,645,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,-1,297,--,--,12,--,33,--,--, 
 固定资产报废损失(万元),--,--,--,66,--,--,888,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,3786,11651,--,--,15832,--,17923,--,--, 
 投资损失(万元),--,--,2,-446,--,--,--,--,50,--,--, 
 递延所得税资产减少(万元),--,--,-276,-369,--,--,588,--,-629,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,-4018,-1395,--,--,-18873,--,816,--,--, 
 经营性应收项目的减少(万元),--,--,-12340,-16289,--,--,-52702,--,-14973,--,--, 
 经营性应付项目的增加(万元),--,--,4410,-15346,--,--,66139,--,25998,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,-290,--,--, 
 经营活动产生现金流量净额(万元),--,--,32413,92891,--,--,95233,--,81699,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),8717,13120,9154,10876,9179,14477,10863,34247,3835,6380,3210, 
 现金的期初余额(万元),10876,10876,10876,10863,10863,10863,3835,3827,6470,3210,6655, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2159,2244,-1722,12,-1684,3614,7028,30420,-2635,3170,-3445, 

