 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),352046,247731,114425,394894,285288,188563,90337,375991,248535,183173,87967,314131,211654,135860,70042,297205,210287,143002,73824,252632,184630,122650,61234,185435,128035,82425,33343,153974,121052,87966,191784,81491,181718,108098, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),25,25,11,33,1,0,0,1,2,2,--,1,1,--,--,58,57,44,10,33,8,4,0,13,12,10,0,103,103,--,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),4200,2530,1114,8242,9121,6697,3231,6531,6901,4250,1462,4298,3184,3429,607,3908,4780,4377,857,9400,6857,4052,1925,13414,10499,5726,2112,8802,5942,2814,12007,4103,14701,15031, 
 经营活动现金流入小计(万元),356271,250285,115550,403170,294409,195260,93569,382522,255438,187424,89429,318430,214838,139289,70649,301170,215125,147423,74691,262066,191495,126706,63160,198862,138546,88161,35455,162879,127098,90780,203791,85593,196419,123129, 
 购买商品、接受劳务支付的现金(万元),90271,50961,26662,111979,76759,42065,20400,81767,47811,33821,19783,104538,71569,32663,16878,108564,82308,34119,16517,84117,56921,25084,7802,58068,39783,22761,10633,72005,51739,24770,68237,35543,79770,46550, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),46895,31983,17359,57046,36773,24301,11771,44225,33104,21118,14442,41718,30775,20499,10537,39580,27288,19014,9851,32500,22460,14786,7486,29214,21117,14599,7031,26580,17592,11376,24658,10558,18819,10531, 
 支付的各项税费(万元),57377,44454,28052,67249,51810,37403,17450,54632,41827,30424,19229,46536,33176,21236,11469,39627,29454,20734,11320,34072,24266,18850,9025,28012,19901,16631,9854,42336,30339,22471,27730,17814,14975,15820, 
 支付的其他与经营活动有关的现金(万元),143270,104064,58912,155431,145392,103966,54498,138734,109742,71038,33120,112450,93260,63240,33855,102810,85424,57822,34094,105845,83619,56522,26935,76556,59195,38936,16499,62806,50451,29506,53194,21672,51033,29209, 
 经营活动现金流出小计(万元),337813,231462,130985,391704,310735,207735,104119,319358,232483,156401,86573,305242,228779,137638,72740,290580,224474,131689,71782,256533,187266,115242,51248,191849,139996,92928,44017,203727,150122,88123,173819,85587,164598,102111, 
 经营活动产生的现金流量净额(万元),18459,18824,-15435,11465,-16326,-12475,-10550,63164,22955,31023,2856,13188,-13941,1651,-2090,10590,-9350,15734,2909,5532,4229,11464,11912,7013,-1449,-4767,-8561,-40849,-23024,2657,29972,7,31821,21018, 
 收回投资所收到的现金(万元),110000,93000,15000,97010,72500,31000,15000,11507,11507,11507,4000,45600,42300,30300,23100,157750,157250,113000,63000,73000,58000,15000,--,--,--,--,--,--,--,--,65,--,0,0, 
 取得投资收益所收到的现金(万元),2166,1699,564,1488,438,123,52,--,58,53,100,661,686,582,344,1936,1806,1318,746,386,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),82,82,0,107,47,--,0,17,5,4,--,8,3,1,--,37,17,1,1,3,3,3,--,20,19,17,--,1,--,--,277,1,0,19, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,527,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,250,62,--,--,--,--,--,--,--,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流入小计(万元),112248,94781,15564,98605,72985,31123,15052,11523,11570,11564,4100,46269,42989,30883,23444,159723,159073,114319,63747,73389,58253,15065,0,20,19,17,0,1,0,0,869,1,0,19, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10759,6439,3877,18035,14504,10400,4798,37303,27371,25824,8261,47843,35967,25837,15064,45019,29793,19347,8079,40983,28395,15527,6197,29689,21176,12004,1184,17790,13976,13313,28502,13151,21057,12827, 
 投资所支付的现金(万元),90805,47946,7510,175650,116867,90256,14124,24715,10058,10053,3027,8925,4899,4522,285,150078,115880,106445,58943,121000,88000,47000,--,--,--,--,--,--,--,--,0,3000,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,175,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3082,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流出小计(万元),101564,54384,11387,193859,131371,100656,18922,62018,37429,35877,11288,56768,40866,30359,15348,195097,145673,125792,67022,161983,116395,62527,6197,29689,21176,12004,1184,17790,13976,13313,31584,16151,21057,12827, 
 投资活动产生的现金流量净额(万元),10684,40397,4177,-95255,-58387,-69534,-3870,-50494,-25859,-24313,-7189,-10500,2123,524,8096,-35375,13400,-11473,-3275,-88594,-58142,-47462,-6197,-29669,-21157,-11987,-1184,-17788,-13976,-13313,-30715,-16151,-21057,-12808, 
 吸收投资收到的现金(万元),2260,1884,1109,131047,130163,129585,129129,1352,366,284,184,1239,785,-74,-74,215,-5,177,--,14421,14421,13202,--,--,--,--,--,216740,216740,--,4332,--,900,5000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
