 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),22219,10969,2279,59491,23804,14518,3176,36495,7031,28768,16316,13940, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),66,66,--,60,37,37,--,30,30,31,36,2, 
 收到的其他与经营活动有关的现金(万元),1929,1267,132,6339,4320,1374,325,4585,1901,3263,12556,10957, 
 经营活动现金流入小计(万元),24213,12301,2411,65890,28161,15929,3501,41110,8962,32063,28908,24899, 
 购买商品、接受劳务支付的现金(万元),886,486,1501,1099,1035,946,403,928,590,1202,1493,643, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),39520,24796,12094,49637,36941,23861,10995,34562,14886,21035,14131,10475, 
 支付的各项税费(万元),918,801,411,1105,758,718,269,1034,693,1300,557,172, 
 支付的其他与经营活动有关的现金(万元),8190,4787,1355,14907,10284,6152,3928,14711,7768,10607,16315,12139, 
 经营活动现金流出小计(万元),49515,30870,15361,66748,49018,31676,15596,51235,23936,34144,32498,23430, 
 经营活动产生的现金流量净额(万元),-25302,-18569,-12949,-858,-20856,-15747,-12095,-10125,-14974,-2081,-3590,1470, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,56050,56000,11005,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,223,223,52,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,0,56273,56223,11057,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),93,75,24,160,113,91,51,196,31,86,126,51, 
 投资所支付的现金(万元),8300,--,--,214,--,--,--,39050,39000,28005,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,450,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8393,75,24,374,113,91,51,39246,39031,28541,126,51, 
 投资活动产生的现金流量净额(万元),-8393,-75,-24,-374,-113,-91,-51,17028,17193,-17484,-126,-51, 
 吸收投资收到的现金(万元),21289,21289,--,--,--,--,--,--,--,11000,6000,5267, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),29196,19196,7000,37000,27100,19000,10000,30527,9527,18127,13345,13271, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),5579,4522,340,1160,820,820,460,965,820,1155,620,--, 
 筹资活动现金流入小计(万元),56064,45008,7340,38160,27920,19820,10460,31492,10347,30282,19965,18538, 
 偿还债务支付的现金(万元),26100,16600,9300,32600,21600,13500,6500,24607,10800,13522,10115,12925, 
 分配股利、利润或偿付利息所支付的现金(万元),936,577,273,1305,917,492,222,903,479,1827,824,485, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),505,479,375,1576,1094,1014,537,1467,924,972,1263,568, 
 筹资活动现金流出小计(万元),27541,17656,9948,35481,23611,15006,7259,26977,12203,16320,12202,13978, 
 筹资活动产生的现金流量净额(万元),28523,27352,-2608,2679,4309,4814,3201,4515,-1856,13962,7763,4560, 
 汇率变动对现金及现金等价物的影响(万元),-73,-43,-11,21,0,-0,14,0,-0,-0,-0,-0, 
 现金及现金等价物净增加额(万元),-5244,8665,-15592,1468,-16661,-11025,-8931,11418,363,-5603,4047,5979, 
 加:期初现金及现金等价物余额(万元),19197,19197,19197,17729,17729,17729,17775,6311,6311,11914,7867,1889, 
 期末现金及现金等价物余额(万元),13952,27861,3605,19197,1068,6704,8844,17729,6675,6311,11914,7867, 
 净利润(万元),--,-3062,--,4277,--,-3335,--,3528,-4543,3445,3107,3148, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,454,--,1784,--,350,--,1386,332,656,860,626, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,63,--,112,--,53,--,89,41,61,74,117, 
 无形资产摊销(万元),--,42,--,85,--,42,--,80,40,79,15,2, 
 长期待摊费用摊销(万元),--,137,--,143,--,13,--,0,--,0,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,0,--,0,19,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
