 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),33217,20341,11266,39914,30501,19675,9440,39637,28571,20273,41339,40204,34475,27797, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1149,714,360,1553,929,579,359,981,886,683,938,1316,919,1261, 
 收到的其他与经营活动有关的现金(万元),894,263,983,1424,945,351,617,339,620,121,595,1666,263,450, 
 经营活动现金流入小计(万元),35260,21317,12609,42890,32375,20606,10417,40958,30077,21077,42872,43185,35656,29508, 
 购买商品、接受劳务支付的现金(万元),23595,14342,7718,25561,21676,13311,7148,26551,19997,13343,29129,28417,25964,21903, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6910,4574,2141,7125,5005,3186,1716,6261,4868,3341,6887,6337,4426,2681, 
 支付的各项税费(万元),1086,690,358,1568,1144,739,429,1441,1178,764,1233,1065,921,768, 
 支付的其他与经营活动有关的现金(万元),2399,1100,842,4315,2427,1115,888,1743,1527,807,2497,3083,1687,1645, 
 经营活动现金流出小计(万元),33988,20706,11059,38569,30252,18351,10181,35995,27571,18255,39748,38901,32998,26997, 
 经营活动产生的现金流量净额(万元),1272,611,1551,4321,2123,2255,236,4963,2506,2822,3124,4284,2658,2511, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,500,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,3,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,7,2,25,69,13,--,58,155,2,2,1,15,16, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),761,761,--,54,12,--,--,890,554,468,77,422,1868,5167, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),768,768,2,79,81,13,0,948,709,470,79,926,1883,5184, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5059,2767,1072,4404,1536,963,84,4591,3962,3180,4047,10332,1879,1876, 
 投资所支付的现金(万元),--,--,--,188,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
