 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),40232,148047,106178,66277,33038,124557,98765,64058,38639,159245,103072,64936,37265,134847,104446,59266,27671,138023,--,71921,32524,147898,126463,89555,58361, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1498,8174,6935,3560,1613,5678,4959,3591,1571,10861,8044,4557,2665,8683,5785,3367,1699,8885,--,3886,2799,12312,7891,4819,5332, 
 收到的其他与经营活动有关的现金(万元),5230,14514,3867,3168,5054,5686,2603,1109,953,17248,2961,2994,52,6421,2934,869,16,9302,--,2089,2573,24304,17983,25636,17028, 
 经营活动现金流入小计(万元),46959,170735,116981,73005,39705,135921,106327,68759,41163,187355,114076,72487,39982,149951,113165,63502,29387,156210,--,77896,37896,184514,152337,120009,80722, 
 购买商品、接受劳务支付的现金(万元),27901,96115,59887,37976,24972,89159,63812,32937,22037,123808,70666,43106,21061,98038,64714,44934,23886,87194,--,39453,24124,123235,76959,67864,32054, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
