 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),98309,65700,29132,115332,70452,6610,2731,18068,13051,8249,4283,16816,13664,10104,4545,20930,15911,10450,5747,22330,15072,9087,4105,24920,17932,13665,7445,31140,20889,15759,5870,40060,25046,17922,7241,30857,14222,8506,3845,21793,17792,9589,2699,16333,12520,8478,3028,15845,10778,7350,3490, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 收到的税费返还(万元),338,65,11,229,393,29,29,20,19,19,--,--,--,--,--,38,12,12,--,0,--,--,--,4,--,0,--,--,--,--,--,--,--,0,0,60,60,--,--,279,269,72,72,256,256,201,154,28,28,28,--, 
 收到的其他与经营活动有关的现金(万元),5551,1255,1569,1654,1363,881,-1372,10430,269,579,174,3769,1798,1687,578,10175,9303,2176,81,10853,3741,3144,3064,3555,7273,1167,39,1368,1266,1080,26,969,2708,2376,2324,1026,962,949,784,4082,3847,2150,1823,523,530,202,811,1086,1069,1018,19, 
 经营活动现金流入小计(万元),104198,67019,30712,117216,72207,7520,1389,28519,13339,8847,4458,20585,15462,11791,5124,31143,25226,12638,5828,33183,18813,12232,7170,28479,25206,14832,7485,32508,22154,16838,5896,41029,27754,20298,9565,31943,15244,9455,4629,26154,21908,11811,4594,17112,13307,8881,3993,16959,11875,8396,3509, 
 购买商品、接受劳务支付的现金(万元),46675,25918,11398,55134,28154,7068,3807,13989,9198,6767,3525,16191,12548,7304,4429,17377,12906,9346,5924,15079,14417,7782,5104,16718,12931,7471,3929,27793,20162,15855,4938,25294,16670,10459,4793,24779,15022,7776,2828,15008,12122,7028,2302,11607,9089,5987,2562,10840,7640,5519,2589, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,0,--, 
 支付给职工以及为职工支付的现金(万元),17920,11586,6070,21368,16008,2229,1219,4151,2985,2066,1112,3823,2951,2063,1120,3921,2943,2015,1022,3872,2947,2038,1029,3836,2885,1956,990,3951,2972,2113,1171,4019,3072,2236,1241,3460,2537,1623,801,2762,2102,1368,676,2389,1883,1239,508,1899,1206,858,469, 
 支付的各项税费(万元),11550,7885,3137,8715,6393,173,17,550,434,360,150,491,391,349,130,815,584,358,176,1003,798,587,209,1066,716,507,87,939,651,436,194,1450,1237,827,246,1701,1200,773,228,982,611,391,127,640,480,447,167,758,471,363,183, 
 支付的其他与经营活动有关的现金(万元),19526,10418,6091,24564,23330,2985,1174,11248,1415,635,306,7161,6778,6171,3272,7139,6792,2925,1169,11667,1850,3239,428,2033,2536,2122,576,1971,1108,757,430,2646,2073,1413,527,2235,1774,1426,895,1627,1024,823,606,2005,1764,1093,867,2294,1617,865,396, 
 经营活动现金流出小计(万元),95670,55807,26697,109781,73885,12456,6217,29938,14033,9828,5093,27666,22668,15887,8951,29252,23225,14644,8292,31620,20013,13647,6769,23653,19068,12056,5582,34654,24893,19161,6733,33410,23051,14935,6808,32176,20533,11598,4752,20379,15859,9609,3711,16642,13216,8767,4104,15791,10933,7606,3638, 
 经营活动产生的现金流量净额(万元),8528,11212,4016,7435,-1677,-4936,-4828,-1419,-694,-981,-635,-7081,-7206,-4097,-3827,1891,2001,-2007,-2464,1563,-1199,-1415,400,4827,6138,2776,1903,-2146,-2739,-2323,-837,7619,4703,5363,2757,-233,-5289,-2144,-123,5776,6048,2202,883,470,90,114,-111,1168,942,791,-128, 
 收回投资所收到的现金(万元),2000,--,--,11100,11100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,--,0,--,0,0,0,--,0,--, 
 取得投资收益所收到的现金(万元),614,--,--,70,101,--,--,752,752,752,--,449,449,449,--,203,203,--,203,--,82,82,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,--,0,--,0,0,0,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,1,1,4681,4681,7481,7481,1505,1505,6876,4903,2274,2,2182,13,12,6,8,4,4,--,20,20,20,11,15,12,5,2,7,2,2,0,42,--,7,--,48,49,49,2,85,85,34,3,14,14,14,14, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3899,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,--,0,--,0,0,0,--,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,28825,--,--,--,--,--,--,--,--,--,--,--,--,--,203,--,82,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,--,0,--,0,0,0,--,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,--,--, 
 投资活动现金流入小计(万元),2614,0,0,39996,11201,4681,4681,8232,8232,2257,1505,7325,5351,2723,2,6284,216,215,209,89,86,85,0,20,20,20,11,15,12,5,2,7,2,2,0,42,--,7,--,48,49,49,2,85,85,34,3,14,14,14,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9011,5715,2921,20483,16001,1281,942,5791,4732,3721,2257,6253,5237,3292,1502,239,163,95,45,699,445,323,245,1791,260,182,101,617,471,324,125,520,279,227,126,271,149,59,25,586,228,99,52,37,15,13,12,856,856,838,101, 
 投资所支付的现金(万元),2600,1600,600,6732,6000,--,--,--,--,--,--,--,--,--,--,2100,1900,--,--,4360,4360,4360,3360,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,--,0,--,0,0,0,--,0,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,--,0,--,0,--,0,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,155,155,0,0,100,50,50,--,100,0,0,--,0,--,0,0,0,--,0,--, 
 支付的其他与投资活动有关的现金(万元),0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,--,0,--,0,0,0,--,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,--,--,0,--,0,--,0,--,--,--, 
 投资活动现金流出小计(万元),11611,7315,3521,27215,22001,1281,942,5791,4732,3721,2257,6253,5237,3292,1502,2339,2063,95,45,5059,4805,4683,3605,1791,260,182,101,617,471,324,125,674,433,227,126,371,199,109,25,686,228,99,52,37,15,13,12,856,856,838,101, 
 投资活动产生的现金流量净额(万元),-8997,-7315,-3521,12781,-10799,3400,3739,2441,3501,-1464,-752,1072,115,-568,-1500,3945,-1847,120,164,-4970,-4719,-4597,-3605,-1771,-241,-163,-90,-602,-459,-318,-123,-667,-432,-226,-126,-329,-199,-102,-25,-638,-179,-50,-51,48,70,21,-9,-842,-842,-824,-88, 
 吸收投资收到的现金(万元),3534,3277,--,2100,1100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,--,0,--,0,0,0,--,0,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),3534,3277,--,2100,1100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,--,0,--,0,--,0,--,0,--, 
