 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),2112201,1154988,641482,248861,2351816,1075763,734907,385382,1851801,828338,453347,186433,2690082,1155514,755709,260950,2774978,1556840,1141779,85530,784363,375360,245135,75869,639159,335067,171183,59946,542562,332947,212704,105280,601314,311201,166888,65631,468866,269728,141118,52823,404290,230112,77537,35573,143976,94291,62761,28179,130487,87516,62515,32061, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 收到的税费返还(万元),12628,9133,2836,1094,10507,6859,5444,1700,8196,10815,8347,2426,8320,12523,11029,3214,10887,8765,4489,527,3744,4679,1759,684,2768,2260,1314,207,4164,3345,2895,2531,4955,3318,2844,988,2501,2452,1840,1277,1780,843,261,244,236,77,61,11,34,11,9,6, 
 收到的其他与经营活动有关的现金(万元),203992,107406,66183,20468,188873,121678,79631,56740,154149,111093,66026,31011,218580,121969,96708,42936,200237,162398,86124,1744,8679,4265,2264,1069,7026,4355,2965,1327,9545,6879,3321,993,6697,9722,5698,3041,13831,10667,4443,2062,14691,12070,418,227,701,445,101,22,647,301,167,5054, 
 经营活动现金流入小计(万元),2328821,1271528,710500,270422,2551195,1204301,819982,443822,2014147,950245,527720,219869,2916981,1290007,863446,307100,2986102,1728003,1232392,87801,796786,384304,249158,77622,648953,341682,175461,61479,556271,343171,218920,108804,612966,324240,175430,69660,485198,282848,147401,56162,420761,243024,78216,36044,144913,94812,62923,28212,131168,87828,62691,37122, 
 购买商品、接受劳务支付的现金(万元),1426293,1034429,615431,247026,1686756,1076861,777733,311746,1421008,1072405,675264,321051,1883231,1198651,928966,417818,2304660,1736405,1245855,118022,602503,347256,231402,80481,475782,278277,156671,71701,380287,315348,214510,102781,449405,262081,160693,73109,357545,219547,150919,69638,306710,217816,75212,37132,119093,80237,52157,29069,100618,66999,49630,27369, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,0,0,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),621330,422834,274042,140459,607542,394952,261897,137211,568883,371481,250100,129981,538368,346301,231548,124350,502026,333416,222253,30187,122023,88394,56806,28367,110839,80797,52379,26578,107779,72232,44329,22333,85471,60276,34997,16454,65611,35926,21563,5799,61669,40832,3000,1596,5517,3696,2504,1188,4831,3077,2084,984, 
