 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),42039,24615,13590,62885,30244,18798,8951,60747,54050,18122,42675,26721,21542, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),330,179,177,234,120,93,71,550,883,504,1358,328,140, 
 收到的其他与经营活动有关的现金(万元),4776,3404,164,3553,1833,890,281,3984,4557,714,2447,3903,1942, 
 经营活动现金流入小计(万元),47145,28198,13931,66673,32197,19782,9303,65282,59490,19340,46479,30952,23624, 
 购买商品、接受劳务支付的现金(万元),15135,8719,4618,14246,10769,7493,5166,13173,10543,4704,7246,6607,6154, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),26601,18810,11826,29504,22809,14580,7646,32385,25587,13689,22517,16956,10843, 
 支付的各项税费(万元),3877,2809,2173,5630,3409,2385,2062,5202,6556,3664,6262,2132,909, 
 支付的其他与经营活动有关的现金(万元),10724,7117,3348,11927,9051,7310,4320,11936,12126,5952,8226,8057,4082, 
 经营活动现金流出小计(万元),56336,37455,21965,61307,46037,31768,19195,62695,54813,28010,44251,33751,21987, 
 经营活动产生的现金流量净额(万元),-9192,-9257,-8035,5366,-13840,-11986,-9892,2586,4677,-8670,2228,-2799,1638, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),70,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,2,--,189,200,172,--,2,2,--,5,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,250,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),72,2,0,439,200,172,0,2,2,0,5,2,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),711,461,153,1178,335,283,16,1202,579,139,771,2591,1132, 
 投资所支付的现金(万元),--,--,--,--,550,550,--,1000,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),80,80,-1,1472,--,--,550,2888,1050,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),791,541,152,2650,884,832,565,5091,1629,139,771,2591,1132, 
 投资活动产生的现金流量净额(万元),-719,-539,-152,-2211,-684,-661,-565,-5089,-1628,-139,-766,-2589,-1132, 
 吸收投资收到的现金(万元),20068,--,--,--,--,--,--,--,25000,25000,10200,4475,1230, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,5624,3000,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),20068,0,0,0,0,0,0,0,25000,25000,15824,7475,2230, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,2500,2500,5124,2000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,2646,2646,2646,--,5352,2720,88,159,105,29, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,0,0,2646,2646,2646,0,5352,5220,2588,5283,2105,29, 
 筹资活动产生的现金流量净额(万元),20068,0,0,-2646,-2646,-2646,0,-5352,19780,22412,10541,5370,2201, 
 汇率变动对现金及现金等价物的影响(万元),--,--,-0,--,--,-0,--,--,--,0,--,4,-8, 
 现金及现金等价物净增加额(万元),10158,-9796,-8186,509,-17169,-15292,-10457,-7854,22830,13603,12003,-14,2699, 
 加:期初现金及现金等价物余额(万元),31240,31240,31075,30566,30718,30566,30566,38420,15591,15591,3588,3601,903, 
