 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),28397,15461,6843,44670,22064,14644,4226,39063,15886,8967,37720,27606,22823,16789, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),436,216,134,659,353,309,205,740,446,378,289,357,287,88, 
 收到的其他与经营活动有关的现金(万元),2064,642,169,244,318,261,168,1123,1126,1333,350,339,73,314, 
 经营活动现金流入小计(万元),30897,16318,7146,45574,22736,15215,4598,40925,17457,10678,38360,28301,23183,17191, 
 购买商品、接受劳务支付的现金(万元),12738,6808,2844,14908,9535,5799,2083,14104,8640,5514,10718,8435,7154,5895, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15052,9967,6441,16718,12578,8561,5489,13470,10156,6736,11683,8959,6905,5629, 
 支付的各项税费(万元),4158,3210,1778,4288,3551,2830,1572,2975,2330,1565,3469,2456,1779,1370, 
 支付的其他与经营活动有关的现金(万元),5135,3070,1575,5643,4360,2495,1525,5624,3595,2217,5599,4737,4962,3210, 
 经营活动现金流出小计(万元),37083,23054,12639,41557,30024,19684,10669,36173,24721,16033,31469,24586,20801,16103, 
 经营活动产生的现金流量净额(万元),-6185,-6736,-5493,4017,-7289,-4469,-6071,4752,-7264,-5354,6891,3715,2382,1088, 
 收回投资所收到的现金(万元),20000,20000,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),145,83,31,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,29,--,--,--,0,0,0,--,--,0,13, 
 处置子公司及其他营业单位收到的现金净额(万元),-18,-18,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,250,--,--,567,--,800,484, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),20127,20065,31,29,0,0,0,250,0,0,567,0,800,497, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),486,112,50,994,781,646,203,771,538,229,748,951,698,561, 
 投资所支付的现金(万元),30000,30000,10000,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),30486,30112,10050,994,781,646,203,771,538,229,748,951,698,561, 
 投资活动产生的现金流量净额(万元),-10359,-10047,-10020,-964,-781,-646,-203,-520,-538,-228,-181,-951,102,-64, 
 吸收投资收到的现金(万元),177,177,--,24040,--,--,--,245,245,245,--,--,--,4060, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,177,--,--,--,--,--,245,245,245,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),177,177,0,24040,0,0,0,245,245,245,0,0,0,4060, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2400,2400,--,1260,1260,1260,--,1380,1380,1380,1320,1020,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,240,441,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),2400,2400,240,1701,1260,1260,0,1380,1380,1380,1320,1020,0,0, 
 筹资活动产生的现金流量净额(万元),-2223,-2223,-240,22339,-1260,-1260,0,-1135,-1135,-1135,-1320,-1020,0,4060, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-18767,-19005,-15752,25392,-9329,-6375,-6274,3097,-8937,-6718,5390,1744,2484,5084, 
 加:期初现金及现金等价物余额(万元),47754,47754,47754,22362,22362,22362,22362,19265,19265,19265,13875,12132,9648,4565, 
 期末现金及现金等价物余额(万元),28987,28749,32002,47754,13033,15987,16088,22362,10329,12548,19265,13875,12132,9648, 
 净利润(万元),--,3162,--,5756,1644,1317,--,4719,1298,--,4429,4172,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,452,--,1092,436,258,--,692,185,--,400,201,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,267,--,479,351,227,--,476,367,--,433,337,--,--, 
 无形资产摊销(万元),--,44,--,96,75,52,--,115,87,--,95,90,--,--, 
 长期待摊费用摊销(万元),--,0,--,57,53,43,--,124,69,--,127,100,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-0,--,--,--,--,--,--,--,11,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资损失(万元),--,-1428,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-108,--,-554,-180,-208,--,-427,468,--,-181,-238,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1580,--,-335,-1139,-606,--,-223,-1879,--,-1002,-193,--,--, 
 经营性应收项目的减少(万元),--,-5874,--,-4609,-4419,-1913,--,-3462,-2388,--,-1968,-3438,--,--, 
 经营性应付项目的增加(万元),--,-1798,--,1966,-4234,-3738,--,1929,-6460,--,4924,2624,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,126,--,69,122,98,--,808,990,--,-367,50,--,--, 
 经营活动产生现金流量净额(万元),--,-6736,--,4017,-7289,-4469,--,4752,-7264,--,6891,3715,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),28987,28749,32002,47754,13033,15987,16088,22362,10329,12548,19265,13875,12132,9648, 
 现金的期初余额(万元),47754,47754,47754,22362,22362,22362,22362,19265,19265,19265,13875,12132,9648,4565, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-18767,-19005,-15752,25392,-9329,-6375,-6274,3097,-8937,-6718,5390,1744,2484,5084, 

