 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),368995,248071,128328,450510,304432,184397,85427,217979,143980,182846,34523,165651,163700,173544, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),78,61,26,107,82,41,33,60,45,74,15,62,--,--, 
 收到的其他与经营活动有关的现金(万元),2747,1305,723,3570,2551,1290,973,3868,1586,3717,121,2611,1871,816, 
 经营活动现金流入小计(万元),371820,249437,129078,454187,307065,185728,86432,221906,145610,186636,34658,168324,165571,174360, 
 购买商品、接受劳务支付的现金(万元),346313,234728,120175,413726,279787,167733,79177,196857,132458,164816,32581,152852,155672,163444, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8551,5625,2524,10278,7638,4593,1985,7517,5438,6152,1324,4821,3649,3763, 
 支付的各项税费(万元),1424,976,610,969,796,652,454,557,394,508,156,468,532,390, 
 支付的其他与经营活动有关的现金(万元),2970,2086,906,2801,2062,1438,993,3116,2276,2947,617,2014,1779,2272, 
 经营活动现金流出小计(万元),359258,243414,124214,427775,290283,174416,82609,208047,140567,174423,34679,160156,161633,169869, 
 经营活动产生的现金流量净额(万元),12563,6023,4864,26413,16782,11312,3823,13860,5043,12213,-21,8168,3939,4491, 
 收回投资所收到的现金(万元),6200,6200,--,--,--,--,--,20000,20000,40163,--,--,--,--, 
 取得投资收益所收到的现金(万元),30,22,--,--,--,--,--,212,212,351,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),69,31,26,18,1,--,--,8,4,56,1,25,461,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),809,0,80,3690,1659,1452,623,3354,1085,777,372,5000,3380,3969, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7109,6253,106,3708,1660,1452,623,23574,21301,41347,373,5025,3841,3970, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9904,5907,2828,12442,9290,7128,5106,27542,23217,21168,2770,11462,6337,8235, 
 投资所支付的现金(万元),6414,6414,--,--,--,--,--,20000,20000,40000,--,3856,700,228, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1655,1655,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),961,411,111,148,265,--,--,2203,2203,1100,300,5000,1800,2295, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),18934,14386,2939,12590,9555,7128,5106,49745,45420,62268,3070,20318,8837,10758, 
 投资活动产生的现金流量净额(万元),-11825,-8133,-2834,-8882,-7895,-5676,-4482,-26171,-24119,-20921,-2697,-15293,-4996,-6788, 
 吸收投资收到的现金(万元),28750,27779,27387,165,165,165,--,2375,2045,17294,17194,--,1000,11820, 
 其中：子公司吸收少数股东投资收到的现金(万元),1693,722,--,165,165,165,--,2375,2045,100,--,--,1000,1000, 
 取得借款收到的现金(万元),5642,2525,1645,43381,22734,9109,4000,67953,53453,43493,21000,42310,31132,22628, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,100,100,1771,562,1000,927,2525, 
 筹资活动现金流入小计(万元),34392,30304,29032,43546,22899,9274,4000,70428,55598,62558,38756,43310,33059,36973, 
 偿还债务支付的现金(万元),31705,30340,29980,57165,32165,16530,10083,63006,50693,39676,16676,32256,21606,27884, 
 分配股利、利润或偿付利息所支付的现金(万元),2375,850,243,3606,3134,2640,497,4590,3955,2892,689,3243,1685,1262, 
 其中：子公司支付给少数股东的股利、利润(万元),39,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),960,960,105,73,--,--,--,790,790,1904,1335,1000,973,2527, 
 筹资活动现金流出小计(万元),35040,32150,30327,60844,35299,19170,10580,68386,55438,44472,18700,36499,24264,31673, 
 筹资活动产生的现金流量净额(万元),-648,-1847,-1296,-17298,-12399,-9895,-6580,2042,160,18086,20056,6810,8795,5300, 
 汇率变动对现金及现金等价物的影响(万元),-6,-2,-0,76,71,71,1,8,4,-0,2,-9,-1,-23, 
 现金及现金等价物净增加额(万元),84,-3959,734,309,-3441,-4189,-7239,-10262,-18912,9378,17341,-323,7737,2980, 
 加:期初现金及现金等价物余额(万元),14867,14867,14867,14558,14558,14558,14558,24819,24819,15441,15441,15764,8027,5047, 
 期末现金及现金等价物余额(万元),14951,10908,15601,14867,11117,10369,7319,14558,5908,24819,32782,15441,15764,8027, 
 净利润(万元),--,6116,--,8530,--,3474,--,7534,--,8002,869,5640,5814,5920, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,178,--,391,--,413,--,98,--,-128,39,119,-90,165, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2844,--,5669,--,2621,--,3184,--,2745,642,2448,2051,1599, 
 无形资产摊销(万元),--,251,--,484,--,235,--,463,--,300,49,149,94,37, 
 长期待摊费用摊销(万元),--,39,--,84,--,44,--,82,--,78,24,105,95,146, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,7,--,67,--,0,--,26,--,13,0,4,-39,3, 
 固定资产报废损失(万元),--,27,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,264,--,1882,--,948,--,2213,--,2300,590,2047,1530,1248, 
 投资损失(万元),--,-22,--,--,--,--,--,-212,--,-351,--,549,151,0, 
 递延所得税资产减少(万元),--,-9,--,1,--,-2,--,-4,--,1,-4,-1,-0,-1, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,936,--,8872,--,6173,--,-727,--,-1794,-21,-177,-7705,-2217, 
 经营性应收项目的减少(万元),--,-2780,--,-1856,--,-900,--,-2271,--,1064,-876,-3096,127,-2916, 
 经营性应付项目的增加(万元),--,-1999,--,2288,--,-1694,--,3474,--,-17,-1366,382,1910,508, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,171,--,--,--,--,--,--,--,--,33,--,--,0, 
 经营活动产生现金流量净额(万元),--,6023,--,26413,--,11312,--,13860,--,12213,-21,8168,3939,4491, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),14951,10908,15601,14867,11117,10369,7319,14558,5908,24819,32782,15441,15764,8027, 
 现金的期初余额(万元),14867,14867,14867,14558,14558,14558,14558,24819,24819,15441,15441,15764,8027,5047, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),84,-3959,734,309,-3441,-4189,-7239,-10262,-18912,9378,17341,-323,7737,2980, 

