 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),190544,121237,62245,244947,157331,102413,51571,221611,156873,179404,173309,132166,120223, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),10627,7865,4438,9956,8009,4779,2889,11156,7168,8167,9360,7487,4800, 
 收到的其他与经营活动有关的现金(万元),5305,1749,316,5407,4746,1795,1004,4397,3481,3478,2690,3211,1080, 
 经营活动现金流入小计(万元),206476,132219,67036,260309,170086,108987,56007,237163,167522,191050,185358,142864,126103, 
 购买商品、接受劳务支付的现金(万元),121760,71757,30850,144363,93777,60422,31291,127116,100949,108425,115636,88599,76766, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22982,16857,9979,24847,17572,13604,6908,21676,14170,18604,17767,10395,8123, 
 支付的各项税费(万元),18015,13123,11566,18044,15685,7271,3806,17782,13152,13788,13080,14234,10102, 
 支付的其他与经营活动有关的现金(万元),26091,19769,5974,22511,18742,11354,6293,24617,19502,13494,13270,11747,7768, 
 经营活动现金流出小计(万元),188848,121505,58369,210371,145776,92690,48298,191333,147772,157015,160183,125641,103990, 
 经营活动产生的现金流量净额(万元),17627,10714,8667,49938,24310,16296,7709,45830,19750,34035,25175,17223,22113, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,23,--, 
 取得投资收益所收到的现金(万元),1790,1146,406,262,17,17,17,16,16,285,--,2,1, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),74,74,0,41,84,84,--,220,31,81,40,96,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,620,620,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),208933,166333,--,--,--,--,--,300,--,--,150,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),210798,167553,407,303,100,100,17,1157,668,366,199,121,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7663,5573,2824,10079,6922,5209,4113,10036,6957,7313,10720,8650,3448, 
 投资所支付的现金(万元),2713,2307,--,717,--,578,--,--,--,1959,--,81,442, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付的其他与投资活动有关的现金(万元),237033,207033,42000,169000,20700,20700,20950,--,24,612,220,4082,525, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),247409,214914,44824,179797,27622,26487,25063,10036,6981,9885,10939,12814,4415, 
 投资活动产生的现金流量净额(万元),-36611,-47361,-44418,-179493,-27521,-26387,-25046,-8879,-6313,-9519,-10740,-12693,-4404, 
 吸收投资收到的现金(万元),16277,16277,7911,213662,--,--,--,--,--,--,--,17570,23742, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,352,360, 
 取得借款收到的现金(万元),--,--,--,17960,26698,18414,7728,4029,--,6523,--,8800,159, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),16277,16277,7911,231623,26698,18414,7728,4029,0,6523,0,26370,23901, 
 偿还债务支付的现金(万元),5838,3273,2480,8090,14151,2917,1663,3950,1446,--,--,3277,--, 
 分配股利、利润或偿付利息所支付的现金(万元),10816,10337,207,9393,8272,8272,164,16521,15950,11956,4686,18757,6754, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),717,--,--,809,--,--,--,--,--,--,--,8686,--, 
 筹资活动现金流出小计(万元),17371,13610,2686,18292,22423,11189,1826,20471,17396,11956,4686,30720,6754, 
 筹资活动产生的现金流量净额(万元),-1093,2667,5224,213331,4275,7225,5902,-16442,-17396,-5433,-4686,-4350,17147, 
 汇率变动对现金及现金等价物的影响(万元),-3791,-2300,-200,2478,2321,1068,578,-306,-1613,-115,-1698,-709,-192, 
 现金及现金等价物净增加额(万元),-23868,-36279,-30727,86254,3385,-1796,-10858,20203,-5572,18969,8050,-529,34664, 
 加:期初现金及现金等价物余额(万元),181280,181280,181280,95026,95026,95026,95026,74823,74823,55854,47804,48333,13669, 
 期末现金及现金等价物余额(万元),157412,145000,150553,181280,98411,93230,84168,95026,69251,74823,55854,47804,48333, 
 净利润(万元),--,27072,--,52123,--,22799,--,43398,--,35808,28465,25407,19315, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2110,--,2779,--,782,--,2,--,2526,808,4894,863, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1441,--,2145,--,862,--,1992,--,1806,1880,1395,1037, 
 无形资产摊销(万元),--,227,--,456,--,236,--,459,--,486,340,220,183, 
 长期待摊费用摊销(万元),--,136,--,369,--,216,--,201,--,335,267,171,167, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,32,--,25,--,7,--,44,--,-8,-1,22,48, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,-147,--,-74,--,-147,--,-147,-147,-147,-142, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2086,--,1728,--,544,--,516,--,635,449,202,295, 
 投资损失(万元),--,-373,--,1132,--,652,--,-239,--,-168,-522,594,809, 
 递延所得税资产减少(万元),--,-1076,--,-511,--,553,--,-105,--,-396,-104,-1020,-212, 
