 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),-314429,--,--,15270,24154,22631,--,--,--,72357, 
 收取利息、手续费及佣金的现金(万元),185376,119686,54114,237599,175993,119684,56271,424994,165803,113084, 
 拆入资金净增加额(万元),50000,--,--,--,--,30000,--,--,11000,49000, 
 回购业务资金净增加额(万元),263133,475045,238646,--,-263003,--,125017,137018,381782,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),773,713,8696,22921,22008,22936,17077,3643,3472,2731, 
 经营活动现金流入小计(万元),184853,646859,316853,356816,100166,405113,198365,1212714,1019763,237171, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),33524,18365,10815,50755,38700,28429,12550,104134,30381,17870, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),38212,25658,13617,55624,37819,27459,16880,59292,30211,28806, 
 支付的各项税费(万元),32444,24316,14565,30639,28831,20316,13592,84791,23880,15756, 
 支付的其他与经营活动有关的现金(万元),23116,14423,4766,27675,17691,11641,5998,30366,23228,35192, 
 经营活动现金流出小计(万元),264611,484484,194045,1142231,567489,556190,431003,846461,521924,288767, 
 经营活动产生的现金流量净额(万元),-79758,162375,122808,-785415,-467323,-151077,-232638,366253,497839,-51595, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,62,--,--, 
 取得投资收益所收到的现金(万元),1650,1650,986,1278,1278,1278,329,728,905,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),28,23,19,91,44,38,13,92,526,160, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1678,1673,1005,1369,1322,1316,342,882,1431,160, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4324,2455,1262,10593,8501,4679,2530,9140,4374,5161, 
 投资所支付的现金(万元),3380,3200,750,13338,13338,4272,--,12241,5181,2988, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,3000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7704,5655,2012,23931,21840,8951,2530,21381,9555,11149, 
 投资活动产生的现金流量净额(万元),-6026,-3982,-1007,-22562,-20517,-7635,-2188,-20500,-8124,-10990, 
 吸收投资收到的现金(万元),6750,--,--,513924,1000,--,--,5000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),6750,--,--,14500,1000,--,--,5000,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,411,--,--, 
 发行债券收到的现金(万元),333306,80000,70000,470000,430000,80000,80038,369485,160000,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),340056,80000,70000,983924,431000,80000,80038,374896,160000,0, 
 偿还债务支付的现金(万元),211922,110121,110060,640229,460170,200112,56,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),35330,10317,2485,70758,60196,50750,32655,24068,8713,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,200,--, 
 支付其他与筹资活动有关的现金(万元),--,--,1153,1153,--,--,71,--,--,--, 
 筹资活动现金流出小计(万元),247252,120438,113698,712139,520366,250863,32782,24068,8713,0, 
 筹资活动产生的现金流量净额(万元),92804,-40438,-43698,271784,-89366,-170863,47256,350828,151287,0, 
 汇率变动对现金及现金等价物的影响(万元),-107,-59,-14,147,60,45,-11,111,5,-42, 
 现金及现金等价物净增加额(万元),6913,117897,78090,-536045,-577146,-329530,-187580,696692,641007,-62627, 
 加:期初现金及现金等价物余额(万元),1345240,1345240,1345240,1881286,1881286,1881286,1881286,1184594,543587,606214, 
 期末现金及现金等价物余额(万元),1352154,1463138,1423330,1345240,1304139,1551755,1693706,1881286,1184594,543587, 
 净利润(万元),--,41660,--,60442,--,26617,--,186513,68789,18941, 
