 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31, 
 销售商品、提供劳务收到的现金(万元),18010,113039,94200,55740,26656,93835,62555,28941,12703,86436,71763,37544,20194,49983,37213,22190,11235,44890,34250,20051,8630,41701,31719,19445,9202,38990,28258,17072,7332,31275,23700,12258,5241, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2221,9459,5835,2876,1764,9692,5841,5080,3483,6703,7574,4373,1950,14151,19772,12961,2281,5885,8021,4043,2534,3298,44502,4793,1322,2738,16209,6474,2576,1204,644,122,57, 
 经营活动现金流入小计(万元),20231,122498,100036,58615,28421,103527,68396,34021,16187,93139,79336,41917,22144,64134,56985,35151,13516,50776,42271,24094,11164,44999,76222,24238,10524,41728,44467,23546,9908,32479,24344,12381,5299, 
 购买商品、接受劳务支付的现金(万元),5586,18063,14724,7657,5955,38721,27200,15176,12839,34813,23835,14741,4909,9499,7238,3846,2181,9547,8586,6610,4960,49770,41900,2202,1678,49458,2184,1682,824,10961,8534,1988,381, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1726,9277,6766,3887,1445,9169,6929,4345,1687,9279,6740,4547,1700,8102,6059,3687,1739,8330,6409,4460,1660,7371,5581,3899,1351,5597,3643,2270,1067,4177,2640,1745,805, 
 支付的各项税费(万元),4215,16149,13360,8623,4487,11884,8410,5028,2201,12433,9861,5622,1510,8159,6021,4147,1778,12700,6748,4253,1203,7742,6305,5335,3763,6942,6264,4004,2222,4389,4416,2992,2198, 
 支付的其他与经营活动有关的现金(万元),2028,10919,6201,3365,1909,12176,10464,7658,4675,7641,12141,7080,3925,6367,11409,3710,2329,29663,8786,4536,4157,2235,9968,6630,1780,3756,20403,4763,830,3676,3067,3706,1571, 
 经营活动现金流出小计(万元),13555,54408,41052,23531,13796,71949,53003,32207,21401,64167,52577,31989,12043,32128,30727,15391,8028,60240,30529,19858,11980,67119,63754,18067,8572,65752,32494,12719,4942,23203,18656,10430,4955, 
 经营活动产生的现金流量净额(万元),6676,68090,58984,35084,14624,31578,15393,1814,-5214,28972,26759,9928,10101,32007,26258,19760,5488,-9464,11742,4236,-816,-22120,12468,6172,1952,-24024,11973,10827,4966,9276,5688,1950,344, 
 收回投资所收到的现金(万元),--,60,102,--,72,--,72,72,72,--,--,--,--,--,--,--,--,1185,585,585,585,4511,3629,2464,936,35768,31627,31627,219,2302,2281,--,--, 
 取得投资收益所收到的现金(万元),81,3057,2967,84,3,246,169,10,1,189,146,42,26,2924,2909,130,38,1534,1533,1523,4,275,78,28,14,61,--,--,--,73,92,92,56, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,45,18,18,11,18,6,6,--,1,1,--,--,624,--,--,--,115,0,0,0,41,1,7,--,441,--,--,--,53,53,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,3612,3620,3620,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,19810,--,--,--,5200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,25,25,--,--,0,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),91,22971,3087,102,86,5464,246,87,73,189,147,42,26,7160,6529,3750,38,2833,2118,2108,589,4827,3709,2499,949,36269,31652,31652,219,2428,2426,92,56, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11,1838,1028,540,305,3420,3519,3212,2022,4696,1074,828,532,13705,10367,5804,2310,8248,3247,2666,2213,15179,13951,12218,5787,16743,11457,2059,1756,8741,1492,682,177, 
 投资所支付的现金(万元),9,220,188,12,3,174,169,10,1,154,112,42,26,107,93,92,1,882,895,631,589,36544,2936,2330,727,36558,59863,3000,--,4034,3279,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
