 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,2008-06-30,2007-12-31,2007-06-30, 
 销售商品、提供劳务收到的现金(万元),2586779,9434059,6686754,4263947,2273913,8758142,6684624,4355157,2306799,8090894,5245843,3788135,2113222,5508050,4043338,2725699,1325746,5484062,4104607,2728760,1274545,5413201,3854699,2719185,1409175,5140881,3773460,2538062,1329507,5614722,1546426,3898060,2756914,0,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 收到的税费返还(万元),70606,133780,93378,63370,11928,106894,88290,69524,32767,138026,94864,60865,14185,94499,74366,55002,31870,78436,48144,32567,21239,60280,47979,29785,16050,75149,65592,45245,28088,52662,15965,37830,47571,0,--,--, 
 收到的其他与经营活动有关的现金(万元),46863,163501,131976,79370,18606,105895,70744,38758,25501,67464,62602,61287,24483,76600,40911,23896,6192,68635,43451,34831,8085,61146,40081,27476,9240,36972,16410,12485,4198,59024,3667,12410,25355,0,--,--, 
 经营活动现金流入小计(万元),2704248,9731340,6912108,4406687,2304446,8970931,6843658,4463439,2365066,8296384,5403308,3910287,2151890,5679149,4158615,2804597,1363808,5631133,4196202,2796157,1303869,5534627,3942758,2776446,1434464,5253002,3855462,2595792,1361793,5726408,1566058,3948299,2829840,0,--,--, 
 购买商品、接受劳务支付的现金(万元),2019548,6809466,5214631,3676128,1934558,7016421,5582229,3615896,1962487,6122719,4217864,2703060,1289006,4234068,3267385,2147753,1118635,4007636,2957916,1857249,882565,3707260,2672883,1652548,782645,3481121,2602234,1587896,807530,4342075,1019734,2066074,1985630,0,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 支付给职工以及为职工支付的现金(万元),426230,1548285,1120688,719871,387887,1406565,1021982,653482,353076,1258619,910694,595202,281164,981120,733526,499726,223705,894469,676311,444488,203932,759739,561089,391628,195630,742215,552248,363156,150968,615997,123188,416895,372116,0,--,--, 
 支付的各项税费(万元),136503,359531,252630,195565,110079,436162,306369,216281,112718,306679,238374,182419,73962,212663,154981,118195,53333,266821,193444,140529,75077,253108,186737,153612,81877,212889,110089,83747,43479,211247,80372,132831,67922,0,--,--, 
 支付的其他与经营活动有关的现金(万元),143762,377268,254559,162148,113753,296339,215972,120630,62119,224157,190477,127403,114057,247491,162581,93291,79776,218591,200945,123758,68196,258987,218669,135566,58208,218325,172264,94863,53975,243151,48491,134358,225318,0,--,--, 
 经营活动现金流出小计(万元),2726044,9094551,6842507,4753712,2546277,9155488,7126551,4606288,2490400,7912175,5557409,3608083,1758189,5675342,4318474,2858964,1475450,5387516,4028617,2566024,1229769,4979094,3639377,2333353,1118359,4654550,3436836,2129662,1055952,5412470,1271786,2750157,2650986,0,--,--, 
 经营活动产生的现金流量净额(万元),-21795,636789,69601,-347025,-241831,-184557,-282894,-142849,-125334,384209,-154101,302204,393701,3807,-159859,-54367,-111641,243617,167585,230134,74100,555533,303381,443093,316105,598453,418626,466129,305841,313939,294272,1198142,178855,142299,191081,29259, 
 收回投资所收到的现金(万元),--,1391,1076,--,--,1629,95000,95000,--,--,0,--,0,--,--,--,0,0,--,0,--,10241,8910,--,1331,49562,--,--,--,0,0,0,0,0,--,--, 
 取得投资收益所收到的现金(万元),--,4087,3851,3601,32,3270,2215,2215,1685,1448,147,147,0,426,426,426,0,0,--,0,--,788,788,788,--,1313,1313,1313,525,0,0,0,1830,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1260,21382,9332,6630,2549,19664,5634,1967,645,180856,164083,149935,149759,79686,34771,5400,1676,27221,12687,10135,5815,13382,8367,4590,2460,8527,5772,4887,1230,6963,185,3575,11050,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,80,80,80,--,1609,1570,312,50,52668,0,--,0,18559,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 收到的其他与投资活动有关的现金(万元),10463,336234,319674,208669,77342,102629,4564,3299,23423,60459,25889,5654,2758,33663,24468,8609,152,3735,6288,6288,9109,19934,2340,2340,1000,28595,875,875,1050,71824,69013,18537,57648,0,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 投资活动现金流入小计(万元),11723,363173,334013,218980,79923,128801,108984,102794,25803,295431,190118,155736,152518,132334,59664,14435,1829,30956,18976,16424,14924,44344,20404,7717,4791,87997,7959,7075,2806,78787,69198,22112,70527,0,--,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),404139,1477656,1026804,668427,330456,1305345,908743,610082,271854,1229016,845222,535246,249094,857814,578041,348904,118306,576396,399522,235199,129390,435016,303800,211698,118386,941215,755991,530653,309525,1321282,368434,730718,641896,0,--,--, 
 投资所支付的现金(万元),19182,160662,99832,37736,24500,92691,84305,80338,5209,107059,79328,69278,8098,53245,48880,34500,30000,19700,15500,0,--,45000,20000,0,--,39054,26554,17554,--,21083,0,0,1573,0,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2061,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,3604,1473,5700,12128,0,--,--, 
 支付的其他与投资活动有关的现金(万元),111893,321263,321213,206740,75000,75030,100,--,--,20000,4882,--,0,17446,--,--,0,0,--,0,--,25291,--,0,--,--,3489,3979,--,0,0,0,0,0,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--, 
 投资活动现金流出小计(万元),537274,1959581,1447849,912903,429956,1473066,993147,690420,277062,1356075,929432,604524,257192,928505,626921,383404,148306,596096,415022,235199,129390,505307,323800,211698,118386,980269,786033,552186,309525,1345969,369907,736418,655597,0,--,--, 
 投资活动产生的现金流量净额(万元),-525551,-1596408,-1113836,-693923,-350033,-1344264,-884164,-587626,-251260,-1060644,-739313,-448788,-104674,-796170,-567257,-368969,-146478,-565139,-396047,-218775,-114467,-460962,-303396,-203981,-113595,-892272,-778073,-545112,-306719,-1267182,-300709,-714306,-585070,-357260,-517732,-199767, 
 吸收投资收到的现金(万元),--,--,--,--,--,1447300,1436445,--,--,--,170000,--,0,344209,334209,334209,0,0,--,0,--,0,--,--,--,142301,142200,142200,--,0,0,158781,70076,0,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,10000,--,--,0,0,--,0,--,0,--,--,--,101,--,--,--,0,0,670,70076,0,--,--, 
 取得借款收到的现金(万元),1170723,4603285,3397496,2736920,1209164,3122334,2101922,1769114,617570,2453435,2089739,1127630,378467,2633679,2004490,1520023,470058,1605459,1221362,644378,345050,1098487,932329,549216,280033,1818910,1671887,975216,457857,1271957,10610,442162,1510988,0,--,--, 
