 报告日期,2017-09-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),158851,279759,225249,55780,231375,243505,229475, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4537,4935,6425,3084,5108,3584,1815, 
 经营活动现金流入小计(万元),163388,284694,231675,58864,236483,247088,231290, 
 购买商品、接受劳务支付的现金(万元),86985,133123,128603,61214,127814,137770,116030, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),25080,27049,21933,11037,20827,19372,12243, 
 支付的各项税费(万元),10345,24647,24161,11655,21757,23940,18545, 
 支付的其他与经营活动有关的现金(万元),47420,63316,45786,17614,46754,47576,40059, 
 经营活动现金流出小计(万元),169830,248136,220484,101521,217151,228657,186877, 
 经营活动产生的现金流量净额(万元),-6442,36558,11191,-42657,19332,18431,44413, 
 收回投资所收到的现金(万元),86590,117400,114570,54800,89800,55800,93500, 
 取得投资收益所收到的现金(万元),200,168,455,302,408,333,508, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,28,23,10,908,5,45, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2430,134,--,--,145,10719,23731, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),89224,117730,115048,55111,91261,66857,117784, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),21586,26471,8102,4211,5850,6682,7128, 
 投资所支付的现金(万元),88000,116900,90945,27100,118527,56300,93500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,6888,21606, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),109586,143371,99047,31311,124377,69870,122234, 
 投资活动产生的现金流量净额(万元),-20362,-25642,16001,23800,-33116,-3013,-4449, 
 吸收投资收到的现金(万元),--,--,17,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,17,--,--,--,--, 
 取得借款收到的现金(万元),82287,43293,13600,6100,16450,21100,6450, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),82287,43293,13617,6100,16450,21100,6450, 
 偿还债务支付的现金(万元),69102,37296,14500,7000,16450,20200,9450, 
 分配股利、利润或偿付利息所支付的现金(万元),10018,292,42,30,232,5302,10058, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),175,113,303,--,--,--,--, 
 筹资活动现金流出小计(万元),79295,37701,14844,7030,16682,25502,19508, 
 筹资活动产生的现金流量净额(万元),2992,5592,-1227,-930,-232,-4402,-13058, 
 汇率变动对现金及现金等价物的影响(万元),84,-277,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-23728,16232,25965,-19787,-14016,11016,26906, 
 加:期初现金及现金等价物余额(万元),113006,96775,70810,70810,84827,73811,46905, 
 期末现金及现金等价物余额(万元),89278,113006,96775,51023,70810,84827,73811, 
 净利润(万元),8183,26610,20342,--,18527,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),362,50,256,--,1,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3468,3262,3220,--,2940,--,--, 
 无形资产摊销(万元),142,159,151,--,196,--,--, 
 长期待摊费用摊销(万元),52,39,34,--,44,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),15,46,12,--,-19,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),749,568,18,--,255,--,--, 
 投资损失(万元),-290,-133,-380,--,-408,--,--, 
 递延所得税资产减少(万元),-453,556,-1845,--,162,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-4257,572,-660,--,-821,--,--, 
 经营性应收项目的减少(万元),2689,-9434,-18839,--,9,--,--, 
 经营性应付项目的增加(万元),-17004,14337,8955,--,-1484,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),-100,-73,-73,--,-71,--,--, 
 经营活动产生现金流量净额(万元),-6442,36558,11191,--,19332,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),89278,113006,96775,51023,70810,84827,73811, 
 现金的期初余额(万元),113006,96775,70810,70810,84827,73811,46905, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-23728,16232,25965,-19787,-14016,11016,26906, 

