 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),1211132,951930,607916,293972,1177414,875024,594560,247773,1204018,751358,529843,214842,1143190,708644,498698,213553,629971,290177,174570,62294,419028,178642,141174,50010,404555,180800,112886,52563,324229,137646,95887,43901,267797,139783,101367,41823,161805,81497,49781,14284,88101,51852,27643,6315,67304,38247,21785,9035,50509,31551,18157,6911, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6198,4327,3491,1282,9268,6005,4250,1967,6623,5055,3455,3094,5039,9331,6418,3486,2631,1907,1264,736,661,419,419,234,833,247,5,--,2676,634,327,56,2162,1203,950,858,732,628,371,286,579,147,106,75,341,233,173,41,139,139,85,60, 
 收到的其他与经营活动有关的现金(万元),7760,9868,5856,2233,14101,7407,5229,3113,17546,27911,21067,2598,10866,10865,4512,5053,9526,10707,8536,4129,4839,3727,4485,2021,2065,1324,595,175,7600,155,638,779,6327,1343,1010,536,403,752,595,196,1239,563,509,60,765,154,97,139,847,691,364,237, 
 经营活动现金流入小计(万元),1225090,966125,617264,297486,1200783,888436,604039,252853,1228187,784325,554365,220534,1159095,728841,509628,222092,642128,302790,184370,67159,424528,182788,146078,52265,407454,182371,113485,52737,334505,138435,96853,44737,276286,142329,103327,43218,162940,82878,50746,14766,89920,52561,28257,6450,68410,38634,22054,9215,51495,32381,18607,7208, 
 购买商品、接受劳务支付的现金(万元),853120,756851,473621,249656,870837,735159,477249,232912,824950,629413,430345,195865,820673,545152,362303,167729,438076,255251,133557,57359,362850,173918,119966,50252,316881,142224,99111,56653,285050,163531,116302,67562,210132,107064,68921,33371,113054,54880,30407,14451,57150,44119,27340,13339,44953,32885,22204,10561,34412,24150,15011,5478, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),217985,157723,103552,54576,213697,146003,95564,47050,198127,98665,65343,31310,187621,139197,90893,52530,94775,30009,16523,9544,28688,19519,13867,7540,26095,16494,10560,4789,23232,14004,9279,4336,19987,11021,6834,3718,11378,5926,3902,1778,7939,4955,3233,1708,5532,3759,2750,1621,4026,3076,2054,1184, 
 支付的各项税费(万元),45070,28686,18564,6853,26932,18673,15257,10193,33039,26658,21243,8092,33667,29838,39261,7841,19264,17050,9567,2733,18525,12823,11191,4667,18200,16056,13498,6130,14188,12222,8601,5514,12552,9350,7345,3310,5765,3576,3040,1219,6735,4534,2937,492,3182,2532,1163,575,2278,1767,1082,447, 
 支付的其他与经营活动有关的现金(万元),71373,37573,24221,11754,98373,35556,22295,11227,106121,28539,20670,11192,90051,56471,28540,7936,60571,28542,17659,7930,31486,25261,20391,8833,23282,18840,13914,7133,30017,19655,12156,5493,16205,22814,10617,6218,15318,13299,6898,3948,10993,8909,5510,2645,7598,5638,3543,2087,6623,5252,3350,1839, 
