 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),23769,21379,10379,34122,16264,13192,9044,38263,28336,26525,23195,30493,39004,16389, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5031,2405,1777,1165,3699,811,161,4403,1353,648,1308,1048,4421,5336, 
 经营活动现金流入小计(万元),28799,23785,12156,35287,19964,14004,9205,42665,29689,27172,24503,31542,43425,21725, 
 购买商品、接受劳务支付的现金(万元),38012,26412,18173,24145,18190,12010,7886,26306,20807,21631,25511,22315,31716,12491, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2435,1769,1079,2199,1277,1171,802,1755,1367,1014,1916,1763,1079,474, 
 支付的各项税费(万元),2081,1338,264,3595,3118,1888,896,4162,2973,2375,2954,4274,3137,2653, 
 支付的其他与经营活动有关的现金(万元),19345,16098,15919,2294,5456,1365,1316,5289,5740,2738,1997,2478,3863,4284, 
 经营活动现金流出小计(万元),61874,45618,35434,32233,28041,16434,10900,37512,30887,27758,32378,30829,39793,19902, 
 经营活动产生的现金流量净额(万元),-33074,-21833,-23279,3054,-8078,-2430,-1695,5154,-1198,-586,-7875,712,3631,1823, 
 收回投资所收到的现金(万元),10000,10000,10000,--,--,--,--,--,--,--,--,--,--,2100, 
 取得投资收益所收到的现金(万元),72,72,72,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,18,0,0,0,24,23,12,66,0,8,2411, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),4719,4719,3337,2848,--,--,--,--,--,--,--,--,--,5514, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
