 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),12371,80063,51102,27583,12787,69160,38377,25551,13327,37171,19435,12447,5105,25605,--,9406,4248,21658,--,18045,14026, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,2,--,--,--,--,--,3,1,16,--,--,--,--,--,--,--,20,--,127,140, 
 收到的其他与经营活动有关的现金(万元),325,6723,3031,1419,485,5073,2328,111,42,2760,1171,900,224,1897,--,455,145,1346,--,1649,1017, 
 经营活动现金流入小计(万元),12696,86787,54133,29002,13273,74233,40705,25665,13371,39947,20605,13347,5330,27502,--,9861,4393,23024,--,19821,15184, 
 购买商品、接受劳务支付的现金(万元),13656,22706,16308,9609,8802,21140,14224,7829,3880,16309,7933,4772,2083,9922,--,4140,2198,6931,--,4717,4815, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6008,20777,15126,10942,6005,16158,11404,6973,3645,11143,8436,5588,3299,8721,--,4223,2031,7034,--,6245,4419, 
 支付的各项税费(万元),1302,5801,4523,2994,1803,4387,3204,1906,1271,2841,2293,1764,1300,1878,--,1643,1430,1613,--,1542,948, 
 支付的其他与经营活动有关的现金(万元),5510,13578,8031,5411,2433,12545,8712,5794,2780,6043,3605,2169,587,3149,--,1194,641,2574,--,1588,1488, 
 经营活动现金流出小计(万元),26477,62862,43988,28956,19043,54230,37543,22501,11576,36336,22267,14293,7268,23669,--,11200,6300,18152,--,14093,11670, 
 经营活动产生的现金流量净额(万元),-13780,23925,10145,46,-5770,20002,3162,3164,1795,3611,-1662,-946,-1938,3833,-2890,-1339,-1908,4871,-3335,5728,3514, 
 收回投资所收到的现金(万元),300,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
