 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),17196,10595,6071,21470,26455,19529,6469,36795,37544,41523,41664, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1789,166,40,885,824,32,337,41,38,476,466, 
 经营活动现金流入小计(万元),18984,10761,6110,22356,27279,19560,6807,36836,37582,41999,42130, 
 购买商品、接受劳务支付的现金(万元),3207,1900,775,2539,10989,8506,379,17415,21248,20480,17872, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2867,1837,1082,3287,2660,1815,1112,3153,3183,3262,2848, 
 支付的各项税费(万元),3207,2390,1447,4759,3906,2456,1604,5196,4912,4368,5156, 
 支付的其他与经营活动有关的现金(万元),2969,893,445,2057,1713,874,466,995,1287,1436,1547, 
 经营活动现金流出小计(万元),12250,7020,3750,12642,19269,13650,3561,26759,30630,29546,27423, 
 经营活动产生的现金流量净额(万元),6734,3741,2360,9713,8011,5910,3245,10077,6952,12453,14707, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1720,782,--,953,938,929,43,30,1925,--,585, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),133,93,90,362,344,343,--,579,8,4,744, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),29300,16500,12065,5534,5534,4534,3530,9600,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),31153,17375,12155,6850,6817,5807,3573,10209,1934,4,1329, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4601,991,46,254,60,48,36,334,739,689,4919, 
 投资所支付的现金(万元),11833,863,100,5065,5065,5065,5065,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),31200,21000,28000,7014,5500,1000,--,13130,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),47634,22854,28146,12333,10625,6114,5101,13464,739,689,4919, 
 投资活动产生的现金流量净额(万元),-16481,-5478,-15991,-5483,-3808,-306,-1528,-3255,1195,-686,-3589, 
 吸收投资收到的现金(万元),--,--,--,18268,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,1500,5500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,18268,0,0,0,0,0,1500,5500, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,1500,5500,8500, 
 分配股利、利润或偿付利息所支付的现金(万元),1705,1630,--,1521,1521,1521,1521,5691,5017,11221,5434, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),658,658,658,427,125,103,10,287,--,--,--, 
 筹资活动现金流出小计(万元),2363,2288,658,1948,1646,1625,1531,5978,6517,16721,13934, 
 筹资活动产生的现金流量净额(万元),-2363,-2288,-658,16320,-1646,-1625,-1531,-5978,-6517,-15221,-8434, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-12110,-4025,-14289,20551,2556,3979,186,844,1630,-3454,2684, 
 加:期初现金及现金等价物余额(万元),25412,25409,25409,4858,4858,4858,4858,4014,2385,5839,3154, 
 期末现金及现金等价物余额(万元),13302,21384,11120,25409,7414,8837,5044,4858,4014,2385,5839, 
 净利润(万元),--,4050,--,9374,--,4726,--,9125,9259,9671,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-53,--,89,--,218,--,211,97,-41,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1500,--,3110,--,1567,--,3200,3242,2948,--, 
 无形资产摊销(万元),--,18,--,35,--,17,--,31,30,30,--, 
 长期待摊费用摊销(万元),--,14,--,28,--,14,--,2,7,8,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,192,--,-289,--,-405,-74,38,--, 
 固定资产报废损失(万元),--,27,--,28,--,0,--,2,8,9,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,-14,--,-4,--,--,17,221,--, 
 投资损失(万元),--,-784,--,-989,--,-428,--,-819,-993,-1230,--, 
 递延所得税资产减少(万元),--,-22,--,18,--,-15,--,-16,9,-18,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1019,--,665,--,917,--,1361,336,-1931,--, 
 经营性应收项目的减少(万元),--,1626,--,-1787,--,128,--,-3075,-3673,1960,--, 
 经营性应付项目的增加(万元),--,-1616,--,-1036,--,-940,--,460,-1315,788,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3741,--,9713,--,5910,--,10077,6952,12453,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),13302,21384,11120,25409,7414,8837,5044,4858,4014,2385,5839, 
 现金的期初余额(万元),25412,25409,25409,4858,4858,4858,4858,4014,2385,5839,3154, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-12110,-4025,-14289,20551,2556,3979,186,844,1630,-3454,2684, 

