 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),10508,56455,47914,33623,17784,51470,40647,26723,11726,65865,59181,41162,15136,63231,57355,40490,64982,88611,59821, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,339,--,--,--,519,--,--,--,--,--,--,21,--,--,36,25,52, 
 收到的其他与经营活动有关的现金(万元),436,1040,1907,635,385,1469,1737,3433,516,729,3854,469,268,3082,2342,2152,2345,2341,7112, 
 经营活动现金流入小计(万元),10944,57494,50160,34258,18168,52939,42902,30156,12241,66594,63035,41631,15403,66335,59697,42642,67364,90977,66984, 
 购买商品、接受劳务支付的现金(万元),14079,55706,39162,28436,13752,30681,23270,12105,4617,74224,65944,44323,18710,37088,25477,19728,57507,50680,38333, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1389,5707,3593,3158,1493,4357,2782,2257,1049,4028,3423,1863,1089,2639,2136,1479,2353,2715,1654, 
 支付的各项税费(万元),373,1783,1750,1153,281,2588,1782,1351,176,819,790,652,155,3881,1753,623,3321,5297,3529, 
 支付的其他与经营活动有关的现金(万元),4258,4700,3382,2724,1466,4234,4426,2395,982,2928,4982,1073,479,1729,1512,988,1919,3906,5590, 
 经营活动现金流出小计(万元),20099,67896,47887,35471,16992,41860,32261,18108,6823,81999,75140,47912,20434,45337,30878,22818,65100,62597,49106, 
 经营活动产生的现金流量净额(万元),-9155,-10401,2273,-1213,1177,11079,10641,12048,5418,-15405,-12105,-6280,-5030,20998,28819,19823,2264,28379,17878, 
 收回投资所收到的现金(万元),15000,90400,70400,49400,42700,204925,147308,110408,47453,296607,245169,111654,52700,235470,181200,115300,302210,255540,98600, 
 取得投资收益所收到的现金(万元),107,915,569,458,458,1359,1132,820,330,2294,1901,824,396,1619,1302,860,1235,1227,617, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,35,22,22,--,23,17,14,17,43,38,12,12,82,41,8,2,1,8, 
