 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),57302,38625,19997,70790,55268,33319,17755,62434,42844,57693,11007,39664,48418,37620, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),218,163,72,885,775,445,297,384,200,470,147,1073,1105,736, 
 收到的其他与经营活动有关的现金(万元),326,238,145,1510,549,527,36,210,108,134,32,132,39,84, 
 经营活动现金流入小计(万元),57846,39027,20214,73185,56591,34291,18088,63028,43152,58298,11187,40869,49562,38440, 
 购买商品、接受劳务支付的现金(万元),43001,25145,14675,65252,51439,26432,19127,54951,40432,54597,11888,33216,41063,31644, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1615,1005,506,2001,1472,935,520,1727,1299,1589,468,1475,1608,947, 
 支付的各项税费(万元),462,299,122,535,474,294,144,351,199,322,166,298,373,246, 
 支付的其他与经营活动有关的现金(万元),2669,1611,832,4101,2652,1881,408,3877,2805,3420,826,4114,3604,2805, 
 经营活动现金流出小计(万元),47747,28060,16134,71889,56036,29541,20200,60905,44735,59929,13348,39104,46647,35642, 
 经营活动产生的现金流量净额(万元),10099,10967,4080,1296,556,4750,-2112,2123,-1583,-1631,-2161,1765,2915,2798, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,106,106,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),286,138,54,--,--,--,--,--,--,--,--,--,99,84, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,0,0,--,--,--,--,267,0,23,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),43000,19100,7300,--,--,--,--,350,350,260,260,28,672,319, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),43286,19238,7354,0,0,0,0,456,456,527,260,51,774,402, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1165,536,27,431,260,258,185,1407,1110,723,161,2751,2992,7232, 
 投资所支付的现金(万元),100,100,100,--,--,--,--,--,--,37,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,1898,--,1536, 
 支付的其他与投资活动有关的现金(万元),49100,24800,9200,9400,--,--,--,--,--,377,--,--,--,72, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),50365,25436,9327,9831,260,258,185,1407,1110,1137,161,4648,2992,8840, 
 投资活动产生的现金流量净额(万元),-7079,-6198,-1973,-9831,-260,-258,-185,-951,-653,-610,99,-4598,-2218,-8438, 
 吸收投资收到的现金(万元),--,--,--,28646,--,--,--,--,--,--,--,--,--,7545, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1000,1000,1000,16840,9540,7040,5040,23570,17660,18300,4000,21400,16430,7000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),1000,1000,1000,45486,9540,7040,5040,23570,17660,18300,4000,21400,16430,14545, 
 偿还债务支付的现金(万元),1000,1000,1000,32410,11770,9770,8200,23300,20300,16500,6000,15404,14926,3530, 
 分配股利、利润或偿付利息所支付的现金(万元),2672,2672,5,728,554,382,202,859,630,837,207,575,418,99, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),477,477,140,776,78,35,22,73,73,204,5,48,39,1841, 
 筹资活动现金流出小计(万元),4149,4149,1145,33914,12402,10187,8424,24233,21003,17540,6212,16027,15383,5471, 
 筹资活动产生的现金流量净额(万元),-3149,-3149,-145,11572,-2862,-3147,-3384,-663,-3343,760,-2212,5373,1047,9074, 
 汇率变动对现金及现金等价物的影响(万元),-152,-62,-14,56,281,198,13,685,410,64,81,-551,-135,-294, 
 现金及现金等价物净增加额(万元),-281,1558,1948,3094,-2285,1543,-5668,1195,-5170,-1417,-4192,1989,1609,3141, 
 加:期初现金及现金等价物余额(万元),10023,10023,10023,6929,6929,6929,6929,5734,5734,7152,7152,5163,3554,413, 
 期末现金及现金等价物余额(万元),9742,11582,11972,10023,4644,8472,1261,6929,564,5734,2959,7152,5163,3554, 
 净利润(万元),--,3493,--,6062,--,2821,--,6255,--,4625,800,4058,4910,4569, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-28,--,173,--,-91,--,352,--,-21,18,219,29,124, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,427,--,938,--,474,--,977,--,963,240,809,662,287, 
 无形资产摊销(万元),--,33,--,67,--,33,--,66,--,66,16,62,50,40, 
 长期待摊费用摊销(万元),--,6,--,1,--,1,--,5,--,13,7,4,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,--,2,--,--,--,-44,--,0,0,28,4,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,192,--,56,-45, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,65,--,669,--,183,--,166,--,774,125,1129,554,391, 
