 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),5513,53550,27290,17944,9149,32355,20493,12183,6112,24330,15058,9579,4463,30391,17019,8609,2991,28510,26584,25176, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),26,479,341,227,44,290,268,240,172,430,367,217,114,126,113,27,15,78,64,--, 
 收到的其他与经营活动有关的现金(万元),579,2317,810,589,130,1878,1213,955,58,3270,628,591,458,2103,710,1254,1149,1093,1840,2241, 
 经营活动现金流入小计(万元),6119,56347,28441,18760,9323,34522,21974,13379,6342,28030,16052,10387,5035,32620,17843,9891,4155,29681,28488,27417, 
 购买商品、接受劳务支付的现金(万元),4260,29292,11925,8607,5334,19168,10389,6662,4357,22891,13369,8532,6842,18675,13357,9265,5184,13726,14891,15061, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1626,9018,4320,2973,1712,5178,3772,2421,1237,5013,3408,2716,958,4335,2739,2152,1095,4414,4820,3715, 
 支付的各项税费(万元),498,3429,3272,2236,990,2253,1866,1744,1420,3333,2628,1883,517,5508,4219,2107,1676,5020,4889,3963, 
 支付的其他与经营活动有关的现金(万元),1720,4210,4455,2907,1133,4160,4382,2672,521,3937,3529,2581,1885,3414,2068,1656,920,5118,2801,2178, 
