 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),32437,14766,56723,36130,22712,12747,93015,59428,44805,20985,110446,84590,61512,29709,132345,90875,55802,26602,138706,82161,51102,13441,103423,71946,48339,17585,48524,30234,17415,7142,45298,28062,16661,31721,22518,16717,40113,41626, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),--,--,2,0,0,--,1,0,0,--,9,1,1,1,20,28,26,17,20,20,20,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),1134,658,1662,971,639,399,3336,2579,1622,1077,5608,4161,2939,2478,3788,11004,7149,310,6376,8267,4169,1613,8259,12638,8535,3328,3905,3054,1907,1158,3549,1312,1067,5248,3042,1601,3515,3677, 
 经营活动现金流入小计(万元),33571,15425,58386,37101,23352,13146,96351,62008,46428,22062,116063,88752,64452,32188,136152,101907,62976,26929,145103,90448,55290,15054,111682,84584,56874,20913,52429,33287,19322,8300,48847,29374,17728,36969,25559,18318,43628,45303, 
 购买商品、接受劳务支付的现金(万元),19450,10027,40956,29961,19984,9523,46163,35174,24129,13161,77366,64288,47843,26902,109617,84796,57629,27372,91648,63802,34601,15789,65906,42336,27218,10038,40203,28062,18137,7925,23262,15616,9023,17066,12112,7364,20726,19774, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),5199,2500,13074,8523,5728,2910,14462,9970,6769,3467,14657,11869,8207,4434,16499,12400,8303,4494,16460,11763,7407,2451,15198,8245,4894,2136,11980,7145,3872,1793,7926,4081,2309,6520,3362,1857,4523,3799, 
 支付的各项税费(万元),2681,1816,4329,2897,2073,1530,3470,2633,1917,1146,10893,7019,6093,2658,15190,10215,6556,5147,14839,8193,7293,5911,14590,10853,6693,4974,7411,6542,2428,1754,5880,4224,3218,2954,1648,538,7101,6264, 
 支付的其他与经营活动有关的现金(万元),2179,1268,7382,5528,3577,1593,9640,5709,3730,1751,9115,5806,3301,2712,8644,15340,9496,3196,11850,10852,9786,4100,6930,14914,11695,7000,6437,3413,3610,1606,6213,3211,2259,5210,3051,1884,5797,7717, 
 经营活动现金流出小计(万元),29510,15612,65741,46910,31362,15555,73734,53486,36544,19525,112032,88982,65445,36707,149950,122750,81984,40210,134796,94611,59086,28251,102624,76348,50501,24150,66031,45162,28047,13078,43281,27132,16809,31750,20173,11643,38148,37554, 
 经营活动产生的现金流量净额(万元),4061,-187,-7355,-9808,-8010,-2410,22617,8522,9884,2537,4031,-230,-993,-4519,-13798,-20843,-19008,-13281,10306,-4163,-3796,-13197,9058,8237,6373,-3237,-13603,-11875,-8725,-4778,5566,2242,919,5219,5386,6675,5481,7750, 
 收回投资所收到的现金(万元),76300,--,213673,82573,69073,273,55300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 取得投资收益所收到的现金(万元),841,--,2396,909,773,27,1395,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,--,51,15,15,15,23,--,--,--,10,1,1,--,13,7,0,--,16,16,1,--,9,--,0,--,26,21,7,5,34,13,1,0,0,0,0,12, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,128,260,260,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 投资活动现金流入小计(万元),77144,0,216248,83757,70121,315,56717,0,0,0,10,1,1,0,13,7,0,0,16,16,1,0,9,0,0,0,26,21,7,5,34,13,1,0,0,0,0,12, 
