 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),9682,7626,14415,10951,7312,17046,10977,16900,19737,16294, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),24,13,72,49,16,55,20,59,259,325, 
 经营活动现金流入小计(万元),9706,7639,14487,11000,7328,17100,10997,16959,19996,16619, 
 购买商品、接受劳务支付的现金(万元),3761,1561,3759,2932,1628,4627,3890,2591,8877,6607, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2579,1770,3021,2287,1593,3175,1722,3155,4191,3288, 
 支付的各项税费(万元),2646,1726,3090,2627,2145,3441,2111,2290,1646,1311, 
 支付的其他与经营活动有关的现金(万元),796,452,746,421,291,881,398,1512,1520,1315, 
 经营活动现金流出小计(万元),9782,5509,10616,8267,5657,12124,8121,9547,16234,12519, 
 经营活动产生的现金流量净额(万元),-76,2130,3871,2733,1671,4976,2876,7412,3762,4100, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,10,10,--,449,0,1030,539,15, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,484,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,10,10,0,449,0,1514,539,15, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),138,113,1039,682,496,763,202,711,3347,4997, 
 投资所支付的现金(万元),11000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),11138,113,1039,682,496,763,202,711,3347,4997, 
 投资活动产生的现金流量净额(万元),-11138,-113,-1029,-671,-496,-315,-202,803,-2807,-4983, 
 吸收投资收到的现金(万元),18591,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2500,2500,3500,3500,3500,6500,2000,18272,20701,28167, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),720,--,--,--,--,450,--,650,--,--, 
 筹资活动现金流入小计(万元),21811,2500,3500,3500,3500,6950,2000,18922,20701,28167, 
 偿还债务支付的现金(万元),3500,3500,2510,2510,2510,10490,2500,28272,20241,24815, 
 分配股利、利润或偿付利息所支付的现金(万元),91,63,1261,733,80,331,211,731,1061,973, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),764,76,714,714,714,753,664,88,257,101, 
 筹资活动现金流出小计(万元),4355,3639,4485,3957,3304,11574,3375,29091,21559,25889, 
 筹资活动产生的现金流量净额(万元),17456,-1139,-985,-457,196,-4624,-1375,-10169,-858,2278, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),6242,878,1857,1605,1371,37,1299,-1954,96,1395, 
 加:期初现金及现金等价物余额(万元),2211,2211,354,354,354,317,317,2271,2175,779, 
 期末现金及现金等价物余额(万元),8453,3089,2211,1959,1725,354,1616,317,2271,2175, 
 净利润(万元),--,2778,3777,--,2697,6000,--,2694,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,82,-2,--,42,-27,--,109,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,802,1573,--,780,1523,--,1521,--,--, 
 无形资产摊销(万元),--,37,80,--,40,87,--,91,--,--, 
 长期待摊费用摊销(万元),--,15,226,--,113,225,--,234,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-16,6,--,23,-1487,--,-7,--,--, 
