 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),1516641,1076776,567705,1314314,834891,527960,247895,799485,592607,448952,231112,800094,507461,476304,154479,709228,780104,874502, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3460,2638,824,4183,3015,1809,873,14077,10425,8891,3243,13898,9377,5049,2453,16007,18105,16174, 
 收到的其他与经营活动有关的现金(万元),98502,63809,26455,18489,34111,11452,2368,18893,34587,6516,5270,10100,40069,5372,7215,79892,13823,98588, 
 经营活动现金流入小计(万元),1618604,1143223,594984,1336986,872017,541221,251136,832455,637618,464359,239625,824092,556907,486726,164147,805127,812031,989264, 
 购买商品、接受劳务支付的现金(万元),928841,653184,300258,872515,448809,262392,151190,577683,558779,267449,163149,562997,296917,263358,88800,617880,563113,745800, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),86462,62636,39897,84940,60910,43844,26050,73618,57358,41325,25186,67248,47486,36387,19890,57439,56634,54705, 
 支付的各项税费(万元),125871,96278,53386,107477,77571,53552,29065,67234,49718,42626,26073,57406,38864,31762,14419,51397,47655,63297, 
 支付的其他与经营活动有关的现金(万元),451842,294614,149305,157464,198582,120058,26180,74757,-53970,77033,19676,96813,147535,88706,22279,67771,94821,81311, 
 经营活动现金流出小计(万元),1593016,1106712,542846,1222396,785873,479846,232485,793292,611885,428433,234084,784464,530801,420213,145387,794487,762223,945114, 
 经营活动产生的现金流量净额(万元),25587,36511,52138,114590,86144,61374,18651,39163,25733,35926,5541,39628,26106,66512,18760,10640,49808,44150, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3020,--, 
 取得投资收益所收到的现金(万元),790,790,--,790,790,--,--,790,790,--,--,750,750,--,--,671,790,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8473,7319,5606,5053,5093,5036,4898,107,98,76,14,107,50,40,8,104,1204,1677, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,607,357,6,6,4605,--,--,--,2149,2000,2000,--,3387,11008,20197, 
 收到的其他与投资活动有关的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9263,8108,5606,6450,6240,5042,4904,5502,887,76,14,3007,2800,2040,8,4162,16022,21873, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),62902,32605,10317,64292,52485,37253,13264,36046,23888,10699,19970,35010,9127,15751,4063,59255,86866,130991, 
 投资所支付的现金(万元),--,--,--,8250,8250,8250,8250,11200,--,--,--,--,--,--,--,--,--,2101, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),0,--,--,--,334,--,--,--,--,--,--,--,--,--,--,--,300,1375, 
 支付的其他与投资活动有关的现金(万元),0,--,--,--,--,--,--,--,--,--,--,180,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),62902,32605,10317,72542,61069,45503,21514,47246,23888,10699,19970,35190,9127,15751,4063,59255,87166,134467, 
 投资活动产生的现金流量净额(万元),-53639,-24497,-4711,-66092,-54829,-40461,-16610,-41744,-23001,-10623,-19956,-32184,-6327,-13711,-4055,-55093,-71144,-112594, 
 吸收投资收到的现金(万元),17151,--,--,73845,76124,76124,--,--,--,--,--,20235,315,315,--,--,--,22445, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,315,--,315,--,--,--,--, 
 取得借款收到的现金(万元),279036,191757,66301,225554,169128,96048,31960,206904,164904,73404,33904,143601,120601,47601,9601,130751,154313,159166, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,19920,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),429,85,--,2779,3075,2659,2100,13764,9001,8309,--,4734,--,173,--,12314,10849,5900, 
 筹资活动现金流入小计(万元),296616,191842,66301,302178,248327,174830,34060,220668,173905,81713,33904,168569,140836,48089,9601,143064,165162,187511, 
 偿还债务支付的现金(万元),147734,85894,32062,181846,152878,87042,30023,175500,148000,80500,7500,157600,139000,51099,9999,116937,121870,122555, 
 分配股利、利润或偿付利息所支付的现金(万元),35345,31924,2379,8870,6436,4774,2879,10236,7746,4410,2114,19106,15236,13606,10225,18748,27444,43371, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5030, 
 支付其他与筹资活动有关的现金(万元),--,--,40,3202,2947,1087,25,4179,24180,4179,4179,--,--,--,--,--,--,930, 
 筹资活动现金流出小计(万元),183080,117818,34481,193918,162261,92904,32927,189915,179926,89089,13793,176705,154236,64705,20224,135685,149314,166856, 
 筹资活动产生的现金流量净额(万元),113536,74024,31820,108260,86065,81927,1133,30753,-6021,-7376,20111,-8136,-13400,-16616,-10623,7379,15848,20655, 
 汇率变动对现金及现金等价物的影响(万元),-710,-350,9,305,166,116,43,86,-15,-72,-1,-5,8,7,5,-133,--,--, 
 现金及现金等价物净增加额(万元),84774,85689,79255,157064,117547,102956,3217,28258,-3304,17855,5695,-696,6387,36192,4087,-37208,-5488,-47788, 
 加:期初现金及现金等价物余额(万元),235398,235398,235398,78334,78334,78334,78334,50077,50077,50077,50077,50773,50773,50773,50773,87980,93468,141256, 
 期末现金及现金等价物余额(万元),320173,321087,314653,235398,195881,181290,81551,78334,46773,67932,55771,50077,57160,86965,54859,50773,87980,93468, 
 净利润(万元),--,52903,--,63510,--,21652,--,38877,--,--,--,33641,--,--,--,39485,--,59511, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,10111,--,4262,--,1817,--,886,--,--,--,972,--,--,--,-15,--,-48, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,23632,--,48058,--,23046,--,39874,--,--,--,37212,--,--,--,33633,--,16337, 
 无形资产摊销(万元),--,6122,--,12408,--,5486,--,11196,--,--,--,5541,--,--,--,2469,--,851, 
 长期待摊费用摊销(万元),--,766,--,516,--,111,--,479,--,--,--,277,--,--,--,323,--,506, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,321,--,-4118,--,-233,--,165,--,--,--,48,--,--,--,112,--,28, 
 固定资产报废损失(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,5277,--,8922,--,5558,--,10005,--,--,--,11343,--,--,--,10643,--,4604, 
 投资损失(万元),--,-1065,--,-1709,--,-481,--,-2682,--,--,--,-1548,--,--,--,-743,--,-22, 
 递延所得税资产减少(万元),--,-397,--,-275,--,241,--,-964,--,--,--,122,--,--,--,-250,--,-474, 
 递延所得税负债增加(万元),--,-131,--,-280,--,-141,--,-286,--,--,--,-292,--,--,--,-315,--,-86, 
 存货的减少(万元),--,-18328,--,-39776,--,-9464,--,9380,--,--,--,8043,--,--,--,16505,--,-1541, 
 经营性应收项目的减少(万元),--,132448,--,-316566,--,-9451,--,-73350,--,--,--,-47648,--,--,--,-133816,--,27313, 
 经营性应付项目的增加(万元),--,-175149,--,339639,--,23232,--,5583,--,--,--,-8083,--,--,--,42611,--,-61925, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,36511,--,114590,--,61374,--,39163,--,--,--,39628,--,--,--,10640,--,44150, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),320173,321087,314653,235398,195881,181290,81551,78334,46773,67932,55771,50077,57160,86965,54859,50773,87980,93468, 
 现金的期初余额(万元),235398,235398,235398,78334,78334,78334,78334,50077,50077,50077,50077,50773,50773,50773,50773,87980,93468,141256, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),84774,85689,79255,157064,117547,102956,3217,28258,-3304,17855,5695,-696,6387,36192,4087,-37208,-5488,-47788, 

