 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),51002,30836,71175,64070,92987,89466,83051, 
 客户存款和同业存放款项净增加额(万元),0,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,0,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),0,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),0,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),0,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),0,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),0,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),0,--,--,0,--,--,--, 
 拆入资金净增加额(万元),0,--,--,0,--,--,--, 
 回购业务资金净增加额(万元),0,--,--,0,--,--,--, 
 收到的税费返还(万元),190,104,111,0,151,221,158, 
 收到的其他与经营活动有关的现金(万元),1543,1510,2144,1931,2337,2106,1360, 
 经营活动现金流入小计(万元),52736,32449,73429,66001,95475,91793,84569, 
 购买商品、接受劳务支付的现金(万元),33930,20163,42969,33604,59111,60920,53361, 
 客户贷款及垫款净增加额(万元),0,--,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),0,--,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),0,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),0,--,--,0,--,--,--, 
 支付保单红利的现金(万元),0,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3687,2940,5388,4041,5069,5032,4458, 
 支付的各项税费(万元),3672,2207,7779,6570,7263,6991,4274, 
 支付的其他与经营活动有关的现金(万元),8390,6333,12325,10112,11671,11147,11559, 
 经营活动现金流出小计(万元),49679,31643,68461,54327,83114,84090,73651, 
 经营活动产生的现金流量净额(万元),3057,806,4969,11674,12361,7703,10918, 
 收回投资所收到的现金(万元),27504,25004,56396,51344,12228,6052,3000, 
 取得投资收益所收到的现金(万元),23,23,22,22,24,18,87, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),223,49,2038,2038,16,138,4, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,--,--,0,--,3537,3930, 
