 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),10922,42433,28032,17671,7088,34233,21396,14207,6685,31590,22014,14201,5215,30130,20020,13067,26850,26106,23204, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,18,18,18,--,--,228, 
 收到的其他与经营活动有关的现金(万元),85,322,160,145,61,372,335,252,209,1029,400,204,162,684,303,240,380,659,412, 
 经营活动现金流入小计(万元),11007,42755,28193,17815,7149,34606,21731,14459,6893,32619,22414,14405,5377,30832,20340,13325,27230,26765,23845, 
 购买商品、接受劳务支付的现金(万元),6546,21559,15652,8879,4122,15223,10955,6665,3120,13846,10857,7527,4061,12567,9178,6282,12937,11698,13138, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2745,8020,5924,3949,2023,7324,5484,3838,2247,6962,5352,3736,1799,6673,4887,3329,6432,6055,3735, 
 支付的各项税费(万元),891,1946,1384,937,459,2051,1508,1115,576,2309,1688,1185,593,1991,1486,1023,2209,1796,1132, 
 支付的其他与经营活动有关的现金(万元),1725,5004,3447,2138,1216,3878,2701,1892,1025,3214,2435,1588,825,2771,2247,1161,2652,3089,2396, 
 经营活动现金流出小计(万元),11907,36529,26406,15903,7820,28476,20648,13510,6968,26331,20332,14036,7278,24003,17798,11795,24230,22639,20401, 
 经营活动产生的现金流量净额(万元),-900,6226,1787,1912,-671,6130,1084,949,-75,6288,2082,369,-1901,6829,2542,1530,3001,4126,3443, 
 收回投资所收到的现金(万元),7400,17405,14412,8305,3000,17254,15454,14354,11854,500,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),22,303,278,169,20,67,27,15,7,2,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,4,4,3,--,842,5,1,--,2,--,--,--,4,--,--,3,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),12,130,112,112,--,70,--,--,--,16,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7434,17860,14805,8588,3020,18233,15486,14369,11861,519,0,0,0,4,0,0,3,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1132,8911,6338,4236,1633,11167,7977,5686,2461,6703,4911,3187,1440,4736,3511,2635,5129,4526,3675, 
 投资所支付的现金(万元),7400,11905,12098,8905,4000,21900,21900,21900,20000,1374,20,20,20,--,--,--,--,--,204, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),21,458,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8553,21275,18436,13141,5633,33067,29877,27586,22461,8077,4931,3207,1460,4736,3511,2635,5129,4526,3879, 
 投资活动产生的现金流量净额(万元),-1119,-3415,-3631,-4553,-2614,-14834,-14391,-13217,-10600,-7558,-4931,-3207,-1460,-4732,-3511,-2635,-5126,-4526,-3879, 
 吸收投资收到的现金(万元),0,270,0,--,0,--,--,--,--,25560,23660,23660,--,--,--,--,--,--,1650, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,270,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2300,0,0,--,0,--,0,--,0,3200,3200,3200,3200,13047,9947,7747,9797,10223,4228, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),100,--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,213,296,180, 
 筹资活动现金流入小计(万元),2400,270,6,0,0,0,0,0,0,28760,26860,26860,3200,13047,9947,7747,10010,10519,6058, 
 偿还债务支付的现金(万元),0,0,0,--,0,--,0,--,0,10500,10500,9500,1100,13097,8297,5497,9365,7733,3500, 
 分配股利、利润或偿付利息所支付的现金(万元),0,1587,1587,1587,0,1587,1587,1587,1587,157,164,162,113,1069,966,838,397,912,420, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,0,0,--,0,--,--,--,--,2327,452,452,15,23,15,15,31,173,187, 
 筹资活动现金流出小计(万元),0,1587,1587,1587,0,1587,1587,1587,1587,12984,11117,10114,1228,14189,9278,6349,9793,8818,4106, 
 筹资活动产生的现金流量净额(万元),2400,-1317,-1582,-1587,0,-1587,-1587,-1587,-1587,15776,15743,16745,1972,-1142,669,1397,217,1701,1952, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
